feature,score,p_value,feature_type
CHST15,16.951439605831954,4.1448149332755844e-05,RNA
FCHSD2,16.830471976275774,4.41295732833796e-05,RNA
IFI44L,16.826670775180148,4.421660697232005e-05,RNA
RAB11FIP1,16.82168176771029,4.4331099538184355e-05,RNA
CCR7,16.774693080954442,4.542420065920753e-05,RNA
chr12.120495424.120497399,16.623308382759376,4.9133988198878174e-05,ATAC
TLE1,16.484299854229114,5.280884861258741e-05,RNA
WDFY4,16.39226261208037,5.5393131678171835e-05,RNA
EMILIN2,16.27571087747946,5.884945180129243e-05,RNA
DAPK1,16.177647009881138,6.192536265019659e-05,RNA
LRRK1,15.906970816796253,7.128299077180978e-05,RNA
GLT1D1,15.89918562101104,7.157226381063208e-05,RNA
chr19.1880259.1886169,15.828582507643528,7.425026916971949e-05,ATAC
PLCL1,15.762605761095548,7.684402312409784e-05,RNA
TBXAS1,15.737638097819682,7.784923220083762e-05,RNA
CLMN,15.736323795678896,7.790251226675592e-05,RNA
CD86,15.658100991483327,8.114065540607856e-05,RNA
INPP4B,15.52973353924155,8.675134794215052e-05,RNA
RGS2,15.51009635856439,8.764349436208275e-05,RNA
CEP126,15.461780461059247,8.98781332781494e-05,RNA
RNF144B,15.430242894072128,9.136765960228126e-05,RNA
chr4.1166749.1173326,15.378869193219243,9.384753178065845e-05,ATAC
ADAMTSL4.AS1,15.230333604374064,0.00010140601377594758,RNA
chr8.60516234.60518440,15.221358203251443,0.00010188193286582496,ATAC
chr9.107486833.107491445,15.189768631091727,0.00010357494824032228,ATAC
IL12RB2,15.058362080467239,0.00011092750512563643,RNA
chr8.90644764.90646937,14.955029645460952,0.00011707724341340169,ATAC
BACH2,14.907443822182728,0.00012002379590010334,RNA
SLC8A1.AS1,14.893949690939998,0.00012087289438906352,RNA
AIF1,14.851661018701012,0.0001235732903465118,RNA
chr1.201019149.201024836,14.845071794674418,0.00012399949844848584,ATAC
RNF24,14.710211601595248,0.00013305584023398775,RNA
STX11,14.70053580044268,0.0001337306991549811,RNA
ST6GALNAC3,14.663827012751064,0.0001363225780652342,RNA
KIAA1671,14.659501704890195,0.0001366312910806797,RNA
S100A4,14.633405013847092,0.00013850892778385674,RNA
MARCKS,14.569273920983306,0.00014323444638563788,RNA
NLRP3,14.479556348992878,0.0001501195481547333,RNA
CAMK2D,14.4497306496865,0.00015248161626004884,RNA
ACSL1,14.439044171286254,0.00015333703367536534,RNA
KCNQ5,14.428871505018845,0.00015415581965107756,RNA
chr19.50328064.50334468,14.426757346155707,0.00015432653865115052,ATAC
ANK3,14.398810166945431,0.0001566012905881957,RNA
GCNT2,14.392208255537264,0.00015714357225875974,RNA
chr13.76884285.76887159,14.376912076100869,0.0001584072931771241,ATAC
EXT1,14.156423038385583,0.00017780541452605615,RNA
PLAUR,14.132719100676333,0.0001800286650403255,RNA
LINC01934,14.111904475538733,0.00018200404202547364,RNA
RPS14,14.097519001988243,0.00018338203984019606,RNA
FRY,14.050077486744689,0.00018800156827374865,RNA
VCAN.AS1,14.036592746688749,0.00018933592839188312,RNA
chr8.143936104.143955843,14.03309596994159,0.00018968350403524237,ATAC
XG,13.995628621627349,0.00019344837635050486,RNA
ACER3,13.995264667372592,0.00019348531542494153,RNA
TENT5C,13.953700474804867,0.00019775099325271338,RNA
chr1.156813469.156817504,13.824523059155046,0.00021162394602248255,ATAC
FCRL3,13.814503312970956,0.00021274021789003766,RNA
AL031599.1,13.791229755348734,0.00021535605086512222,RNA
chr11.61961277.61968892,13.789685925276832,0.00021553071366650815,ATAC
LTB,13.764730420470709,0.0002183740010401293,RNA
NR3C2,13.74972683521002,0.00022010161799702942,RNA
USP6NL,13.74324315951831,0.00022085245655587788,RNA
chr21.45642269.45644496,13.699251410738313,0.00022601564621981514,ATAC
PSAP,13.680310432886218,0.0002282760630599924,RNA
C5AR1,13.648910297287118,0.00023207375032968403,RNA
RIN2,13.618574287816772,0.00023580331177526186,RNA
chr17.76514887.76516276,13.564111321740471,0.00024265160101625782,ATAC
LINC00937,13.50237535427053,0.000250657617318716,RNA
chr7.131101934.131111669,13.486161053155223,0.0002528041884739153,ATAC
chrX.3711154.3714350,13.417161817995362,0.00026214837596926145,ATAC
ADAM19,13.359840792507494,0.0002701757927549131,RNA
chr2.219541478.219544624,13.35212246649848,0.0002712754906522146,ATAC
RASGEF1B,13.311341136124685,0.00027716145276572953,RNA
chr12.1592366.1595655,13.290915615609919,0.00028015777173928685,ATAC
chr20.23361111.23363608,13.246300420512078,0.00028681686599712954,ATAC
CD14,13.227595717008619,0.0002896560059221336,RNA
chr19.39444693.39446230,13.20979133116047,0.00029238485473265843,ATAC
TIAM1,13.200043652206542,0.00029388984965968964,RNA
ARHGEF12,13.195260891673017,0.0002946311438206953,RNA
chr16.3003447.3005113,13.163427995927167,0.00029961336788553373,ATAC
TREM1,13.060608859671493,0.0003162946939177732,RNA
chr12.121671567.121673445,13.033463046048768,0.00032085331066320947,ATAC
LPCAT2,13.023624043851575,0.00032252192023344737,RNA
CHODL.AS1,12.941628799492369,0.00033677301830169806,RNA
chr22.40043070.40046296,12.915320894900146,0.00034147894304637557,ATAC
S100Z,12.912222811676019,0.0003420374790961046,RNA
chr16.3123493.3125210,12.86013244815157,0.0003515680093421171,ATAC
BCL11A,12.810781197711279,0.00036084485214596667,RNA
chr2.30230347.30233467,12.754579964035132,0.00037171099826677017,ATAC
chr12.111434473.111439105,12.718833534695538,0.00037879378833928707,ATAC
PECAM1,12.71689499271321,0.00037918176614358697,RNA
chr19.29664743.29669382,12.681207727109646,0.0003863963598334761,ATAC
MXD1,12.63373623459122,0.00039620876580223174,RNA
TEX14,12.62341122345698,0.00039837608409641064,RNA
chr17.49215882.49220082,12.596302029744255,0.00040412376652901533,ATAC
MEGF9,12.530916659468874,0.0004183340556515565,RNA
chr6.44245653.44248312,12.512661476055172,0.0004223909301520262,ATAC
chr5.150396217.150413924,12.488329314598062,0.00042786019946519497,ATAC
TUBA1A,12.461126505969064,0.0004340595229219742,RNA
CR1,12.457570692122845,0.00043487654936882355,RNA
chr2.74833473.74836818,12.43255639506984,0.0004406682389265569,ATAC
chr1.9651252.9655773,12.381564730363111,0.00045271725369845276,ATAC
IRS2,12.37453761160125,0.00045440362956169995,RNA
LINC00877,12.344436475480704,0.00046169950039970647,RNA
DOK6,12.33326208155022,0.0004644379779748937,RNA
chr16.85553086.85559484,12.283582036069342,0.00047681312455399784,ATAC
IL32,12.277182427541405,0.00047843130307628735,RNA
chr1.15408866.15412597,12.26751423895047,0.0004808864981318413,ATAC
chr1.162560771.162562714,12.252442176989133,0.0004847394188328637,ATAC
chr4.139554853.139557699,12.207441433098147,0.0004964298483794814,ATAC
chr20.4809646.4816047,12.176434519817551,0.0005046504261255247,ATAC
SERPINA1,12.169868445171817,0.0005064088148481679,RNA
AFF3,12.087201093200896,0.0005290844745444086,RNA
GLCCI1,12.070668963093683,0.000533741028022397,RNA
FKBP11,12.067445648634529,0.0005346537460416798,RNA
CDK14,12.06711348097753,0.0005347478927448092,RNA
ADGRE2,12.062911788714112,0.0005359402321110805,RNA
chr15.64823511.64826384,12.049828335264797,0.0005396702511476826,ATAC
YBX3,12.045886858981435,0.0005407990817834082,RNA
THEMIS,11.96854225994454,0.0005634401201317678,RNA
LPAR1,11.939011242094253,0.0005723355466549713,RNA
GASK1A,11.902977876169368,0.000583382305846226,RNA
chr1.25819126.25821650,11.87962433066703,0.0005906567558486059,ATAC
FCAR,11.82233901609533,0.0006088917511663207,RNA
chr10.92847508.92849462,11.782696464412588,0.0006218431934055814,ATAC
chr1.24501192.24504480,11.68076658986214,0.0006564388574699494,ATAC
chr16.525473.530753,11.674544640753632,0.0006586126374982737,ATAC
ITSN1,11.619705238407642,0.0006780898682812579,RNA
chr7.98280493.98286700,11.599234556400644,0.0006855089250005212,ATAC
chr4.2796721.2801758,11.593967396842192,0.000687431119552533,ATAC
DGKG,11.584057597853377,0.0006910623944325317,RNA
FANCC,11.581861850137386,0.000691869611844833,RNA
MAP3K20,11.57281401798631,0.0006952059240196003,RNA
HIST1H4C,11.525144382554373,0.0007130544823449462,RNA
AUTS2,11.522683941606932,0.000713988212120715,RNA
PLA2G4A,11.500981648976941,0.0007222779501781576,RNA
LINC00469,11.482812337317466,0.0007292930559339515,RNA
FGL2,11.399834350175398,0.0007622177535128381,RNA
SIPA1L3,11.38978420329761,0.0007663063866267611,RNA
chr2.219251655.219255410,11.300925249946774,0.0008034363022849043,ATAC
HLA.DPB1,11.290995962276586,0.000807696847358846,RNA
MOB3B,11.287764449899514,0.0008090883806895599,RNA
PLAGL1,11.286515287484958,0.0008096269373196851,RNA
chr2.168246298.168248188,11.264060156070482,0.0008193702557389377,ATAC
PLBD1,11.226151554095484,0.0008360890440237065,RNA
chr7.92832329.92837250,11.134739253450832,0.000877839644285015,ATAC
TBC1D4,11.083525080141444,0.0009021471381052037,RNA
ALOX5AP,11.070755978873027,0.0009083131206478651,RNA
chr14.57389685.57391658,11.063308796990203,0.0009119289264639914,ATAC
chr22.50538113.50543071,11.043845259547876,0.0009214479873256023,ATAC
EPB41L4A,11.028137573611493,0.0009292035093915799,RNA
CDH1,11.010524718258436,0.0009379783562197345,RNA
ANXA1,10.9910076484637,0.0009477999758745911,RNA
SESN3,10.987063666361962,0.000949797332904268,RNA
TCERG1L,10.958689669497797,0.0009642930591858276,RNA
NR6A1,10.93828171719986,0.0009748574701837305,RNA
chr11.62551291.62558590,10.921788597095679,0.0009834809392185236,ATAC
FRMPD3,10.848586522014287,0.0010226973394518227,RNA
chr9.114382620.114389246,10.820887883962216,0.0010379461922854299,ATAC
chr11.130313757.130316151,10.819829688959265,0.0010385333045636136,ATAC
CST3,10.814067696586045,0.0010417361073199057,RNA
ST3GAL6,10.777910202911135,0.0010620639797459274,RNA
chr15.75842451.75845415,10.735447123296131,0.0010864507931477951,ATAC
TMEM170B,10.701621520490988,0.0011062825707639956,RNA
SWAP70,10.686483276920164,0.0011152764968037764,RNA
chr12.57940644.57942365,10.685757698884968,0.0011157094331371398,ATAC
chr14.99603087.99605941,10.682603585884449,0.0011175934027903185,ATAC
CPED1,10.608697987133134,0.001162672601513125,RNA
chr19.10601924.10605130,10.601785786936135,0.0011669818785456554,ATAC
PTPRE,10.597928367961702,0.0011693937459439454,RNA
chr8.22440098.22444563,10.54944520443385,0.0012001424592548882,ATAC
chr7.601254.605391,10.539929286077273,0.0012062731525325928,ATAC
chr13.51451103.51454346,10.49562463784305,0.0012352374268458192,ATAC
ZFHX3,10.473353202663985,0.0012500627345226616,RNA
chr15.42272759.42275402,10.467746998111647,0.0012538229241793328,ATAC
chr20.32580744.32586803,10.427770433163486,0.0012809705362103031,ATAC
AOAH,10.32651936867007,0.0013524265863084136,RNA
SLC2A3,10.306373959704729,0.001367119119901092,RNA
TTN,10.304313515277805,0.0013686309477156707,RNA
STK3,10.233344792215286,0.001421751698566372,RNA
TNFRSF1B,10.22320364680652,0.0014295113808332968,RNA
chr7.155296520.155300068,10.184878123989275,0.001459226856760088,ATAC
GAS7,10.180207205998283,0.0014628910092407122,RNA
CD69,10.151170115462211,0.0014858797831666817,RNA
P2RX1,10.14936010138248,0.001487324854184134,RNA
FAM111B,10.14360386047864,0.0014919299801166121,RNA
chr1.169485056.169486759,10.134093642669107,0.0014995700894330432,ATAC
PPIB,10.126149479618643,0.0015059825156897785,RNA
AJ009632.2,10.123145838967567,0.0015084142571082215,RNA
chr2.74553163.74556221,10.032158326894162,0.00158399681313771,ATAC
chr11.404576.410487,10.000665755655772,0.0016110434270433338,ATAC
chr16.29661751.29667353,9.995991469835198,0.0016150975745044475,ATAC
GPHN,9.987830241817852,0.0016222008864822828,RNA
ASPM,9.97831122921568,0.0016305260442011672,RNA
chr11.566052.569669,9.911504998643915,0.001690186700783398,ATAC
chr9.86281589.86283532,9.910637659573169,0.0016909756688317896,ATAC
CSF1R,9.885638967091918,0.0017138769016154724,RNA
TCF4,9.862805745756184,0.0017350693906973812,RNA
chr3.128051482.128053156,9.843125807296694,0.001753548533714039,ATAC
chr19.1130541.1134492,9.833876867358759,0.0017623020256479773,ATAC
LINC02432,9.777663812673993,0.0018164663938764326,RNA
chr21.42060812.42064654,9.771449713907916,0.0018225568504829919,ATAC
HLA.DPA1,9.754289200682269,0.0018394838287592902,RNA
APBA2,9.747127315076893,0.0018465953772735847,RNA
chr2.218367006.218372241,9.737517345452499,0.001856181685459481,ATAC
chr5.123511560.123513512,9.735797966200828,0.00185790215300976,ATAC
chr2.12715857.12719363,9.730848132872795,0.0018628641653278487,ATAC
chr19.18424779.18430475,9.71838524021328,0.0018754174014852707,ATAC
