feature,score,p_value,feature_type
chr9.136244332.136246453,13.684650586935893,0.00022775610157949337,ATAC
chr12.112418197.112419863,13.632265955760445,0.00023411260013191055,ATAC
chr12.13100631.13102681,13.602277000711364,0.00023783185498919504,ATAC
chr18.36828077.36829843,13.498001572248896,0.00025123483239064396,ATAC
chr17.7477180.7480302,13.491155209965823,0.0002521410537276227,ATAC
chr16.87391282.87393630,13.412650225380837,0.00026277136747559213,ATAC
chr8.28889331.28891563,13.27744206657178,0.00028215215832433864,ATAC
chr4.185425028.185426670,13.136509475059086,0.0003038927897181605,ATAC
chr5.10352584.10355519,13.120417961531546,0.0003064803988695378,ATAC
chr4.107719261.107721819,13.062487373631651,0.0003159816646581103,ATAC
chr15.63832908.63834799,12.931398821788196,0.00033859510860619117,ATAC
chr13.110705494.110707261,12.863047919161758,0.00035102757023741573,ATAC
chr1.229557424.229559579,12.862702709405625,0.000351091517727318,ATAC
chr16.2512277.2521599,12.780002660376141,0.0003667553162871728,ATAC
SGMS2,12.744776230442401,0.00037364008316193075,RNA
chr11.118908757.118915558,12.694346132945086,0.00038372428329674875,ATAC
chrX.11757259.11760390,12.66505059172255,0.0003897081791127008,ATAC
chr8.140596493.140599312,12.553676807989318,0.0004133311462365533,ATAC
chr11.68212357.68215511,12.510488767722105,0.00042287641476774135,ATAC
chr8.23456084.23458393,12.133196855119131,0.0005163439859887798,ATAC
chr19.58498580.58500560,12.02502231654518,0.0005468145450127832,ATAC
SEMA3C,11.91582036876634,0.0005794206568573042,RNA
chr5.96807069.96808823,11.78846349267287,0.0006199418882321267,ATAC
chr20.59041967.59044048,11.589264210724423,0.0006891521072668938,ATAC
chr14.24159931.24163236,11.559505167299541,0.0007001430639819706,ATAC
chr2.9422299.9424527,11.48699763473902,0.000727671038844337,ATAC
chr16.1705186.1707702,11.435652512394121,0.0007478248345641022,ATAC
chr10.25015741.25017507,11.384541417454926,0.0007684480780869824,ATAC
chr17.39400813.39402916,11.030859159288044,0.0009278550322806993,ATAC
chr11.413110.419521,10.97804966345364,0.0009543783313821861,ATAC
chr1.88991614.88993844,10.69836817613483,0.001108209225079262,ATAC
chr4.2240963.2242816,10.529470171088807,0.0012130481381515677,ATAC
ASAP2,10.391128453766015,0.0013063769885491704,RNA
chr9.132353917.132355837,10.361516801163527,0.0013272817485641675,ATAC
chr21.32770792.32772998,10.29666265009977,0.0013742595359872805,ATAC
chr17.17680939.17683583,10.293482204402519,0.0013766062287516613,ATAC
chr15.34335120.34338535,10.139698805069838,0.0014950623476193358,ATAC
chr22.40855663.40857645,10.089826025746975,0.001535658625580087,ATAC
chr7.120950260.120951598,9.987179481450744,0.001622768653659613,ATAC
chr4.1166749.1173326,9.919419521003128,0.0016830045561442145,ATAC
chr19.7829039.7831241,9.890041773481284,0.001709820782301059,ATAC
chr19.11504684.11506721,9.825546400234197,0.0017702242112975753,ATAC
chr8.103414279.103415879,9.820381412141364,0.0017751542071833548,ATAC
MIAT,9.730832630376419,0.0018628797270869965,RNA
DAPK1,9.69617958061154,0.0018979973024102004,RNA
chr12.68807202.68809253,9.581927770863775,0.0020186156767077407,ATAC
chr7.107167569.107170865,9.529110415390239,0.00207698009563821,ATAC
CD1C,9.51762789045164,0.0020898937563196213,RNA
AGAP1,9.512661818424027,0.0020955040178352504,RNA
chr1.156765694.156768614,9.493063254385968,0.0021177946223336777,ATAC
chr19.45442465.45445057,9.36515115715594,0.0022693160643050105,ATAC
MAP3K20,9.106505437416718,0.0026102563703359815,RNA
chr19.35715653.35719170,9.072803028381804,0.0026583646866002,ATAC
chr20.34703233.34706233,9.067308911003257,0.002666292290308161,ATAC
FAM151B,9.029894530480394,0.002720921730095192,RNA
AP001977.1,9.025464263668427,0.002727465390047373,RNA
chr18.9135660.9138258,8.92678754573639,0.002877437844299984,ATAC
chr1.156052782.156056073,8.81362103380127,0.0030597994317428526,ATAC
chr11.118434281.118439079,8.73345398326918,0.003196065016966122,ATAC
chr11.67482269.67487087,8.687044334522962,0.003277758220796056,ATAC
PLD1,8.606033175812433,0.0034254896835782286,RNA
TREM1,8.454187987384422,0.00372092525811672,RNA
chr9.35656318.35659257,8.391817878118614,0.0038496795993763788,ATAC
chr1.19483369.19486738,8.33982053901755,0.003960486542905875,ATAC
chr8.37735936.37738223,8.197798927308975,0.004279999899304896,ATAC
FAM198B.AS1,8.189844428911568,0.004298654195552355,RNA
chr1.42681110.42683738,8.174516511625344,0.004334834242056072,ATAC
chr17.4364898.4367392,8.16204304868547,0.0043645057222737515,ATAC
chr10.79066329.79071641,8.07521377371682,0.004576875036151612,ATAC
chr17.5485630.5487421,8.04149638537689,0.004662157273627114,ATAC
chr17.45314357.45318086,8.015126371689805,0.004729984298093569,ATAC
chr19.52188863.52191120,8.009772794023178,0.004743876878627783,ATAC
chr1.116372038.116376841,7.982035658044082,0.004816524583006218,ATAC
chr17.21040153.21044184,7.979208055243167,0.004823993981877679,ATAC
chr11.83155847.83160827,7.947595738175448,0.004908310428754567,ATAC
CPM,7.941268414349875,0.004925366528198441,RNA
chr1.225998581.226001108,7.888416947351366,0.005070218684554142,ATAC
chr8.102862472.102865124,7.876412824870162,0.005103720531791842,ATAC
AC007681.1,7.853560598643576,0.005168123944023841,RNA
LINC00299,7.779836499945918,0.005381611086274434,RNA
chr10.119206119.119209895,7.777656674936275,0.005388058650416432,ATAC
chr2.9629698.9631750,7.76288344621668,0.005431963853350061,ATAC
chr2.135530138.135532328,7.691685572778866,0.005648741023611972,ATAC
FBN2,7.673046454694087,0.005706938002674714,RNA
LINC00877,7.597441264680432,0.00594935355103975,RNA
FMN1,7.571539491256831,0.006034802558796155,RNA
chr19.40749801.40752579,7.5713527644301575,0.00603542309690728,ATAC
chr10.69123243.69125251,7.57116437260863,0.006036049234292823,ATAC
chr19.3572006.3574517,7.214597649361566,0.007348764599279275,ATAC
chr18.9913158.9915480,7.171970950790094,0.0075241473186735425,ATAC
chr8.144826102.144829045,7.126124433800592,0.007717567079253574,ATAC
SPATS2L,7.054350558711972,0.008030655756966865,RNA
chr7.44998984.45001736,7.029567083129326,0.008141762699467342,ATAC
chr17.36543862.36546336,7.028321343301029,0.008147388881915489,ATAC
GRIP1,6.981588388390757,0.008361354486908277,RNA
AQP9,6.959224881816611,0.008465774173585567,RNA
LRRK2,6.941907690779614,0.008547549249619457,RNA
chr14.102085578.102089058,6.922620837159276,0.008639579183871959,ATAC
chr19.14404150.14414269,6.770119287376294,0.009404001447367853,ATAC
chr1.37473028.37480608,6.721583710930512,0.009661579034693675,ATAC
chr5.154857159.154860954,6.709481587915041,0.009726925334296133,ATAC
chr7.155296520.155300068,6.668948603141536,0.00994910939195578,ATAC
chr2.70084896.70088774,6.655119862796774,0.010026098945820927,ATAC
TMEM176B,6.596703555840349,0.01035813441917706,RNA
chr22.30591337.30592719,6.49164602794278,0.010983987653182295,ATAC
chr16.30697616.30699779,6.441868022783164,0.011293968655775418,ATAC
chr1.244046987.244051349,6.418134916784861,0.011444913068517429,ATAC
chr2.240559909.240562182,6.412380674620047,0.011481821910419398,ATAC
chr1.9909129.9911401,6.404502860779251,0.011532550325129138,ATAC
SLC8A1.AS1,6.395415733504794,0.011591352335929821,RNA
chr2.24792596.24794014,6.3627053156946785,0.011805583346268318,ATAC
XRCC4,6.359839776653806,0.011824543625115307,RNA
chr16.30921348.30924890,6.278216905331962,0.012377975515758997,ATAC
chr1.45685527.45688783,6.273366606773918,0.0124116895268542,ATAC
LDLR,6.112302207392819,0.013586631053256316,RNA
KLF4,6.104479999398229,0.013646528604577208,RNA
chr2.68250176.68253827,6.087798234997396,0.013775177572198172,ATAC
chr15.44710043.44716108,6.017516283654199,0.014331065679688289,ATAC
SLC22A15,5.98975992770691,0.014556924770391177,RNA
chr22.41443885.41449091,5.971588968470347,0.014706770574189187,ATAC
PHLPP1,5.96795373948415,0.014736938733463887,RNA
chr7.106283756.106286421,5.9515077937672665,0.014874220480588883,ATAC
ARHGEF11,5.926943798431379,0.015081728363826794,RNA
CSF3R,5.9252166517961316,0.015096430584035555,RNA
CACNA2D3,5.773695845321334,0.016445576494209642,RNA
ATP2B1.AS1,5.747030559816228,0.016695598628422827,RNA
chr14.81219075.81221886,5.661526109094769,0.017524133591790683,ATAC
chr11.123060283.123064419,5.613313133265921,0.018009943110074124,ATAC
RASAL2,5.521888832595169,0.018969790813600944,RNA
SERPINI2,5.5043030347607225,0.019160411293726025,RNA
ARRDC4,5.39608749931696,0.020377894970226455,RNA
chr20.32357397.32360140,5.2804634524159875,0.02176764871704353,ATAC
chr9.136790496.136792577,5.275625397496888,0.02182789907682509,ATAC
CREB5,5.216510501623466,0.022578213614054325,RNA
F5,5.202939585110837,0.022754209366505004,RNA
chr17.8185174.8190818,5.202548908343293,0.022759296933722712,ATAC
chr20.35615332.35620021,5.202510090257163,0.022759802504653644,ATAC
chr16.31457825.31461087,5.168272269881397,0.023210292149624983,ATAC
IRAK3,5.070697873346263,0.024545663819625127,RNA
chr1.174021244.174023975,4.974435376480152,0.025941500074050227,ATAC
ABCA1,4.948660754747327,0.02632908206214762,RNA
chr17.1714049.1718103,4.93531848738964,0.026532077352673926,ATAC
CSF2RA,4.743129443311719,0.029644035263263858,RNA
chr10.102641752.102653033,4.698190682511325,0.030425161712047833,ATAC
TFEC,4.691754792559269,0.030538777203843025,RNA
PLCB1,4.678904113370228,0.030766963121424646,RNA
PELI2,4.652697913066613,0.031237835040944125,RNA
chr19.18414418.18423123,4.574421932494707,0.03268966114529967,ATAC
KIAA1958,4.574077239552277,0.03269620810040126,RNA
FHIT,4.545331495935383,0.03324704808168395,RNA
UBA6.AS1,4.532376326834473,0.03349846672274615,RNA
chr5.177452082.177459121,4.52671017571377,0.0336090532649339,ATAC
chr8.100949499.100953857,4.526042769729338,0.033622104185723166,ATAC
RIN2,4.521776330594621,0.03370565851568787,RNA
chr5.173887449.173889105,4.4912647636087835,0.03430957065770001,ATAC
chr1.228457098.228459605,4.480394016213276,0.03452746192426178,ATAC
chr6.151389276.151392408,4.4771213970864405,0.03459334108835081,ATAC
chr12.120200492.120202371,4.456459463767411,0.03501232506680564,ATAC
CPPED1,4.452061078863718,0.03510219997294755,RNA
MIR646HG,4.372837022292108,0.03676310317659303,RNA
AL034397.3,4.352420617108824,0.03720434062731613,RNA
chr10.102743415.102744900,4.319220749218545,0.037933756512910914,ATAC
BNC2,4.314577910908826,0.03803695173734834,RNA
ATF3,4.305100447015199,0.038248520838419474,RNA
HCK,4.298670788935122,0.03839275570209944,RNA
PGAP1,4.297074180736749,0.03842866043831322,RNA
chr12.94458811.94460730,4.2793488356188565,0.03882964730448562,ATAC
DGKG,4.212479333952748,0.04038239968040976,RNA
chr15.64095422.64097067,4.203671970649458,0.04059172513973847,ATAC
MCC,4.156416667117552,0.04173450349459523,RNA
chr12.103965265.103966605,4.134563852218269,0.04227437254659863,ATAC
ADAM19,4.111727485261617,0.0428464030977106,RNA
MAP4K3.DT,4.105201508861312,0.04301136625871167,RNA
chr8.129938911.129940726,4.067953935085963,0.04396580431263492,ATAC
RFX2,4.018056839744899,0.04527949898767584,RNA
chr7.76392566.76394644,4.011811381955606,0.04544682190450552,ATAC
chr2.24359571.24361353,4.004208488561328,0.04565139294485493,ATAC
chr18.13135930.13138839,4.003548188546866,0.04566920543401876,ATAC
chr9.136806828.136808923,3.9790634725350706,0.046334919859826754,ATAC
chr19.55338267.55341806,3.938420983424279,0.04746266434032366,ATAC
chr3.40452540.40453793,3.9374086877685004,0.04749112075591345,ATAC
chr19.7098629.7099911,3.9210779270114093,0.04795269076403587,ATAC
chr1.40383483.40386758,3.9138787753946507,0.04815766979110901,ATAC
chr7.151242976.151249802,3.9113573257353416,0.04822968098829398,ATAC
chr17.39729781.39731112,3.9078184717053035,0.04833094072192602,ATAC
chr17.81710403.81713060,3.9059000769322583,0.04838592702010636,ATAC
ENTPD1,3.9039301987871187,0.048442457791746246,RNA
chr3.27483028.27485265,3.8842527092291204,0.04901100247842914,ATAC
MS4A6A,3.883834091101289,0.0490231740524684,RNA
MIR181A2HG,3.874885824155307,0.04928411629811116,RNA
chr10.71850484.71852947,3.863268492266489,0.04962508557154826,ATAC
chr22.17637843.17639977,3.862012086525979,0.049662110405932436,ATAC
chr19.38385059.38390349,3.851808725197904,0.04996387646097986,ATAC
