feature,score,p_value,feature_type
ARHGAP24,494.89763474061965,1.2752708627714845e-89,RNA
ANK3,484.84192195095585,3.813856890967328e-88,RNA
CTSS,484.4029081087376,4.426087998040305e-88,RNA
DOCK5,469.25670352620836,7.734278069948375e-86,RNA
CD83,467.4274259620175,1.448112679847113e-85,RNA
FGD4,448.3415992059757,1.0545596759349058e-82,RNA
RAB31,426.3145059346279,2.363472370879938e-79,RNA
SCLT1,426.0273266717248,2.6156068437820506e-79,RNA
PTPRE,420.0015608997289,2.2045084188808626e-78,RNA
STX11,419.7971727140789,2.370176096465392e-78,RNA
UBE2E2,418.02956061260585,4.437329094434106e-78,RNA
TRBC2,415.63412030166853,1.0392855020518285e-77,RNA
BCL2,409.8109466877815,8.276584762202285e-77,RNA
SLC11A1,408.0645094560512,1.5446509558235618e-76,RNA
CPPED1,405.1087802821428,4.4484596656231047e-76,RNA
AC020916.1,400.2926861507459,2.5049352993930206e-75,RNA
KLF4,398.4867612861115,4.796381531122788e-75,RNA
CD96,396.430842555969,1.0058362849319222e-74,RNA
RAB11FIP1,395.50361383524984,1.4051774079638553e-74,RNA
NEAT1,391.0157872261342,7.110299574240145e-74,RNA
TXK,386.12547023069345,4.1858507372043684e-73,RNA
RORA,383.1692970580411,1.2260222844233963e-72,RNA
RNF130,383.0681305366857,1.2720024562464157e-72,RNA
GAS7,380.6574054371337,3.0609351860492974e-72,RNA
MNDA,378.1176949276314,7.732950471774434e-72,RNA
KIF13A,372.511028809624,6.0188569561103315e-71,RNA
HLA.DRB1,371.19107984708455,9.768911169598797e-71,RNA
SYNE2,368.18669931584543,2.94676430065491e-70,RNA
MLLT3,367.0221355425255,4.5236894513256955e-70,RNA
NR3C2,359.7538633851205,6.620154494236555e-69,RNA
ARHGAP26,358.46963813323015,1.065183278373777e-68,RNA
SRGN,357.8391398532962,1.345568538983431e-68,RNA
GRAP2,357.6817534275014,1.4264127454055461e-68,RNA
CPVL,356.3735540398451,2.3172902792018976e-68,RNA
PSAP,356.0733100700626,2.590447565007488e-68,RNA
BACH1,355.3652965680394,3.369281539676919e-68,RNA
PID1,354.20584513676016,5.183462848658764e-68,RNA
WARS,353.2609944007925,7.365366169517922e-68,RNA
RTN1,352.2845528197125,1.0592096249238075e-67,RNA
MAML3,351.4250529535359,1.4587022274082113e-67,RNA
SULF2,349.1591629596563,3.394646696360152e-67,RNA
WDFY3,348.999383479357,3.6031698784938993e-67,RNA
PSTPIP2,345.32716206867076,1.4209094377147555e-66,RNA
ACSL1,338.2088195688448,2.0525238319839055e-65,RNA
MS4A6A,335.615581840011,5.44895507010678e-65,RNA
ENTPD1,333.2542865859196,1.3277919986225894e-64,RNA
RASGRF2,333.1280110043752,1.3926284191229628e-64,RNA
CLEC12A,330.76460283543105,3.401904196257066e-64,RNA
CCR7,328.5794052213614,7.779910030792586e-64,RNA
MYOF,327.4713496100872,1.1840444611067889e-63,RNA
LYZ,322.4056437559178,8.112658316707667e-63,RNA
AP003086.1,320.9765950789661,1.3980506563110107e-62,RNA
ITGA6,319.45854768611997,2.4939247232291294e-62,RNA
EMILIN2,316.18530554630235,8.706796065781393e-62,RNA
DYSF,313.4405475092038,2.4900642859232252e-61,RNA
NELL2,311.27363439274893,5.7169421311045766e-61,RNA
PRAM1,305.60547686606856,5.060230810350994e-60,RNA
RPS27,300.54412845580845,3.5750631630421845e-59,RNA
TFEC,297.84116687683047,1.0188313589608843e-58,RNA
CREB5,297.39668510264363,1.2105556299829569e-58,RNA
RPS27A,296.23941888157566,1.8970192577837148e-58,RNA
RGS2,294.982895372663,3.0909289255003058e-58,RNA
HLA.DQB1,293.0696664610465,6.5059541876025e-58,RNA
TCF7L2,284.7268430368113,1.6919372410403741e-56,RNA
PDE3B,278.829396956691,1.7149838467520805e-55,RNA
ITGAX,278.7362591927228,1.779029176285342e-55,RNA
FTH1,276.7151870703225,3.944548112833296e-55,RNA
RIPK2,272.3407828946851,2.2200578012291356e-54,RNA
IL15,271.3144661788217,3.332651362031071e-54,RNA
SLC31A2,270.45120712773763,4.6913354739209646e-54,RNA
PLCB1,269.33318056366056,7.30771577089716e-54,RNA
AOAH,267.8759303016508,1.3029427909980127e-53,RNA
ACER3,265.8975818044243,2.859831768786042e-53,RNA
ADAMTSL4.AS1,263.4908001228657,7.454477025596053e-53,RNA
LTB,262.24283755451233,1.2259562448658639e-52,RNA
TNFSF13B,257.86604278189753,7.045718111048337e-52,RNA
RRP12,257.6584694320201,7.656122937551952e-52,RNA
TMEM176B,255.632801670175,1.7236820220766723e-51,RNA
ATP2B1.AS1,255.43189636728994,1.8682891797668894e-51,RNA
MTSS1,255.33644445476398,1.94119286662953e-51,RNA
CD86,252.8822294154077,5.199362409136084e-51,RNA
STAT4,252.38080630788156,6.360259322016833e-51,RNA
MEGF9,251.36879067902493,9.555037939945391e-51,RNA
FGL2,249.21122453149022,2.2779911054949434e-50,RNA
EPB41L3,248.51056323708227,3.0215263962420466e-50,RNA
FHIT,244.52209137163106,1.5130992876130878e-49,RNA
RPS18,243.5260412433739,2.2643480350833987e-49,RNA
BACH2,241.6086588402478,4.9244767566433855e-49,RNA
RPL41,239.83208367731848,1.0126691142087202e-48,RNA
IFI30,239.58546713634857,1.1193543223341047e-48,RNA
LRRK1,239.29136129576548,1.2614078342641754e-48,RNA
TAFA1,238.2748502779865,1.9067350206843886e-48,RNA
chr12.119988334.119990686,237.6106692098547,2.4981131409583446e-48,ATAC
chr14.99268117.99275194,231.59144111281634,2.909135951731741e-47,ATAC
SLC8A1.AS1,230.22188758034753,5.094250827839588e-47,RNA
GLT1D1,227.90150100158945,1.3180993528718534e-46,RNA
HLA.DRB5,226.51409664943358,2.329093027783155e-46,RNA
APBA2,224.65381992557232,5.001919583399383e-46,RNA
CHST15,222.76297930227895,1.0890895001905158e-45,RNA
CSF2RA,221.80607076488107,1.6154061050732598e-45,RNA
PCAT1,220.73843818289237,2.5088333274919425e-45,RNA
ADGRE5,220.15832350198679,3.1873436495856856e-45,RNA
PELI2,219.5885356881774,4.032590377327817e-45,RNA
EXT1,219.34611855009553,4.457187103286508e-45,RNA
MPEG1,217.97161657127123,7.865731745958685e-45,RNA
DAPK1,216.56316047220574,1.4086520127655914e-44,RNA
TRBC1,215.69215756408997,2.0204583067087991e-44,RNA
RPL34,215.27755641552363,2.3991317726450503e-44,RNA
IRF8,215.13778915766656,2.5422012740427557e-44,RNA
TMTC2,214.05618865888894,3.9808848417610206e-44,RNA
WDFY4,213.0004756168175,6.169604140697636e-44,RNA
RPL10,212.85088057033957,6.564978660174549e-44,RNA
FRY,212.741860381925,6.869019078612127e-44,RNA
PILRA,212.41640376032433,7.863218268967573e-44,RNA
MARCKS,212.33682072066148,8.127517032375726e-44,RNA
CCDC88A,212.15684221126924,8.758531438682431e-44,RNA
PAK1,211.92264397412808,9.653723363637122e-44,RNA
HLA.DQA1,211.70724895247477,1.0557776848152358e-43,RNA
TBC1D9,210.1995832400156,1.9764886607561845e-43,RNA
ZFHX3,210.10144587126257,2.0588859935188215e-43,RNA
chr10.8053124.8057563,208.5399874800337,3.945088415268585e-43,ATAC
TYROBP,207.83857008130047,5.284990489828206e-43,RNA
MAL,203.77697872286672,2.883011975839968e-42,RNA
AC139720.1,201.7829207550878,6.645196359418944e-42,RNA
CEBPD,201.29509569574947,8.153088741505854e-42,RNA
VCAN.AS1,200.0163364194019,1.3941504321430434e-41,RNA
RPL30,199.98943370494047,1.409983307353213e-41,RNA
S100Z,199.74372005423007,1.563192481042148e-41,RNA
LINC01550,199.69465978336697,1.5957256945280227e-41,RNA
CLMN,199.35184139940017,1.8428035574468584e-41,RNA
RNF157,199.0698206235182,2.0745582497929604e-41,RNA
chr13.41456014.41466705,197.64476987495823,3.776361787071721e-41,ATAC
STK3,197.0297053578079,4.891624032890709e-41,RNA
RPS23,194.92736419050067,1.1858223041182941e-40,RNA
chr9.107486833.107491445,194.338977205347,1.5197512197218847e-40,ATAC
CST3,190.9135090851169,6.458972311817005e-40,RNA
DUSP6,189.8451545048583,1.0151412337346205e-39,RNA
TMEM170B,188.1672632348972,2.0667372635935523e-39,RNA
ANXA1,188.04946081104478,2.1725986429858175e-39,RNA
TNFRSF1B,187.4616465412766,2.7878081841886172e-39,RNA
ADGRE2,186.9964303167931,3.396259183425534e-39,RNA
ATF3,185.86178653099134,5.498650773983331e-39,RNA
RASGEF1B,184.64888812916794,9.208091307129261e-39,RNA
LINC01934,182.51739032071964,2.2815703890994243e-38,RNA
ATP8B4,182.38754412208098,2.411364450829216e-38,RNA
RPS12,181.9750032192322,2.874911268948616e-38,RNA
chr19.3274966.3276940,181.9024929641101,2.965165617934754e-38,ATAC
RIN2,181.244856551262,3.925020000892748e-38,RNA
FRMD4B,181.10173736303696,4.1721166214125316e-38,RNA
RPS19,180.49880103382557,5.396271493425423e-38,RNA
chr1.156813469.156817504,180.14297610069553,6.281499917565177e-38,ATAC
RPS26,179.697250306786,7.598522590673209e-38,RNA
RPS28,179.66337130782088,7.709279266660568e-38,RNA
RPS29,177.88545912144198,1.6484633133318075e-37,RNA
chr14.22549485.22559034,175.06093887501046,5.5270763547174386e-37,ATAC
MAP3K20,172.44891997183072,1.6964269042946435e-36,RNA
MXD1,171.96094320238876,2.0924116119675218e-36,RNA
chr13.74132018.74136793,171.06678552703534,3.0739704459616296e-36,ATAC
SLC22A15,171.01721866437762,3.140247882872751e-36,RNA
TEX14,170.94215858043557,3.243349316636218e-36,RNA
RPLP1,170.25407278745024,4.3616393265133844e-36,RNA
NLRP3,168.54253583200776,9.120202047041949e-36,RNA
LPCAT2,166.69541398033053,2.0243161079264935e-35,RNA
PLAUR,165.73048025465198,3.0718176899196396e-35,RNA
TRPS1,165.51953085525363,3.36520066500459e-35,RNA
TREM1,163.18592780468143,9.241574249803767e-35,RNA
FCER1G,162.95526068611744,1.0213211098295264e-34,RNA
AL034397.3,161.9193635745385,1.6004757655129424e-34,RNA
C5AR1,161.4592145724282,1.9541810224507947e-34,RNA
LINC00877,161.27348957209264,2.118238909487714e-34,RNA
SHTN1,161.18671277099116,2.1995549053383182e-34,RNA
SPECC1,160.06654213337683,3.5779284601263416e-34,RNA
chr21.33947480.33950533,159.1604645943443,5.30515713329291e-34,ATAC
CARD11,158.55381202297596,6.907339469329529e-34,RNA
chr7.142807647.142809886,157.47084230098577,1.106792392717326e-33,ATAC
DPYD,157.15982466952707,1.2673784781302951e-33,RNA
RNF144B,155.97098321327456,2.1279873373590743e-33,RNA
chr19.16368620.16372612,154.46209125408714,4.1111753180814125e-33,ATAC
HLA.DPA1,154.29350647720648,4.425310290055105e-33,RNA
TBC1D8,153.76786877997213,5.567746804702603e-33,RNA
PLA2G4A,153.5567421324134,6.105937867352166e-33,RNA
LPAR1,152.42342997388923,1.0022833736226894e-32,RNA
RPS21,152.1530677445252,1.1281580985969089e-32,RNA
GCH1,152.13048998561388,1.139360583206124e-32,RNA
FCAR,151.9472546721878,1.2344994431787126e-32,RNA
BCL11A,150.33108328030352,2.505788843438571e-32,RNA
RILPL2,147.7016512291086,7.945377139873442e-32,RNA
CDK14,147.62532561751112,8.216369667157236e-32,RNA
AHR,147.52497205447423,8.586818507924949e-32,RNA
SERPINA1,147.34445131431423,9.295842318159237e-32,RNA
PELI1,146.95293939254205,1.1041726724703787e-31,RNA
TNFSF10,146.4012794080553,1.4073626249094968e-31,RNA
RPL28,146.17101775062244,1.5574079548549615e-31,RNA
PLBD1,145.98636051025616,1.6892413643457605e-31,RNA
chr1.1623432.1632586,145.878325259711,1.7714983643105075e-31,ATAC
chr11.118917331.118930864,144.68859746772307,2.9913713718106524e-31,ATAC
RPS14,143.39715829140877,5.286037303820305e-31,RNA
NR4A2,143.21477155278367,5.728930278309066e-31,RNA
FAM198B.AS1,141.88900540467804,1.0286093247711532e-30,RNA
CPED1,140.9279048430099,1.5729165483148508e-30,RNA
MYO1E,140.67424301715207,1.7596070126037538e-30,RNA
ST3GAL6,140.153282623426,2.215591770669728e-30,RNA
AL157871.4,139.97972596097844,2.392432856353828e-30,RNA
RPS25,139.3746575242031,3.1271516078373265e-30,RNA
chr8.42139136.42142287,139.0682966996833,3.5814894468374654e-30,ATAC
PPM1L,138.99868744358633,3.69361983943565e-30,RNA
chr2.190407033.190409318,138.2850681156985,5.0670796857320404e-30,ATAC
LINC00937,137.51084324890988,7.142100127826632e-30,RNA
ARHGEF40,137.28424606452498,7.89722844601525e-30,RNA
GCNT2,137.26236755001233,7.974245058063736e-30,RNA
LINC02432,136.9745677482477,9.060284812533917e-30,RNA
GAB1,136.48823642288863,1.1242938846448792e-29,RNA
RPS15A,135.82753550353956,1.5076272117133177e-29,RNA
DGKG,135.80666236870334,1.5216702508133636e-29,RNA
CNTLN,134.53117843430493,2.682365372558697e-29,RNA
PECAM1,133.77198071288973,3.7600878325723555e-29,RNA
chr3.171457590.171461539,133.07293812567397,5.132711777283695e-29,ATAC
RPL18A,133.01699943657064,5.262177824825765e-29,RNA
chr15.60590953.60593340,130.24076803134366,1.8146756400903705e-28,ATAC
IGSF6,129.8931004216205,2.1194568819669645e-28,RNA
HLA.DPB1,128.95476724392327,3.2233759127537256e-28,RNA
FGD6,128.23472923669567,4.4477922905652535e-28,RNA
chr5.150396217.150413924,128.0485411292835,4.834127197332971e-28,ATAC
chr8.133497978.133501486,127.90928402204098,5.144909797907888e-28,ATAC
ITSN1,126.5919051129556,9.279787300198366e-28,RNA
chr2.136135399.136137396,126.43589981296208,9.95161753449482e-28,ATAC
RPL32,126.17059743061277,1.1207961760203382e-27,RNA
chr1.226735543.226740259,125.64441966249109,1.4189561064059198e-27,ATAC
RPL17,125.14866305270118,1.7722900151296674e-27,RNA
chr1.154951279.154956836,124.94335115473139,1.9432987566503583e-27,ATAC
SATB1.AS1,123.51835109246228,3.6847828403306364e-27,RNA
LEF1.AS1,122.89725047048867,4.871267350399645e-27,RNA
USP6NL,122.77088612301021,5.156027041018175e-27,RNA
chr13.99085133.99088604,122.52468950799506,5.75963087540803e-27,ATAC
TCF4,121.93659295077784,7.503926596646214e-27,RNA
CR1,121.86329024880656,7.755572906072217e-27,RNA
CD14,121.33054436193557,9.857266013112163e-27,RNA
P2RX1,120.64190585536609,1.3441604440029493e-26,RNA
GK,119.676441848152,2.0770143195453454e-26,RNA
chr14.91243300.91246854,119.50920369265185,2.239719996130023e-26,ATAC
chr2.30230347.30233467,119.13904619777291,2.6467259839909497e-26,ATAC
CD8A,119.0657922505166,2.7356638171665243e-26,RNA
LST1,118.9405305891686,2.8947391631201233e-26,RNA
chr22.44023618.44027636,118.57032235660793,3.4211632723949144e-26,ATAC
LILRB1,118.18745674191175,4.0667361195976526e-26,RNA
IFI44L,116.794665040132,7.630888555319395e-26,RNA
APOBEC3A,116.79123934743787,7.64271799575933e-26,RNA
TENT5A,116.42723228328738,9.010370454372398e-26,RNA
NLRP12,116.06700712902386,1.0605206053485577e-25,RNA
chr19.3060042.3063414,115.36102675752124,1.4598212483255827e-25,ATAC
chr1.24501192.24504480,115.29557569725704,1.503732889179263e-25,ATAC
CD68,114.70120428032901,1.9683003048374022e-25,RNA
chr17.65558685.65562286,114.48057250109366,2.1752514563591067e-25,ATAC
chr1.9714168.9722497,114.03054538559101,2.6674650372660288e-25,ATAC
chr11.1562985.1575096,113.77492766214078,2.9952627716907026e-25,ATAC
chr22.50467590.50471805,113.68228233057158,3.12378890891461e-25,ATAC
RPL38,113.2772523313593,3.7538118597725165e-25,RNA
chr17.75032083.75037407,111.71115476756401,7.643389118231027e-25,ATAC
RPL35A,111.1078457364914,1.0054831951085671e-24,RNA
chr14.99603087.99605941,110.88337259072594,1.1135299400132057e-24,ATAC
chr19.29712841.29716990,110.7190276765318,1.1999453147539928e-24,ATAC
CD69,110.5408941574634,1.3012184189607925e-24,RNA
chr9.133130572.133135937,110.4453751743843,1.3590068732575436e-24,ATAC
AK5,110.39324548492345,1.3916227604473819e-24,RNA
ICOS,110.35157656670688,1.4182569161452985e-24,RNA
chr4.148441843.148446242,109.7110622545093,1.8982626334176296e-24,ATAC
ZNF804A,109.18047484886159,2.4170714012578163e-24,RNA
chr17.40560033.40566173,109.1439596309369,2.4576102206184958e-24,ATAC
SWAP70,108.51161095805185,3.2782817418928744e-24,RNA
CFD,108.06519826266661,4.018200507685662e-24,RNA
PLCL1,106.65252825501973,7.655604259715208e-24,RNA
chr19.1079454.1092137,106.29154108144972,9.027716560382308e-24,ATAC
chr20.32534389.32540802,106.1901428824417,9.455703406029965e-24,ATAC
chr17.2814036.2816096,105.48648917069042,1.3041976192971767e-23,ATAC
chr6.90294506.90298245,104.32920853798788,2.2142699704142083e-23,ATAC
FCHSD2,104.25263787181927,2.2932430892614007e-23,RNA
chr2.12715857.12719363,104.13211889035918,2.4233006226657112e-23,ATAC
AC009093.2,104.03361959593849,2.53506702166113e-23,RNA
chr2.43126932.43137787,103.79177059772138,2.8319023162508005e-23,ATAC
chr19.510363.513174,103.74126999181182,2.8981520097483457e-23,ATAC
chr22.50620086.50622874,103.02892690862807,4.016387898382669e-23,ATAC
GLUL,102.45036788377877,5.236101912070789e-23,RNA
CD8B,102.03685594285466,6.32943918124418e-23,RNA
TSHZ2,101.83987764685261,6.928005844626207e-23,RNA
chr10.31318114.31322031,100.4170388970395,1.3313749885236922e-22,ATAC
chr18.32017947.32020686,99.81543011907566,1.755384285657881e-22,ATAC
chr22.31343608.31348028,98.95627238818926,2.6059806746225805e-22,ATAC
chr2.234288845.234293221,98.28053848493319,3.5566253859499026e-22,ATAC
chr10.91161978.91164484,98.24524102735312,3.6148971339448184e-22,ATAC
UGGT2,98.22903227437912,3.6419754120500233e-22,RNA
MS4A7,97.58565999822014,4.898088370951844e-22,RNA
chr5.134111621.134116422,97.37460191049898,5.398352147725625e-22,ATAC
SLC24A4,96.95130767432875,6.5613468610575125e-22,RNA
chr22.37228258.37232670,96.90607302600485,6.699614944974566e-22,ATAC
chr11.67403255.67412295,96.0709419199964,9.84765566726095e-22,ATAC
INSR,95.3296621942586,1.386545575755288e-21,RNA
chr10.72085708.72090053,94.97313014726048,1.6347302100974617e-21,ATAC
CLIC4,94.95442305703797,1.6489177717730513e-21,RNA
chr6.142942826.142948328,94.93018936706008,1.6674803667488341e-21,ATAC
DOCK4,94.8601126850076,1.7223447525299648e-21,RNA
SUPT3H,94.33932644925291,2.1909656506892486e-21,RNA
TMEM144,94.32648939883593,2.2040046267534956e-21,RNA
chr12.106954724.106957483,93.7957554422956,2.8169699843495653e-21,ATAC
chr11.66256608.66259014,92.51207924300168,5.102427032204247e-21,ATAC
RPS20,91.72880774612779,7.334397527172752e-21,RNA
RPS8,91.58137351862538,7.853097567315706e-21,RNA
PIP5K1B,91.55646703007089,7.944284287249217e-21,RNA
SGMS2,90.98805852772234,1.033980639748778e-20,RNA
chr19.1880259.1886169,90.8852079948661,1.0845010875957936e-20,ATAC
chr17.78123986.78134939,90.83301889272359,1.111075259132531e-20,ATAC
chr6.107821802.107825167,90.65180951015775,1.2085160338214787e-20,ATAC
BANK1,90.38742313989358,1.3662539890371866e-20,RNA
RPS24,90.37039567023083,1.3770931052318562e-20,RNA
CACNA2D3,89.7697444528617,1.8199600145966553e-20,RNA
MOB3B,89.60184436511112,1.967550242882408e-20,RNA
COTL1,88.8627818906959,2.7736874585301047e-20,RNA
S100A9,88.15244134612577,3.8592254282989024e-20,RNA
chr17.44217859.44222793,88.13489763185139,3.8908470832627214e-20,ATAC
DPP4,87.56321403323513,5.0765104290973095e-20,RNA
chr11.118607232.118611423,86.91028716646755,6.879971574424063e-20,ATAC
AIF1,86.87375363257419,6.998038498155502e-20,RNA
chr19.1072992.1078154,86.86567089093558,7.024432947000845e-20,ATAC
chr14.24270632.24272224,86.75875240704146,7.383114251582607e-20,ATAC
NHSL1,86.67869375488675,7.663656872740193e-20,RNA
chr4.151014446.151016652,86.66449470444108,7.714517445014088e-20,ATAC
SOD2,85.9550893396062,1.0737111940787605e-19,RNA
PHACTR1,85.70769731956712,1.204987988500615e-19,RNA
FAAH2,85.38700212546817,1.399395566306798e-19,RNA
chr2.99140611.99142161,85.32541207176156,1.4401847883076171e-19,ATAC
MS4A4E,85.25121486580869,1.4909089728921205e-19,RNA
MTRNR2L12,85.0647168240476,1.6264553473746954e-19,RNA
chr3.18443285.18446368,84.9571226067333,1.710203626769041e-19,ATAC
chr11.554119.562571,84.58625852490728,2.0334244067754354e-19,ATAC
chr1.117605105.117607995,84.3653511952624,2.2543604398482036e-19,ATAC
ARHGEF11,84.05163109399156,2.610098322628646e-19,RNA
SIPA1L3,83.90631664202752,2.7934366515641622e-19,RNA
chr19.7868301.7872860,83.80142351332489,2.9337474916864356e-19,ATAC
ANKRD22,83.77151412504762,2.9750350297491993e-19,RNA
SLC16A10,83.60844293047357,3.210602845939817e-19,RNA
CSF1R,83.57223464726935,3.2653944160775398e-19,RNA
chr20.63638418.63643238,83.21231927730368,3.863682679956884e-19,ATAC
chr9.133140822.133145250,83.10301846616261,4.0662667970080637e-19,ATAC
chr12.4268533.4275878,82.60280715009903,5.138073202227294e-19,ATAC
RPL36,82.11877085165803,6.44421417741382e-19,RNA
GASK1B,82.0509141697275,6.65218525618158e-19,RNA
chr2.263448.265557,81.70529259312643,7.820597398504201e-19,ATAC
chr1.110671353.110675630,81.40214468292426,9.013643230378708e-19,ATAC
chr14.70808058.70810361,81.36174622329426,9.185840887664898e-19,ATAC
YBX3,81.32302410154732,9.353987209519315e-19,RNA
chr9.20619937.20623994,81.0541605011895,1.060974187627024e-18,ATAC
chr13.114139989.114144424,81.04916665124412,1.0634598732018845e-18,ATAC
chr6.96923714.96925439,80.86328203604869,1.1602563855701566e-18,ATAC
chr12.9647164.9651857,80.49451988277139,1.3792076573614356e-18,ATAC
chr17.7883678.7889578,80.37245391787546,1.460452123596849e-18,ATAC
RNF24,80.2482378751636,1.5480540921261679e-18,RNA
chr11.67433055.67444704,80.03492564536685,1.710955563388044e-18,ATAC
MAFB,79.00352614082553,2.776374081330412e-18,RNA
chr14.100141053.100151081,78.97318711979406,2.8162145813672086e-18,ATAC
chr20.50730518.50732392,78.68207188091917,3.2288658020487794e-18,ATAC
CALHM6,78.65150830912577,3.275560994506918e-18,RNA
chr12.93569320.93573792,78.60810256879628,3.3430420827776255e-18,ATAC
LRRC25,78.14654117074289,4.152794496809074e-18,RNA
SMYD3,78.14342353125554,4.158884576648051e-18,RNA
chr2.136112386.136119909,78.1304685277566,4.184287255337753e-18,ATAC
chr4.185469529.185472179,77.93330398990992,4.590658920638155e-18,ATAC
chr11.286870.300468,77.92597955251078,4.6064945625641845e-18,ATAC
ANPEP,77.67906538434963,5.173607287296119e-18,RNA
AC027097.2,77.61062331339213,5.342844423009272e-18,RNA
CLEC4E,77.42230854923193,5.837682785327934e-18,RNA
AL691403.1,76.7883575628951,7.866795245497375e-18,RNA
chr16.27366985.27368691,76.63746981722039,8.445920990754439e-18,ATAC
MAST4,76.53711763402919,8.854558325618182e-18,RNA
chr12.46266381.46270378,76.17122367675668,1.0519696855266156e-17,ATAC
AC084871.1,76.08452859586474,1.0958202007162302e-17,RNA
chr5.142108182.142110645,76.03748629688077,1.1203762871248001e-17,ATAC
GLCCI1,75.83633832527808,1.2317518802401092e-17,RNA
MX1,75.64651216662082,1.3470200691754793e-17,RNA
chr19.54206106.54211615,75.61426809303036,1.3676472668247921e-17,ATAC
chr6.26155639.26159673,75.46496177907505,1.4673664773007046e-17,ATAC
SAMD4A,75.27499530316892,1.6048474710106668e-17,RNA
RPL37,75.1991690370139,1.66326419055191e-17,RNA
ADAM28,75.08335107023821,1.756631049137655e-17,RNA
chr15.52178682.52180992,75.02672320794827,1.804176101259929e-17,ATAC
chr2.43217679.43222474,74.83041238414594,1.979211974390099e-17,ATAC
ABHD5,74.61580264117656,2.190100004907045e-17,RNA
chr12.96398702.96401742,74.32989361056941,2.506456097206114e-17,ATAC
JDP2,74.04051500646567,2.8733325504690015e-17,RNA
FBXO32,74.01271910983978,2.9112891421080336e-17,RNA
chr2.234494210.234498062,73.9125253036873,3.052327642996677e-17,ATAC
chr9.129883981.129892270,73.81086668115357,3.202429872701832e-17,ATAC
chr21.42060812.42064654,73.79526703481505,3.226109162353282e-17,ATAC
chr19.49588562.49594075,73.78621182058777,3.2399348313997706e-17,ATAC
DGKH,73.7080556129489,3.3617607671509815e-17,RNA
chr7.131101934.131111669,73.68262205184944,3.4023872925406803e-17,ATAC
chr20.63735412.63741716,73.55894421150956,3.607070779547383e-17,ATAC
HNMT,73.47699120567145,3.7494550835585797e-17,RNA
chr6.33424960.33432619,73.3033789444373,4.069972221362388e-17,ATAC
RPL26,72.858276735723,5.022874563474234e-17,RNA
chr19.49468248.49471047,72.73681120557367,5.319757869617449e-17,ATAC
PDE4D,72.58814617334257,5.707166886270302e-17,RNA
chr19.45766403.45772532,72.55144055132615,5.807094887475628e-17,ATAC
chr10.35194839.35196564,72.48476047765183,5.993134134577295e-17,ATAC
chr17.67376595.67380219,72.41402925085474,6.197010248510366e-17,ATAC
RPS3A,72.15089325327385,7.01843598753071e-17,RNA
