feature,importance,feature_type
chr19.47109514.47114350,9.763071915324481e-06,ATAC
chr4.77817589.77822277,9.42929331303695e-06,ATAC
chr17.47895169.47897119,9.251715915687249e-06,ATAC
chr19.42246149.42256544,9.143045464698938e-06,ATAC
chr14.73057874.73059565,8.883754036095869e-06,ATAC
chr6.36984700.36987118,8.855793773429052e-06,ATAC
chr14.77615296.77617416,8.840483719578385e-06,ATAC
chr5.87411582.87413588,8.564111727657238e-06,ATAC
chr19.14004725.14007489,8.39186360783995e-06,ATAC
RPL32,8.261788649139913e-06,RNA
chr11.83192925.83195516,8.077690828829896e-06,ATAC
MARCH3,7.916374741629051e-06,RNA
chr10.70403586.70406015,7.87995037330233e-06,ATAC
chr12.98592779.98594653,7.714009967510206e-06,ATAC
chr8.140456607.140458779,7.510502600896149e-06,ATAC
chr1.77978017.77980365,7.344088267364509e-06,ATAC
SLCO4C1,7.164140591012716e-06,RNA
chr3.41198577.41201134,7.119749886941442e-06,ATAC
RPL37,7.062460527824021e-06,RNA
chr14.63641056.63642917,7.034702753444041e-06,ATAC
chr2.86194631.86196153,6.857602389223625e-06,ATAC
MS4A1,6.71129651188457e-06,RNA
KYNU,6.625272987135413e-06,RNA
chr11.119029283.119031466,6.622735150964012e-06,ATAC
chr19.13845907.13848454,6.6204163087759555e-06,ATAC
chr12.57940644.57942365,6.219750491617793e-06,ATAC
chr5.33440129.33441911,5.768822750244451e-06,ATAC
NIBAN1,5.590084476648769e-06,RNA
chr7.101813900.101818041,5.587749991283452e-06,ATAC
chr16.84616491.84619011,5.459606538356498e-06,ATAC
chr3.4976092.4980761,5.331122622191019e-06,ATAC
chr9.99818971.99826130,5.280002751097171e-06,ATAC
chr1.2193550.2195968,5.133043044438097e-06,ATAC
chr11.74748159.74750076,4.946090724265962e-06,ATAC
chr7.25124334.25126130,4.9352227009363004e-06,ATAC
chr11.818469.822792,4.91497236901204e-06,ATAC
chr5.180809397.180811381,4.886770383881619e-06,ATAC
chr4.184824553.184827306,4.850400401243826e-06,ATAC
chr8.102804559.102809266,4.807849776939856e-06,ATAC
chr19.36213810.36215730,4.6232419937228065e-06,ATAC
chr10.132393345.132402176,4.461615789464345e-06,ATAC
chr11.64741658.64747384,4.30832469100928e-06,ATAC
chr7.103074172.103075963,4.286515762239176e-06,ATAC
chr1.246930889.246932675,4.1668347017686714e-06,ATAC
chrX.149539012.149541825,4.1547430203424715e-06,ATAC
LARGE1,4.131965265162021e-06,RNA
chr19.2474408.2479984,4.056786478526983e-06,ATAC
chr1.203005816.203008145,3.928594905465922e-06,ATAC
TMSB4X,3.917905209613621e-06,RNA
chr19.39435241.39436614,3.898821269083524e-06,ATAC
chr1.2132202.2134224,3.837693357746342e-06,ATAC
SLAMF7,3.675459370576496e-06,RNA
chr16.30368314.30371773,3.6716237707782485e-06,ATAC
chr15.67520166.67522464,3.571404183079473e-06,ATAC
chr4.143512784.143514892,3.4973433771149344e-06,ATAC
KCNQ5,3.45878656244932e-06,RNA
chr7.4681544.4684691,3.3128121311952516e-06,ATAC
chr11.44564280.44567793,3.2139599064453997e-06,ATAC
chr11.62572922.62575691,3.1026234774951345e-06,ATAC
chr19.39444693.39446230,3.087729064203635e-06,ATAC
chr19.13829695.13845207,3.0489028290059963e-06,ATAC
chr12.53378970.53382297,3.0177900477584394e-06,ATAC
chr7.30026239.30030024,3.0131517439410995e-06,ATAC
chr12.50110260.50113066,2.902073846727296e-06,ATAC
chr7.128738618.128740169,2.7346350579983715e-06,ATAC
chr16.28923764.28926161,2.7066332496517413e-06,ATAC
chr10.68074083.68075874,2.574119280870458e-06,ATAC
BNC2,2.5714568874842698e-06,RNA
CDK6,2.4863926316857897e-06,RNA
PTH2R,2.4309492822884996e-06,RNA
chr15.98646953.98652267,2.379835469854691e-06,ATAC
chr17.41965633.41967917,2.3089724078053786e-06,ATAC
chr2.189440618.189442078,2.2990938111452164e-06,ATAC
chr1.150362917.150366074,2.293699905633351e-06,ATAC
chr12.56686549.56689962,2.237217382047962e-06,ATAC
chr8.143936104.143955843,2.156434560684908e-06,ATAC
chr5.151770306.151773172,2.1497927133283886e-06,ATAC
chr14.74083867.74085577,2.136672949613248e-06,ATAC
chr19.2038463.2052985,2.074161312613407e-06,ATAC
AL136018.1,2.0516227496311927e-06,RNA
JAK2,2.0338774879463703e-06,RNA
chr14.67240368.67242209,2.0291491573597867e-06,ATAC
CEP128,2.0173784683097106e-06,RNA
chr16.28210202.28212636,2.0017892472720243e-06,ATAC
JAKMIP2,1.9835433486198946e-06,RNA
chr17.49787866.49789736,1.9179788877691397e-06,ATAC
NEAT1,1.892083374533586e-06,RNA
chr9.71910012.71912110,1.7921107500223102e-06,ATAC
TRBC1,1.7032393459246239e-06,RNA
DAPK1,1.6605832318969366e-06,RNA
chr14.74018007.74019867,1.6265093230795286e-06,ATAC
TUBA1B,1.6033147180880228e-06,RNA
chr6.4774714.4777882,1.5123591464042367e-06,ATAC
MARCKS,1.4857138244213364e-06,RNA
FGD4,1.3933602146796717e-06,RNA
chr1.2525671.2531623,1.2762794534674812e-06,ATAC
chr6.13614367.13616198,1.2643560245181883e-06,ATAC
chr4.3072979.3075831,1.208492899616088e-06,ATAC
AP002075.1,1.1526645703642235e-06,RNA
chr8.124371238.124373459,1.132896985237151e-06,ATAC
chr12.51237881.51240028,1.122774557997815e-06,ATAC
chr2.25672575.25674369,1.1043508852573578e-06,ATAC
chr1.174998416.175001102,1.1023996306156347e-06,ATAC
chr1.156497845.156503221,1.099036035420512e-06,ATAC
chr3.101848748.101852585,1.092122418595549e-06,ATAC
chr5.150758157.150759571,1.0054240305849526e-06,ATAC
RPS21,9.869402843486665e-07,RNA
chr8.80485149.80488275,9.481325599513486e-07,ATAC
TAFA1,9.383095315557398e-07,RNA
chr17.78137269.78142440,9.141821103624949e-07,ATAC
chr2.219386855.219389142,8.817456641910329e-07,ATAC
chr9.100098098.100100011,8.403910379310951e-07,ATAC
chr11.795328.799414,8.337493452732026e-07,ATAC
chr17.27293352.27295471,8.188406916761257e-07,ATAC
HIP1,7.929655963291014e-07,RNA
chr18.21110531.21112587,7.898116579559866e-07,ATAC
chr17.47970340.47971697,7.672476667151322e-07,ATAC
GAB1,7.361444543238315e-07,RNA
chr6.32843291.32846102,7.33496460163132e-07,ATAC
chr3.18443285.18446368,7.320707740288616e-07,ATAC
SNCA,6.961623899075438e-07,RNA
RPL34,6.877134178873051e-07,RNA
chr19.47607813.47610878,6.780835188177736e-07,ATAC
chr1.85275073.85277434,6.663680679223852e-07,ATAC
chr22.46035422.46037356,6.645981143494284e-07,ATAC
chr12.45725682.45731225,6.560696399490398e-07,ATAC
IL7R,6.256099340734897e-07,RNA
chr19.19384900.19387026,6.073482564157908e-07,ATAC
chr3.14651037.14652505,6.065620426022235e-07,ATAC
chr15.79896103.79898136,5.89950640962965e-07,ATAC
chr5.173055545.173057995,5.869752351626536e-07,ATAC
chr11.64238273.64242818,5.530380006298485e-07,ATAC
chr2.171433220.171435050,5.449140394060612e-07,ATAC
chr17.62477679.62480026,5.230223222773844e-07,ATAC
chr12.57693355.57694799,5.20683876933069e-07,ATAC
chr6.41920480.41922370,4.945869776406802e-07,ATAC
chr16.3610573.3612389,4.872364510493472e-07,ATAC
EXT1,4.749765812018885e-07,RNA
chr2.86105248.86106732,4.505778411206166e-07,ATAC
chr17.43387900.43389850,4.5001872181476805e-07,ATAC
chr17.76670361.76672584,4.498124081056607e-07,ATAC
SCN3A,4.0816580428085983e-07,RNA
chr1.156765694.156768614,4.0465742667150846e-07,ATAC
CLEC7A,3.859112893166599e-07,RNA
chr16.588028.590886,3.837948918598603e-07,ATAC
FCRL1,3.8336933328721393e-07,RNA
EPB41L4A,3.821884599901252e-07,RNA
chr16.24538783.24541076,3.728803155530245e-07,ATAC
chr7.100126240.100128482,3.611944732682113e-07,ATAC
FCRL5,3.508944945602323e-07,RNA
chr19.55598685.55601067,3.4488978617715687e-07,ATAC
chr14.21068394.21073048,3.4080762700394533e-07,ATAC
ARHGAP26,3.3544699055483717e-07,RNA
chr19.1604623.1606633,3.3352230638554424e-07,ATAC
chr1.226938953.226941220,3.238544498825426e-07,ATAC
chr17.8138059.8157562,3.1642591793676115e-07,ATAC
chr1.226061488.226065250,3.059171500599579e-07,ATAC
chr19.11434551.11436354,3.040766177405135e-07,ATAC
chr3.197959593.197960984,3.0040038236730104e-07,ATAC
FCN1,2.990884211943157e-07,RNA
chr2.135741260.135742916,2.87854479669072e-07,ATAC
chr17.78777768.78783234,2.8399965704982986e-07,ATAC
chr1.150233520.150236779,2.784274266964806e-07,ATAC
CD36,2.7684982061231205e-07,RNA
PDGFD,2.711553239331736e-07,RNA
chr4.185469529.185472179,2.6876371239277034e-07,ATAC
chr13.112688364.112691773,2.6791685857733794e-07,ATAC
chr8.140463775.140465443,2.561002662877441e-07,ATAC
PHEX,2.544859157823162e-07,RNA
FTH1,2.5411571269225166e-07,RNA
chr6.156686257.156688361,2.528035556093048e-07,ATAC
chr2.27049674.27052572,2.4726717554030065e-07,ATAC
chr11.72102269.72104040,2.4723221878347633e-07,ATAC
MBOAT2,2.4546171454716147e-07,RNA
chr16.30095016.30097280,2.431680402247158e-07,ATAC
chr19.1235830.1242546,2.3319445832287907e-07,ATAC
chr17.80259444.80266053,2.2543193142437012e-07,ATAC
chr1.3856473.3858368,2.229388405877059e-07,ATAC
chr17.83076913.83082321,2.1352877938489045e-07,ATAC
chr9.136361543.136367243,2.1056744793355076e-07,ATAC
chr9.97411489.97413329,2.0531690545748484e-07,ATAC
chr17.4939012.4941282,1.9717033536946368e-07,ATAC
chr13.95675975.95678335,1.9659070599783396e-07,ATAC
chr10.87861418.87864910,1.8990984666559733e-07,ATAC
AC023590.1,1.8802945357981147e-07,RNA
chr6.87700584.87702950,1.875016251435051e-07,ATAC
chr2.98463456.98467373,1.804409124597743e-07,ATAC
chr20.57396998.57401745,1.783645388614953e-07,ATAC
chr3.195906011.195910630,1.713364725350404e-07,ATAC
chr17.77957257.77960406,1.6735080700921033e-07,ATAC
chr19.44890034.44891876,1.6723771578960507e-07,ATAC
PAM,1.6581295941814408e-07,RNA
RPL38,1.5837325191561204e-07,RNA
chr10.68720509.68722016,1.5753413285510574e-07,ATAC
TNFAIP3,1.5738650518284382e-07,RNA
chr14.24140498.24142315,1.5191496847090647e-07,ATAC
SEL1L3,1.510795882871497e-07,RNA
chr2.130181026.130183148,1.497477415723567e-07,ATAC
chr2.20446252.20448685,1.4796197588836622e-07,ATAC
chr19.32674264.32677128,1.4733283589626673e-07,ATAC
chr20.63215265.63217291,1.3903791872520086e-07,ATAC
chr3.72996251.72998042,1.358682312122192e-07,ATAC
chr19.530702.533643,1.338647546680542e-07,ATAC
chr6.32852397.32855172,1.3108326706273708e-07,ATAC
chr17.38727581.38731430,1.2302034403654018e-07,ATAC
chr1.174021244.174023975,1.2270114119938353e-07,ATAC
chr16.2152791.2156891,1.1744028089166047e-07,ATAC
chr6.27871644.27874097,1.1571590517292566e-07,ATAC
chr22.20494450.20496917,1.1562053780846866e-07,ATAC
chr19.12550823.12552296,1.1259850337836214e-07,ATAC
chr12.119988334.119990686,1.0984530164915948e-07,ATAC
chr1.3623695.3625903,1.0923478533286592e-07,ATAC
chr2.25041205.25043480,1.0821203792701622e-07,ATAC
LGR4,1.0720452646769185e-07,RNA
MOB3B,1.052369078001968e-07,RNA
chr1.156337655.156339150,1.0448153497996106e-07,ATAC
chr19.38617257.38619745,1.007047898875868e-07,ATAC
chr13.114128463.114133145,1.0062550402377e-07,ATAC
chr13.94548609.94550387,9.929077514171865e-08,ATAC
chr4.169009272.169011052,9.626015931232725e-08,ATAC
chr1.108746095.108747729,9.178599680176478e-08,ATAC
SH2D1B,9.17058144705314e-08,RNA
chr1.31064780.31066315,9.149903940003974e-08,ATAC
chr17.75288554.75290528,8.576992055112399e-08,ATAC
chr3.15097812.15100009,8.54456702669985e-08,ATAC
TCF4,8.35783463591027e-08,RNA
chr1.150875681.150877436,8.231939008534154e-08,ATAC
RPL36,8.219779883830018e-08,RNA
chr11.95788832.95791436,8.179475815743749e-08,ATAC
chr17.7582003.7584697,8.147913330792406e-08,ATAC
chr16.87382511.87384922,7.747775921337633e-08,ATAC
ATP8B4,7.64262338581071e-08,RNA
chr17.978356.981475,7.55011546149871e-08,ATAC
chr13.76884285.76887159,7.463334459020441e-08,ATAC
chr9.129109466.129112238,7.456493167621464e-08,ATAC
SMYD3,7.389559654942291e-08,RNA
chr12.57234395.57244267,7.298320081569847e-08,ATAC
PLD5,7.050385066445692e-08,RNA
chr17.21283619.21289009,6.894711246875616e-08,ATAC
chr7.100672808.100683138,6.812456779128034e-08,ATAC
chr4.1008591.1013753,6.802434543789201e-08,ATAC
WARS,6.796122066429923e-08,RNA
chr8.144461646.144468296,6.760246704972745e-08,ATAC
chr4.76212721.76214705,6.522550801914925e-08,ATAC
chr19.49675612.49679469,6.437329929842107e-08,ATAC
CSF3R,6.423243426940874e-08,RNA
ADGRG1,6.339585718514195e-08,RNA
chr4.176319306.176320978,6.102371699583229e-08,ATAC
chr19.48992148.48994322,6.087519546070773e-08,ATAC
chr16.20740261.20742286,6.069750425552579e-08,ATAC
