feature,score,p_value,feature_type
MEGF9,627.6042979500776,3.201677199848387e-108,RNA
RIPK2,625.3675881860372,6.400006965231999e-108,RNA
ANXA1,613.9182712866912,2.251207987944417e-106,RNA
BACH2,597.8035503519834,3.526220862756183e-104,RNA
EPB41L3,596.6096472954023,5.1380654952986856e-104,RNA
TMEM176B,590.6770816093912,3.349646427225548e-103,RNA
ADGRE5,573.2528009030225,8.588913197397292e-101,RNA
TFEC,564.6228727160706,1.3705417162523932e-99,RNA
RRP12,554.7899614796179,3.278006627590167e-98,RNA
BCL2,547.9024939735248,3.065575807579117e-97,RNA
TNFSF13B,546.8469800660799,4.3219933453027417e-97,RNA
CAMK4,530.1207995431705,1.0307629532909949e-94,RNA
SYNE2,529.0382334959129,1.472061937512128e-94,RNA
CD96,522.8991986305712,1.1159689359688313e-93,RNA
ATP2B1.AS1,520.7306006591348,2.286953101629269e-93,RNA
TC2N,519.5637448824662,3.3659335561143893e-93,RNA
IL15,517.3477398900627,7.0181723488920045e-93,RNA
FGL2,511.23283502430036,5.360700381121027e-92,RNA
UBE2E2,492.7250325846466,2.652230011799824e-89,RNA
PAK1,492.3285599026766,3.031751075752708e-89,RNA
FRY,491.62955221866866,3.838256929490471e-89,RNA
CD86,491.2664779169191,4.3387231021877365e-89,RNA
ACER3,490.4662213122548,5.6849649833034405e-89,RNA
CSF2RA,488.4662384519059,1.1176878942048197e-88,RNA
RPS27A,487.0614216082731,1.7979573906397427e-88,RNA
SLC8A1.AS1,485.8639535868279,2.6972343981465284e-88,RNA
IFI30,485.8081600989704,2.748710331627026e-88,RNA
LEF1,482.0670072246656,9.780474318801376e-88,RNA
EXT1,481.11011043022756,1.3538612222769722e-87,RNA
GLT1D1,473.6365166486208,1.7283384881402092e-86,RNA
CARD11,468.2056857229444,1.1088602324178433e-85,RNA
ENTPD1,460.4108458626972,1.6170770740582557e-84,RNA
CD83,458.86699927001416,2.7540897438729123e-84,RNA
ITGAX,455.25136530485264,9.605215668197394e-84,RNA
PLCB1,452.3761266743985,2.5995553041395276e-83,RNA
INPP4B,451.8395239276769,3.1310527340107193e-83,RNA
DAPK1,448.38315803901475,1.0394363531434812e-82,RNA
TMTC2,443.27712674086183,6.15026861747308e-82,RNA
IL32,438.08918151032964,3.7685201243200813e-81,RNA
VCAN.AS1,435.61692978139416,8.96055102474999e-81,RNA
RORA,424.7029352630879,4.1754563276882224e-79,RNA
PILRA,420.9190424835746,1.5925986279550077e-78,RNA
HDAC9,419.12647355948343,3.006611409625637e-78,RNA
CCDC88A,416.88165917179714,6.670578613547859e-78,RNA
ITK,415.8186194568521,9.732955281324634e-78,RNA
S100Z,414.60646470569554,1.4979317877824643e-77,RNA
TRPS1,414.54118317476434,1.53313686825337e-77,RNA
RPL41,412.4174975121877,3.26616484966999e-77,RNA
RPS27,409.9303529277834,7.93115054365181e-77,RNA
CEBPD,409.6124974766245,8.884354938052465e-77,RNA
STK3,406.4707356234815,2.7315864358421448e-76,RNA
ADGRE2,405.7394855237898,3.548988590982495e-76,RNA
TNFRSF1B,397.2064805281779,7.605651575008576e-75,RNA
RIN2,393.46142430674666,2.9368219204263964e-74,RNA
TMEM170B,392.3483169799692,4.391092377017978e-74,RNA
THEMIS,391.90182450549486,5.1604294590240585e-74,RNA
ATF3,390.91173235940886,7.383144757405897e-74,RNA
TRAC,389.6223253097774,1.1775754440452066e-73,RNA
DUSP6,385.30863212710085,5.631771658188488e-73,RNA
IL7R,383.5805559984142,1.0556258739592132e-72,RNA
ZFHX3,380.27680227411406,3.51661371518367e-72,RNA
CST3,377.3804090906804,1.0123446447704199e-71,RNA
MPEG1,376.35488507570125,1.4728196359756856e-71,RNA
LTB,375.80132397645735,1.803383690308985e-71,RNA
NLRP3,375.0489435941585,2.3750227037727833e-71,RNA
PELI2,366.9184305956785,4.699774024047949e-70,RNA
MXD1,366.0406544073786,6.493797832566439e-70,RNA
PLAUR,366.00104027040317,6.589282703924595e-70,RNA
FRMD4B,359.3115798163989,7.798004563601288e-69,RNA
HLA.DRA,355.15587896428065,3.6417986509229993e-68,RNA
MEF2C,351.5388273579379,1.3981822177427761e-67,RNA
CHST15,349.54997904851894,2.9341405071422106e-67,RNA
C5AR1,347.68382269573095,5.8880385076052274e-67,RNA
STAT4,347.42056200807184,6.496461985517236e-67,RNA
ANK3,342.35338927180015,4.328185287890644e-66,RNA
SERPINA1,337.97942797093276,2.2375012573830867e-65,RNA
TREM1,335.8235878226759,5.038153762637286e-65,RNA
LPCAT2,335.0392274893691,6.771203286589231e-65,RNA
TNFSF10,332.8220408609313,1.563193826983325e-64,RNA
AHR,330.9669801644312,3.151233370817922e-64,RNA
SLC22A15,327.7653687878295,1.0591454847090858e-63,RNA
chr13.74132018.74136793,325.53472335526885,2.4689711961362066e-63,ATAC
RPL10,325.3442113677808,2.654219446077702e-63,RNA
RASGEF1B,321.26917241489156,1.250578010958072e-62,RNA
FCAR,317.6776485782794,4.921942942549151e-62,RNA
MAP3K20,317.1624422469123,5.992755836641089e-62,RNA
LPAR1,316.8058048257586,6.867905506269493e-62,RNA
GCH1,314.8745148252259,1.437724097036026e-61,RNA
TXK,312.6060609181983,3.4288173467970126e-61,RNA
RPS18,309.883164195144,9.752054096938203e-61,RNA
TEX14,306.70371504984575,3.314064294615e-60,RNA
SHTN1,304.34150389638984,8.239678565822024e-60,RNA
PLBD1,303.4635532027789,1.1563920520259422e-59,RNA
MARCKS,301.8182663733925,2.1838222237876836e-59,RNA
SPECC1,301.3805983734407,2.5865785965686366e-59,RNA
LINC00877,301.2606819564491,2.7093838126038686e-59,RNA
GRAP2,299.2064485819179,6.001394460338234e-59,RNA
TRBC2,298.2399626475505,8.728478103540652e-59,RNA
RPL34,298.06557325537614,9.339121530322542e-59,RNA
LINC00937,297.9086670777797,9.92504999225592e-59,RNA
chr9.107486833.107491445,296.66372696424617,1.6088791452182944e-58,ATAC
RILPL2,295.9026985244819,2.162058437357095e-58,RNA
PLA2G4A,294.1895167851015,4.2078928310894044e-58,RNA
LRRK1,293.69708312559845,5.096382676556475e-58,RNA
RPS23,293.04755080729166,6.562208672279402e-58,RNA
CD74,285.40203910643316,1.2987270759101382e-56,RNA
RPS19,284.36361678949794,1.9507537484799304e-56,RNA
AL157871.4,284.01658242112615,2.2350195243815564e-56,RNA
ARHGEF40,281.9333774317692,5.061298216707112e-56,RNA
AL034397.3,280.2773261297198,9.702163537312274e-56,RNA
ST3GAL6,280.0088497823889,1.0782486100773758e-55,RNA
CCR7,278.0151612289902,2.3632137569966403e-55,RNA
FAM198B.AS1,277.13960876737985,3.336808396880285e-55,RNA
RNF144B,276.40194195836233,4.4631766354217104e-55,RNA
CD14,272.9068652273409,1.774659176727566e-54,RNA
RPLP1,271.4029903331048,3.2178573572067945e-54,RNA
TBC1D8,269.4076096418386,7.095161124369496e-54,RNA
LINC02432,267.5868872906303,1.4614156415878242e-53,RNA
RPL18A,262.98666359663997,9.113216355680966e-53,RNA
chr1.1623432.1632586,262.0878314406947,1.304145175613347e-52,ATAC
DGKG,259.8441284981629,3.1942139826183753e-52,RNA
FGD6,257.3958325783331,8.504976602451845e-52,RNA
PELI1,257.19291815754724,9.224866414297157e-52,RNA
ITSN1,256.0672951370608,1.4481412656452302e-51,RNA
CD69,255.63738976392338,1.7205140264696936e-51,RNA
TYROBP,251.6248590594429,8.619740144494536e-51,RNA
RPS28,250.4606326059345,1.3771238916146716e-50,RNA
LST1,249.62524925367728,1.9279494211485814e-50,RNA
IGSF6,249.20960995927112,2.2794739298370066e-50,RNA
PECAM1,247.720531793698,4.1555764345361085e-50,RNA
RPS12,247.64120324056378,4.290754346072943e-50,RNA
CNTLN,246.5391267845313,6.695229093734027e-50,RNA
chr14.22549485.22559034,245.12591384315053,1.1852291433663085e-49,ATAC
RPS26,243.9691002361774,1.892558156949438e-49,RNA
CLMN,243.1691714484681,2.6164028173822215e-49,RNA
APOBEC3A,241.69565857087204,4.753775654947282e-49,RNA
RPS21,239.3463260938722,1.233551697941687e-48,RNA
NR3C2,235.7558098912397,5.316106372042595e-48,RNA
S100A9,234.60320893936878,8.504531233315071e-48,RNA
GK,233.17147553253818,1.5254320404258437e-47,RNA
NLRP12,230.10194075320317,5.350609277596474e-47,RNA
RPL30,229.450949113138,6.985001479094825e-47,RNA
RPS29,224.70240597631607,4.902983944318332e-46,RNA
CFD,224.48136759941553,5.369515749616904e-46,RNA
COTL1,221.87832608063943,1.5680086460396055e-45,RNA
chr2.30230347.30233467,220.02439579284209,3.368495468561018e-45,ATAC
chr12.119988334.119990686,219.80261692783324,3.6914465431060317e-45,ATAC
NR4A2,213.29777175622368,5.453267508774804e-44,RNA
chr13.99085133.99088604,211.96931901229166,9.468281970741394e-44,ATAC
SOD2,210.00943955529172,2.1392593124945835e-43,RNA
ATP8B4,208.7231931108642,3.655112640105827e-43,RNA
SLC24A4,204.0586424639494,2.5625312957403098e-42,RNA
GLUL,203.06419464325563,3.885179311154129e-42,RNA
GCNT2,202.57300855217352,4.772441867771154e-42,RNA
chr14.99268117.99275194,200.76068513220721,1.0201406580194972e-41,ATAC
AIF1,200.22743325340232,1.2759416421060118e-41,RNA
MLLT3,199.59879605392643,1.661266701646996e-41,RNA
CD68,197.01257555480524,4.92701320480364e-41,RNA
SAMD3,196.55073381520626,5.984218928999545e-41,RNA
RNF24,195.20772173451917,1.0536490718220603e-40,RNA
P2RX1,192.7536011266933,2.96739925368825e-40,RNA
ARHGAP24,192.28394711407734,3.6185978167648735e-40,RNA
IFI44L,189.943952134351,9.735538337911209e-40,RNA
ITGA6,189.6644799384605,1.0958525821063334e-39,RNA
RPS14,188.66020817418016,1.6769859129089404e-39,RNA
TENT5A,185.14052002554627,7.471041166189344e-39,RNA
MS4A7,183.12658440735044,1.7600867331571526e-38,RNA
TMEM144,182.63148017544648,2.1733163178807784e-38,RNA
DOCK4,180.5205667072839,5.346371322776048e-38,RNA
CSF1R,179.02228325491686,1.0138452186773639e-37,RNA
chr1.156813469.156817504,178.89253337102426,1.071656514094176e-37,ATAC
APBA2,178.6838324554484,1.1716556862008907e-37,RNA
SGMS2,177.60703027045338,1.8570139445230038e-37,RNA
chr7.142807647.142809886,173.34452374587892,1.154555360317053e-36,ATAC
chr20.57396998.57401745,172.38724977823804,1.7419980995473334e-36,ATAC
TRBC1,172.20045914224409,1.8876494331081394e-36,RNA
FCER1G,171.18199031853388,2.925290551859059e-36,RNA
UGGT2,169.6603786796628,5.6327327428165325e-36,RNA
CACNA2D3,169.3229704985023,6.514302069540932e-36,RNA
chr2.12715857.12719363,168.46774830996839,9.419193162327657e-36,ATAC
NHSL1,167.82636865354647,1.2422104084178027e-35,RNA
chr6.96923714.96925439,167.7350552674762,1.2921440848078534e-35,ATAC
ANKRD22,166.83033245896135,1.9097061159238638e-35,RNA
ARHGEF11,166.69113860806712,2.0280584818316623e-35,RNA
FNIP2,165.19008835662993,3.88055481026378e-35,RNA
KCNQ5,162.78569149497253,1.099219474751545e-34,RNA
RPL17,162.01483279183958,1.5355438880228703e-34,RNA
chr14.99603087.99605941,161.67378378024546,1.7804284951474671e-34,ATAC
MS4A4E,161.3926294383125,2.011480282426297e-34,RNA
S100A8,161.03066443409608,2.3537345115669565e-34,RNA
RASGRF2,160.85546951390705,2.5397739125045876e-34,RNA
ZNF804A,160.27895766999822,3.262479059533122e-34,RNA
GASK1B,160.19399483878036,3.3851643169012945e-34,RNA
NELL2,159.77776883267111,4.0563630698054985e-34,RNA
chr17.2814036.2816096,159.76004363021895,4.087736183079679e-34,ATAC
PYHIN1,159.59781591681963,4.386412970160654e-34,RNA
RPS25,159.46885799618406,4.639363349131802e-34,RNA
INSR,158.79630951730456,6.215688623831002e-34,RNA
MAFB,158.60205067529282,6.7638659313062735e-34,RNA
LINC01934,158.51229880797382,7.0332490575708665e-34,RNA
HLA.DRB1,158.45914439786102,7.1978298741182505e-34,RNA
RPS15A,158.28496281626303,7.764674509347e-34,RNA
chr10.8053124.8057563,157.6435059839343,1.0266151535431269e-33,ATAC
LRRC25,155.9764060309708,2.1229603777603523e-33,RNA
RPL32,155.788378501641,2.3044092020047626e-33,RNA
AC084871.1,154.64031553357896,3.80333923503312e-33,RNA
chr19.16368620.16372612,154.52899904699981,3.992786049468721e-33,ATAC
PCAT1,154.3878628131304,4.2466386089675936e-33,RNA
chr8.42139136.42142287,154.28739486127137,4.437139576301734e-33,ATAC
RPL35A,153.72922485711177,5.662571800119048e-33,RNA
chr22.50467590.50471805,152.6340680226393,9.140494100944395e-33,ATAC
JUN,152.50126144411414,9.687278908158403e-33,RNA
TBC1D9,152.07377106982818,1.1679972341752725e-32,RNA
CLEC4E,152.06374348843738,1.1731345473446864e-32,RNA
ANPEP,152.0618561505297,1.1741039939018715e-32,RNA
HLA.DQB1,151.7899617147234,1.3224949148539348e-32,RNA
IRF8,151.0630992362184,1.8181657361419804e-32,RNA
chr2.136135399.136137396,150.24443522123607,2.6027992150430686e-32,ATAC
chr20.32534389.32540802,149.3805970417398,3.8016315637423403e-32,ATAC
chr19.3060042.3063414,148.47327966084512,5.661332820095538e-32,ATAC
GBP1,147.9632208236726,7.082816682335849e-32,RNA
chr1.154951279.154956836,147.8230905566003,7.532548623153197e-32,ATAC
NCALD,147.70351878500014,7.938859895344526e-32,RNA
JDP2,147.63521878229287,8.180728326923264e-32,RNA
chr15.60590953.60593340,145.67965236397816,1.9333874064270665e-31,ATAC
TAFA1,144.81070739794882,2.834693397669734e-31,RNA
chr12.106954724.106957483,144.8034220851399,2.843806057444286e-31,ATAC
AC009093.2,144.68092382966495,3.0015022711867813e-31,RNA
MTRNR2L12,144.63187429666047,3.0670757289705973e-31,RNA
ABHD5,144.14549874580396,3.8002926079200013e-31,RNA
TUBA1A,143.75564466980097,4.512996940813825e-31,RNA
chr22.41935645.41941883,143.7114863556399,4.601739179753977e-31,ATAC
chr7.131101934.131111669,143.5002205126563,5.051114220258337e-31,ATAC
chr8.133497978.133501486,142.43417592166287,8.085237059523789e-31,ATAC
chr1.117605105.117607995,142.30179304558345,8.57190910087144e-31,ATAC
GLCCI1,141.6231120151705,1.1568172258851692e-30,RNA
chr10.72085708.72090053,141.07633175556765,1.4730208479531394e-30,ATAC
chr12.4268533.4275878,141.05341434498877,1.4880194298718713e-30,ATAC
chr17.40560033.40566173,140.29021984238295,2.0853556066336327e-30,ATAC
chr6.90294506.90298245,139.98459570508356,2.387283155359031e-30,ATAC
chr10.31318114.31322031,139.63036378879858,2.792466568621999e-30,ATAC
RPL28,137.6640638044315,6.672931187882871e-30,RNA
IRS2,136.80636681281885,9.762409470512582e-30,RNA
S100A11,136.55877770552434,1.0896342828248541e-29,RNA
chr14.70808058.70810361,135.01657437097055,2.1616797395002877e-29,ATAC
chr17.78123986.78134939,134.98724776756035,2.1900444224543318e-29,ATAC
HNMT,134.89685837248496,2.2798369058616364e-29,RNA
RPS20,134.1290289280588,3.2077611598411736e-29,RNA
chr9.133130572.133135937,133.4628040918712,4.314809736048791e-29,ATAC
RPS8,133.11101590454683,5.0464141257280736e-29,RNA
ICAM1,133.0973554123785,5.077205083015595e-29,RNA
AL691403.1,132.8695895733374,5.619239391820547e-29,RNA
chr4.148441843.148446242,131.957386629015,8.437279097144214e-29,ATAC
RFX2,131.48608161342588,1.0410353208341396e-28,RNA
PRLR,130.745357094326,1.4487029301603726e-28,RNA
ACTG1,130.3290245414543,1.744561505160334e-28,RNA
chr11.1562985.1575096,128.69431166138804,3.621440660257446e-28,ATAC
chr11.67433055.67444704,127.72582853734951,5.585103408914178e-28,ATAC
chr10.110006859.110009157,126.6132525126584,9.191461450365043e-28,ATAC
CTSW,126.47351570992977,9.785295276476345e-28,RNA
IGF2BP2,124.3979000754069,2.482318721552228e-27,RNA
FUT8,123.51725752733203,3.6865937656493504e-27,RNA
SASH1,123.15528291775033,4.337795418983526e-27,RNA
chr1.154324312.154330036,123.06622071375494,4.514964482721777e-27,ATAC
chr17.44217859.44222793,121.62006851729149,8.652727322350688e-27,ATAC
RPL36,121.14862860729137,1.0698671805854971e-26,RNA
CRISPLD2,121.0950052180131,1.0960163091206517e-26,RNA
YBX3,120.22928931235955,1.618822144747446e-26,RNA
FBN2,119.69133243062929,2.0631146579818777e-26,RNA
chr6.107821802.107825167,119.53666980996312,2.2121472188594575e-26,ATAC
chr15.52178682.52180992,118.25238664546927,3.949231839600344e-26,ATAC
MX1,118.09151741583935,4.2468022074171493e-26,RNA
TSHZ3,117.36699431262457,5.891341143581877e-26,RNA
LILRB1,116.54579621842366,8.53989866747047e-26,RNA
chr11.118917331.118930864,116.4858577122254,8.774579619317641e-26,ATAC
chr11.67403255.67412295,115.62108002161075,1.2976808651488535e-25,ATAC
PDGFC,115.60222059855786,1.308807035016124e-25,RNA
chr11.66256608.66259014,115.54002947311936,1.3461787447129346e-25,ATAC
chr6.33424960.33432619,114.82058488309814,1.864671304295843e-25,ATAC
SEL1L3,114.62177572223625,2.0404269041372645e-25,RNA
NRG1,113.70857852545878,3.086756750504111e-25,RNA
chr20.63552304.63556044,113.18143820507714,3.9205988285761025e-25,ATAC
chr1.243848730.243851472,112.97994132124985,4.295982194391111e-25,ATAC
chr19.54206106.54211615,112.80615653636812,4.6485482980337835e-25,ATAC
HLA.DRB5,112.52548702986667,5.280225372871526e-25,RNA
chr17.65558685.65562286,112.35092410673833,5.715783565791758e-25,ATAC
chr4.185469529.185472179,112.07100365108744,6.490637859708543e-25,ATAC
chr19.45766403.45772532,111.3588030870076,8.970759771788717e-25,ATAC
LIN7A,111.35414198507726,8.989785755399429e-25,RNA
NR4A1,110.88902662730852,1.110670581271812e-24,RNA
chr13.114139989.114144424,110.56442208592374,1.2873662358313308e-24,ATAC
IL1B,110.56241209164268,1.2885438344248324e-24,RNA
chr17.38867304.38872714,110.5313132123289,1.306901954157886e-24,ATAC
chr14.91415209.91419551,110.50721372702357,1.3213083004514457e-24,ATAC
chr22.31343608.31348028,110.33285797343972,1.430387269805727e-24,ATAC
WDR49,109.5904360948498,2.0054301896208282e-24,RNA
CDA,109.43810815965662,2.1494687251726936e-24,RNA
SH3RF1,109.03292790300613,2.5851106009970565e-24,RNA
RAB20,108.9200148411767,2.721572297041993e-24,RNA
chr18.32017947.32020686,108.65854428938779,3.0659375274844916e-24,ATAC
PLD1,108.6380463686205,3.094712219874727e-24,RNA
GRAMD1B,107.96238055574956,4.2110842887627565e-24,RNA
chr19.3274966.3276940,107.50015465571046,5.1994776059355066e-24,ATAC
PPM1L,107.44084300130514,5.342102076761017e-24,RNA
chr10.12348360.12351246,106.9846930690518,6.578395059248979e-24,ATAC
FHIT,106.70899169142339,7.460754676242223e-24,RNA
LDLRAD3,106.67311936622453,7.583962566779544e-24,RNA
chr1.226735543.226740259,106.66855783265109,7.599775143618263e-24,ATAC
chr3.171457590.171461539,106.63435336504905,7.719402611649794e-24,ATAC
SEMA3C,106.52073903822492,8.130471178123072e-24,RNA
GAB1,106.08729508277533,9.91058708456487e-24,RNA
SGK1,106.04012049780626,1.012650897296846e-23,RNA
chr4.151014446.151016652,105.87155002357059,1.0937321799335109e-23,ATAC
chr20.38804535.38808056,105.80477991778162,1.127619087128623e-23,ATAC
chr22.50620086.50622874,105.72954195445516,1.1670660721217936e-23,ATAC
RNF157,105.49785776459154,1.2974373285021715e-23,RNA
RPL38,104.73173468613476,1.8417958589276905e-23,RNA
AC139720.1,104.71710765850538,1.8541616281236267e-23,RNA
RPS10,104.64087379096247,1.9199698265921974e-23,RNA
A2M,104.42236621663723,2.1218548941540224e-23,RNA
chr16.30182343.30187857,104.3264381706071,2.21707916528639e-23,ATAC
PLAGL1,104.18602355028152,2.364240103289314e-23,RNA
SMIM25,104.16275057595601,2.389560043605812e-23,RNA
chr9.129883981.129892270,103.92454080939358,2.664876351863076e-23,ATAC
chr6.142942826.142948328,103.84942540598483,2.758120604432491e-23,ATAC
chr2.218892042.218894714,103.83752905454762,2.7731851294675974e-23,ATAC
chr14.24270632.24272224,103.76026712583699,2.873050129589212e-23,ATAC
chr12.46266381.46270378,103.71674540293087,2.9308828933522727e-23,ATAC
chr10.91161978.91164484,103.53001476691631,3.192553666380879e-23,ATAC
chr19.1880259.1886169,103.36471127416047,3.443672873942779e-23,ATAC
PADI4,103.24677368917808,3.634849054933664e-23,RNA
chr21.33947480.33950533,103.1018086093228,3.884471205332065e-23,ATAC
chr2.234494210.234498062,103.02578582685128,4.0221731337127603e-23,ATAC
KLRK1,100.92827882131563,1.0527398363755611e-22,RNA
SATB1.AS1,100.40821542353933,1.3367829737110614e-22,RNA
chr12.96398702.96401742,100.12768884331643,1.5206919612178473e-22,ATAC
FAR2,100.04323816241684,1.5808723882566733e-22,RNA
chr2.190407033.190409318,99.94905009227614,1.6508116884330741e-22,ATAC
chr16.29804465.29812797,99.8543142358189,1.7242862753607264e-22,ATAC
chr2.99140611.99142161,99.80116784086684,1.7669310641916863e-22,ATAC
MITF,99.80073717488816,1.7672809139495528e-22,RNA
chr2.43126932.43137787,99.71745428828706,1.8362569568713743e-22,ATAC
TMTC1,99.17982079394262,2.3512993150157366e-22,RNA
RPL37,98.96402774944201,2.596698710032295e-22,RNA
chr19.6458893.6461104,98.51062685398149,3.1991708401853147e-22,ATAC
MAL,98.15747253035212,3.7639735395766124e-22,RNA
chr1.202158948.202165902,98.0463085707411,3.961664153262822e-22,ATAC
chr2.136112386.136119909,97.91140689902834,4.2155984918916444e-22,ATAC
DIPK1A,97.793344384489,4.451186771701566e-22,RNA
RUFY4,97.28694275306304,5.620891519890836e-22,RNA
AL589693.1,96.88377603133289,6.768840494600127e-22,RNA
chr1.42957198.42959708,96.84089399607295,6.903998011107238e-22,ATAC
chr9.127903373.127907359,96.55102150303837,7.891366621225017e-22,ATAC
chr20.50730518.50732392,96.52740283265227,7.977796907681161e-22,ATAC
chr6.33620017.33623289,96.46047535460856,8.227899466779085e-22,ATAC
chr4.77817589.77822277,96.31828850983923,8.785629639457246e-22,ATAC
RPS3A,96.08314169781963,9.792377335623015e-22,RNA
chr11.118607232.118611423,95.99353072975407,1.020577495087616e-21,ATAC
chr2.263448.265557,95.97762229321002,1.028097191974442e-21,ATAC
chr16.719755.730942,95.95873321341877,1.0370979380137887e-21,ATAC
chr2.234288845.234293221,95.58016524823388,1.2351066473629465e-21,ATAC
chr16.57532452.57538512,94.70265325406763,1.852313547202429e-21,ATAC
TGFBR3,94.22576202333634,2.3090527648585233e-21,RNA
chr14.103846651.103848957,93.78028838145413,2.8371925641442e-21,ATAC
chr1.92960062.92962960,93.7770365842763,2.841462637130268e-21,ATAC
LINC01550,93.77212829127079,2.847920126002424e-21,RNA
SMYD3,93.42924255456568,3.3374148923119928e-21,RNA
chr6.33570384.33572324,93.3923846345251,3.394814249336843e-21,ATAC
AK5,92.94452689008384,4.176625996768534e-21,RNA
chr12.9647164.9651857,92.68947228740997,4.700068623080508e-21,ATAC
chr19.6766009.6768778,92.62747803116471,4.836933508812703e-21,ATAC
chr5.134111621.134116422,92.51459511044803,5.096485971385061e-21,ATAC
TOX,92.33543748258877,5.537384784016206e-21,RNA
XRCC4,92.10421722139043,6.1633890192091494e-21,RNA
