feature,score,p_value,feature_type
AP003086.1,641.0006353795126,3.9912224010513026e-110,RNA
SLC31A2,640.3473367277776,4.879486112134377e-110,RNA
RIPK2,623.6228389017438,8.595350006336498e-108,RNA
MEGF9,616.4901739762746,7.926463434678341e-107,RNA
ANXA1,609.9873397440239,6.058808313614045e-106,RNA
EPB41L3,601.9847998172917,7.486466744175944e-105,RNA
BACH2,586.2894309819825,1.0754788798739263e-102,RNA
TMEM176B,578.7352013489204,1.1953348516357123e-101,RNA
ADGRE5,568.7201346659295,2.9632131405197293e-100,RNA
TFEC,556.0328703422733,1.7815139224707122e-98,RNA
RRP12,550.7926351062682,9.767565576663913e-98,RNA
TNFSF13B,536.7176440438915,9.705700152083981e-96,RNA
BCL2,534.9011176688045,1.7624367974295043e-95,RNA
CAMK4,521.7246744441231,1.3633181173905529e-93,RNA
SYNE2,521.3143295113769,1.5619575030185124e-93,RNA
IL15,520.5099701191743,2.0394273601514023e-93,RNA
CD96,514.5589086565859,1.4738015026273467e-92,RNA
FGL2,513.8452586745299,1.869246846803548e-92,RNA
TC2N,512.1259898645607,3.3155305216343154e-92,RNA
ATP2B1.AS1,510.52649298918146,5.6539664343716247e-92,RNA
PAK1,490.02212315892376,5.5671981426725285e-89,RNA
CD86,489.6237672643091,6.370798366929396e-89,RNA
FRY,487.73716793545185,1.2070630053584061e-88,RNA
IFI30,482.9801669698433,6.068521142818191e-88,RNA
ACER3,482.44746740112686,7.273793661634884e-88,RNA
UBE2E2,476.52315254442175,5.478497591200131e-87,RNA
RPS27A,476.19686388710267,6.124339676236876e-87,RNA
LEF1,475.2798727987779,8.377834358500228e-87,RNA
GLT1D1,471.4593200214921,3.0972043389142044e-86,RNA
SLC8A1.AS1,471.1832497888105,3.4045374257229295e-86,RNA
CARD11,468.8444779391978,7.593660342979882e-86,RNA
EXT1,468.23268414744433,9.368658132030948e-86,RNA
CD83,464.40309940646137,3.496039667437954e-85,RNA
CSF2RA,460.1054792601774,1.5386573112623683e-84,RNA
ITGAX,457.3074427648376,4.04723058104848e-84,RNA
ENTPD1,454.96095919238894,9.120296816260215e-84,RNA
PLCB1,446.7344038252323,1.5905707952925577e-82,RNA
INPP4B,442.94067237623005,5.976739399561584e-82,RNA
TMTC2,439.8816426008052,1.7423361263182054e-81,RNA
VCAN.AS1,434.0914732099256,1.3284718824684095e-80,RNA
IL32,428.4661488052958,9.635022227991184e-80,RNA
RORA,419.7930477215313,2.0758227640409427e-78,RNA
PILRA,416.3683902476637,7.0129757849808085e-78,RNA
DAPK1,415.34406506627545,1.0099238020715322e-77,RNA
S100Z,413.57473505381256,1.8973168229394074e-77,RNA
RPS27,411.33036156041885,4.226759599054983e-77,RNA
TRPS1,410.30408549891257,6.0990046612670375e-77,RNA
ITK,410.1255130262273,6.5010057199664576e-77,RNA
ADGRE2,409.38979068031944,8.45728333135808e-77,RNA
RPL41,409.2095745844043,9.020397624758102e-77,RNA
CEBPD,408.81400831187966,1.0391673752122833e-76,RNA
HDAC9,405.9019849508989,2.948902867219364e-76,RNA
STK3,399.1979470672892,3.2813495279173406e-75,RNA
TNFRSF1B,397.50048066504564,6.050491627313645e-75,RNA
CCDC88A,389.50389821186576,1.0914129537356197e-73,RNA
DUSP6,389.27005728124715,1.188041895221818e-73,RNA
THEMIS,387.7239271851731,2.082507688052146e-73,RNA
TRAC,386.22895827451003,3.585359660477331e-73,RNA
ATF3,385.7707631506457,4.235443308664364e-73,RNA
TMEM170B,383.8948790882205,8.383388274498105e-73,RNA
RIN2,383.3821730045477,1.0104912204512821e-72,RNA
IL7R,378.765018767219,5.449324741546928e-72,RNA
NLRP3,378.5120962146027,5.977242212751014e-72,RNA
ZFHX3,374.62562327101836,2.480306217412878e-71,RNA
CST3,370.5604590348911,1.1035394264350143e-70,RNA
LTB,369.0805903819046,1.9022244740480594e-70,RNA
PLAUR,362.7680160603001,1.9536128758871688e-69,RNA
MPEG1,359.7531100454137,5.965107564606843e-69,RNA
MXD1,359.57983570657547,6.360808581523034e-69,RNA
PELI2,356.74211927320636,1.8232155225453883e-68,RNA
HLA.DRA,349.6314366036603,2.5762722903764388e-67,RNA
FRMD4B,348.92763131064146,3.3508924444076536e-67,RNA
CHST15,348.80572555965205,3.5070473055829666e-67,RNA
C5AR1,346.7502434006413,7.563879472191146e-67,RNA
STAT4,343.28625812567884,2.769706447756462e-66,RNA
MEF2C,341.3683602823804,5.690543486029842e-66,RNA
SERPINA1,336.63388107066237,3.3809535950151533e-65,RNA
ANK3,336.4592330242656,3.611095277677366e-65,RNA
LPCAT2,331.01979410550484,2.820019790541227e-64,RNA
TNFSF10,329.96923189436984,4.1982535712540577e-64,RNA
TREM1,327.6717400043973,1.003410908603809e-63,RNA
AHR,326.6349833479631,1.487484679514011e-63,RNA
RPL10,325.87628511440425,1.9845199114213054e-63,RNA
chr13.74132018.74136793,323.78815722280706,4.391518952528857e-63,ATAC
SLC22A15,317.9600893016283,4.057819327622731e-62,RNA
FCAR,317.842896921685,4.2437959214512185e-62,RNA
GCH1,316.6763587183735,6.6308954139890285e-62,RNA
LPAR1,315.1034470914957,1.2110982431603091e-61,RNA
RASGEF1B,314.16541547319815,1.7351690690635637e-61,RNA
MAP3K20,308.1655164614002,1.7411560261700428e-60,RNA
RPS18,307.88997580017735,1.9361574462385088e-60,RNA
TXK,306.91424015998,2.820181523790645e-60,RNA
PLBD1,306.3833996916978,3.460907204194747e-60,RNA
TEX14,302.7002541959131,1.4357943604224205e-59,RNA
SHTN1,301.593241752274,2.20369288042036e-59,RNA
MARCKS,300.0749257386545,3.9682236057797765e-59,RNA
chr9.107486833.107491445,299.8365958383601,4.3523156125960034e-59,ATAC
SPECC1,299.5100285492341,4.9398282339719835e-59,RNA
TRBC2,297.77553822639476,9.683191831356176e-59,RNA
RPL34,295.22282325046143,2.611729129775539e-58,RNA
LINC00937,294.78917654040544,3.091818152480746e-58,RNA
GRAP2,294.3643271107562,3.647848678933109e-58,RNA
PLA2G4A,293.60677813655894,4.899622859458828e-58,RNA
RILPL2,292.5298495478372,7.454782477183753e-58,RNA
LINC00877,290.42397175127024,1.695501206174492e-57,RNA
RPS23,290.3567195555798,1.740621267270852e-57,RNA
AL157871.4,284.8539543183584,1.499720484395202e-56,RNA
LRRK1,282.7799450807228,3.385087981262553e-56,RNA
ST3GAL6,282.51882611069334,3.7507994900583837e-56,RNA
RPS19,280.51827055570686,8.237086127462257e-56,RNA
ARHGEF40,280.2993971401708,8.978104460527815e-56,RNA
CD74,280.2130387787259,9.288535825829879e-56,RNA
AL034397.3,276.44533698397987,4.101969739877569e-55,RNA
CCR7,273.7359085131787,1.1968403326741634e-54,RNA
CD14,271.97533402884056,2.4029831872852568e-54,RNA
RNF144B,271.4958314838851,2.905825033535189e-54,RNA
LINC02432,269.92415425958063,5.419531764270142e-54,RNA
FAM198B.AS1,267.5634283606546,1.3841535780929895e-53,RNA
RPLP1,267.17838205864916,1.6131560563699341e-53,RNA
RPL18A,264.1625585334684,5.360041568153967e-53,RNA
TBC1D8,263.3979767039142,7.270706676208005e-53,RNA
chr1.1623432.1632586,258.8928498906095,4.3994513332238554e-52,ATAC
ITSN1,258.50850118496044,5.131311681968952e-52,RNA
FGD6,257.16170896767517,8.801726786516931e-52,RNA
DGKG,256.36349219035407,1.2122022072688953e-51,RNA
PELI1,255.12536734059773,1.9923533770302683e-51,RNA
CD69,254.95717173103307,2.1315594779970922e-51,RNA
LST1,252.63732074499154,5.415662128128233e-51,RNA
IGSF6,251.93873927852272,7.173707345623402e-51,RNA
RPS28,251.90532351823165,7.270855096670857e-51,RNA
TYROBP,250.06741532194735,1.524526065826506e-50,RNA
CNTLN,248.84642046528947,2.494682209921996e-50,RNA
PECAM1,248.69263024025807,2.6544184410962522e-50,RNA
RPS12,246.30925358896462,6.952168365984634e-50,RNA
CLMN,245.84288471174926,8.395299244589496e-50,RNA
chr14.22549485.22559034,242.37673385257287,3.4183708978598565e-49,ATAC
APOBEC3A,242.21255164877897,3.653804772550515e-49,RNA
RPS26,241.86310325554524,4.2104167926076434e-49,RNA
S100A9,235.79820818100302,4.9643626866100285e-48,RNA
GK,235.54389794422295,5.506937708055534e-48,RNA
RPS21,233.58849983179405,1.223452220377183e-47,RNA
NR3C2,232.17574781294934,2.1797221663996683e-47,RNA
NLRP12,228.42301808851903,1.0140359818581217e-46,RNA
COTL1,224.82114581535262,4.454519454828652e-46,RNA
RPL30,223.45142251543865,7.829343904544649e-46,RNA
CFD,221.8395776097684,1.521593363341382e-45,RNA
RPS29,220.24145342625405,2.943028885989106e-45,RNA
chr12.119988334.119990686,219.80470535687746,3.524976575264413e-45,ATAC
NR4A2,216.55807643386146,1.3506966708693201e-44,RNA
chr2.30230347.30233467,216.02043384445716,1.6877995667352574e-44,ATAC
chr13.99085133.99088604,208.69566410938305,3.547543694683565e-43,ATAC
ATP8B4,208.29479925578997,4.193184549954812e-43,RNA
SOD2,207.7682315265057,5.223578811693809e-43,RNA
GLUL,205.11234638135636,1.584555912379258e-42,RNA
SLC24A4,202.51600931939902,4.6998178536112056e-42,RNA
GCNT2,200.79240656701438,9.685187405460459e-42,RNA
AIF1,200.0949669712017,1.2980930286643034e-41,RNA
MLLT3,198.18934952541414,2.892218370703487e-41,RNA
chr14.99268117.99275194,198.04489668129958,3.073462763977169e-41,ATAC
SAMD3,195.52408877255638,8.887770158265768e-41,RNA
CD68,195.08545464303793,1.0693962628633377e-40,RNA
RNF24,194.56529997315724,1.331850947458915e-40,RNA
P2RX1,191.49885862220248,4.866649304780988e-40,RNA
ARHGAP24,190.34746154428217,7.923591113789682e-40,RNA
IFI44L,188.59278721902103,1.6669816938959402e-39,RNA
ITGA6,187.14950632388906,3.075956189025228e-39,RNA
RPS14,186.7624632217606,3.6256193344859735e-39,RNA
TENT5A,184.98340866741862,7.724823825864911e-39,RNA
TMEM144,184.2719406180047,1.0456904966357339e-38,RNA
MS4A7,183.3543108487592,1.5457718239667017e-38,RNA
DOCK4,182.14922567846773,2.5838327168889844e-38,RNA
CSF1R,180.83095912157626,4.5352792732052277e-38,RNA
APBA2,176.24495560701897,3.2269066862075514e-37,RNA
chr1.156813469.156817504,176.00385956562084,3.5783361706359378e-37,ATAC
TRBC1,173.017859497514,1.28969491133559e-36,RNA
chr20.57396998.57401745,172.76371072596382,1.4386178951124834e-36,ATAC
FCER1G,172.02202047854354,1.9792701540715025e-36,RNA
SGMS2,171.499366409003,2.478557750717089e-36,RNA
chr7.142807647.142809886,171.0533779448895,3.0032948813584504e-36,ATAC
NHSL1,169.39549691330026,6.136253187920641e-36,RNA
ANKRD22,168.46369348556925,9.172892273646445e-36,RNA
UGGT2,167.78303091246414,1.2306658319277168e-35,RNA
chr2.12715857.12719363,167.30342767620627,1.5139734355425753e-35,ATAC
chr6.96923714.96925439,165.1665685171895,3.81481798792412e-35,ATAC
CACNA2D3,164.60191784160756,4.871416603320403e-35,RNA
ARHGEF11,163.55630682291994,7.663369298691643e-35,RNA
MS4A4E,162.88245404988882,1.0264134910393951e-34,RNA
FNIP2,162.19559424764628,1.382776914065974e-34,RNA
KCNQ5,160.5420486182167,2.8357203656848217e-34,RNA
ZNF804A,160.36117162478791,3.0676812295280504e-34,RNA
GASK1B,159.45074080541917,4.55794169137842e-34,RNA
S100A8,159.2614011234703,4.949347044341157e-34,RNA
chr17.2814036.2816096,159.00246192470473,5.539733232103525e-34,ATAC
chr14.99603087.99605941,158.99489781192983,5.5580017571386826e-34,ATAC
PYHIN1,158.87578995098082,5.853756447414148e-34,RNA
RASGRF2,158.76404602446416,6.145549391394555e-34,RNA
RPL17,158.29018715154203,7.553890964480452e-34,RNA
RPS15A,158.21784103874137,7.79570108516385e-34,RNA
INSR,158.1884407134861,7.89617167452623e-34,RNA
MAFB,157.8283324915325,9.237339293211356e-34,RNA
NELL2,157.8191725423317,9.274279652728837e-34,RNA
LRRC25,157.5100065456192,1.0611832713493253e-33,RNA
HLA.DRB1,157.2923929726602,1.1667660450276062e-33,RNA
chr10.8053124.8057563,156.56322345587114,1.603506655953268e-33,ATAC
LINC01934,156.27087948108962,1.821624088285686e-33,RNA
AC084871.1,156.0458860288056,2.0095379848253632e-33,RNA
RPS25,154.72876832957203,3.5716467745720915e-33,RNA
RPL32,154.52028028709526,3.912299752330329e-33,RNA
PCAT1,153.49600333107256,6.122240955920246e-33,RNA
chr8.42139136.42142287,153.1984441329241,6.973342437958188e-33,ATAC
RPL35A,152.8637260591211,8.073261339584015e-33,RNA
chr19.16368620.16372612,151.79161473954974,1.290968011136813e-32,ATAC
CLEC4E,151.69157234671508,1.3488043004790856e-32,RNA
ANPEP,150.94361170146178,1.8719983988475627e-32,RNA
JUN,150.36541579433575,2.41221907067655e-32,RNA
chr22.50467590.50471805,150.31465046165775,2.4665344902864224e-32,ATAC
HLA.DQB1,149.80289747467077,3.0874307224270207e-32,RNA
GBP1,149.64980416007663,3.301995765694328e-32,RNA
JDP2,149.04758084043772,4.3012834564531225e-32,RNA
chr2.136135399.136137396,147.91738096018798,7.067291034059707e-32,ATAC
chr20.32534389.32540802,147.61759176983196,8.06293135405516e-32,ATAC
TBC1D9,147.6132441471813,8.078359676332588e-32,RNA
NCALD,147.14616580581975,9.920545170461725e-32,RNA
chr19.3060042.3063414,145.8637742008069,1.7444828425830118e-31,ATAC
chr1.154951279.154956836,145.18464345050054,2.3528736414425775e-31,ATAC
TUBA1A,144.38602165324127,3.3457519738868797e-31,RNA
ABHD5,144.266849410074,3.5262946130306726e-31,RNA
chr15.60590953.60593340,143.62041635146218,4.689987776437067e-31,ATAC
chr7.131101934.131111669,143.40223916985687,5.164040822035765e-31,ATAC
AC009093.2,143.13789600938847,5.803197141398134e-31,RNA
TAFA1,142.98541875674908,6.2073253839265464e-31,RNA
chr12.106954724.106957483,142.81779071564935,6.684231711920091e-31,ATAC
MTRNR2L12,142.51092427548772,7.65444475638438e-31,RNA
chr1.117605105.117607995,142.29214455108354,8.431199647022217e-31,ATAC
chr22.41935645.41941883,141.33555727931895,1.2868290271560475e-30,ATAC
GLCCI1,140.81860220992127,1.6174271548734985e-30,RNA
chr17.40560033.40566173,140.74285833547427,1.6725479801327573e-30,ATAC
chr10.72085708.72090053,140.28599628392087,2.047311474028186e-30,ATAC
chr8.133497978.133501486,140.19545432021349,2.131030766944755e-30,ATAC
chr10.31318114.31322031,140.05086871780685,2.2718928933210948e-30,ATAC
chr12.4268533.4275878,138.98897681611828,3.6363047711874686e-30,ATAC
IRS2,138.71105008952713,4.11298144758425e-30,RNA
chr6.90294506.90298245,137.77039587660596,6.241924776309213e-30,ATAC
RPL28,137.3789864602071,7.425855195158456e-30,RNA
S100A11,135.5724727017071,1.6566383896620476e-29,RNA
chr14.70808058.70810361,134.27001308025572,2.956883366145129e-29,ATAC
IRF8,133.9678009357556,3.3826571841311254e-29,RNA
HNMT,132.88318631102746,5.48365462183033e-29,RNA
chr17.78123986.78134939,132.7820247708267,5.736537953149358e-29,ATAC
chr9.133130572.133135937,132.723032239001,5.88936805519802e-29,ATAC
RPS20,132.45024447829428,6.650872785529669e-29,RNA
PRLR,131.95272134461771,8.302906266049933e-29,RNA
ICAM1,131.90345858659614,8.487365089336828e-29,RNA
RPS8,131.30961705594555,1.1062182676351067e-28,RNA
AL691403.1,130.8128316973914,1.3808638025838625e-28,RNA
chr4.148441843.148446242,130.35380028022544,1.6950440796280498e-28,ATAC
RFX2,129.76026905608504,2.209804197690354e-28,RNA
ACTG1,127.42167557043952,6.29169998782617e-28,RNA
chr11.67433055.67444704,126.34399914714297,1.0197769147674983e-27,ATAC
chr11.1562985.1575096,125.61138582421316,1.4164674766139232e-27,ATAC
IGF2BP2,125.5757456593212,1.4392996975773861e-27,RNA
chr10.110006859.110009157,125.57178797020751,1.4418577621098536e-27,ATAC
CTSW,124.90436515098537,1.9454299267125693e-27,RNA
SASH1,124.28279262444978,2.5718445531238183e-27,RNA
chr17.44217859.44222793,122.5171861434605,5.688360465643204e-27,ATAC
FUT8,122.28551140958112,6.313424865031692e-27,RNA
CRISPLD2,122.2159587709762,6.514185576782603e-27,RNA
RPL36,120.81043478901026,1.2268221573153044e-26,RNA
chr1.154324312.154330036,120.66312576516859,1.3110414699955256e-26,ATAC
YBX3,118.75700702193193,3.098053715754144e-26,RNA
chr6.107821802.107825167,117.31324300890522,5.948660229571831e-26,ATAC
MX1,117.14911486586227,6.406973179675346e-26,RNA
chr15.52178682.52180992,116.13009799526968,1.0160005324551054e-25,ATAC
TSHZ3,115.80472996526807,1.1772561570383354e-25,RNA
SEL1L3,115.39507112686039,1.4172624178254144e-25,RNA
FBN2,115.3667628396372,1.4355543232246034e-25,RNA
LILRB1,115.15370746121556,1.5810327901680274e-25,RNA
chr6.33424960.33432619,115.13466820584254,1.5947312231546685e-25,ATAC
chr11.66256608.66259014,114.77267897471532,1.8790317304826468e-25,ATAC
chr19.54206106.54211615,114.66348462909146,1.9743790910958588e-25,ATAC
chr11.118917331.118930864,114.05844784037932,2.5976526459804553e-25,ATAC
PDGFC,114.02106075474968,2.642080309735926e-25,RNA
chr11.67403255.67412295,113.28443897193237,3.690692974573376e-25,ATAC
chr17.65558685.65562286,112.97971302611435,4.23826844634472e-25,ATAC
NR4A1,112.0934779019944,6.338996964095895e-25,RNA
NRG1,111.66494627095553,7.702158683012681e-25,RNA
chr20.63552304.63556044,111.09255437690854,9.992097066100643e-25,ATAC
chr1.243848730.243851472,110.86821372952963,1.1065718841283341e-24,ATAC
CDA,110.47250620788418,1.3248993919115467e-24,RNA
HLA.DRB5,110.38513304349846,1.3786511411425505e-24,RNA
chr4.185469529.185472179,110.35001718304804,1.4008651111166274e-24,ATAC
chr17.38867304.38872714,110.05621116987241,1.6013528241947969e-24,ATAC
FHIT,109.61206291433297,1.960353235940785e-24,RNA
IL1B,109.5884881942574,1.9815187592816436e-24,RNA
chr14.91415209.91419551,109.42616385030128,2.1336056752512466e-24,ATAC
chr19.45766403.45772532,109.06029886107355,2.520688758202176e-24,ATAC
chr13.114139989.114144424,108.81448917948153,2.819548647071138e-24,ATAC
RAB20,108.40611932082267,3.396611380810553e-24,RNA
chr19.3274966.3276940,108.32529326665274,3.524154944980397e-24,ATAC
chr18.32017947.32020686,107.9472481158726,4.1874597212257034e-24,ATAC
chr22.31343608.31348028,107.91302145134125,4.2533658742996324e-24,ATAC
PPM1L,107.68633085527881,4.716911538978899e-24,RNA
LDLRAD3,107.61248793400677,4.878584958874467e-24,RNA
SH3RF1,107.52099535959528,5.086625230247686e-24,RNA
chr4.151014446.151016652,106.4599536275675,8.25789792070398e-24,ATAC
chr22.50620086.50622874,106.39156669170575,8.520014773985645e-24,ATAC
chr10.12348360.12351246,105.91095572632682,1.0613025146074227e-23,ATAC
SGK1,105.7700397366393,1.131927895121189e-23,RNA
PLD1,105.57729736480245,1.2362176342827615e-23,RNA
SMIM25,105.2024312343822,1.4674359061564834e-23,RNA
chr3.171457590.171461539,105.00273474961028,1.6078235540502582e-23,ATAC
chr20.38804535.38808056,104.98385950318428,1.6217699746426494e-23,ATAC
chr1.226735543.226740259,104.8720000627443,1.706943958908404e-23,ATAC
LIN7A,104.42350586610965,2.0959147559308115e-23,RNA
RNF157,104.23932142934157,2.2803326678156286e-23,RNA
chr16.30182343.30187857,104.07103741110446,2.4630135977668738e-23,ATAC
A2M,103.86093526040324,2.7118146237955716e-23,RNA
RPS10,103.52897504118805,3.1572612023585046e-23,RNA
AC139720.1,103.5100415033416,3.184772305680402e-23,RNA
chr6.142942826.142948328,103.33364908402339,3.452906185064057e-23,ATAC
chr12.46266381.46270378,103.04007505590714,3.9502685089494505e-23,ATAC
chr10.91161978.91164484,102.63217456403859,4.7627235016553174e-23,ATAC
RPL38,102.28378741422272,5.58802655119333e-23,RNA
GAB1,102.25544973216407,5.66115084241066e-23,RNA
chr2.218892042.218894714,102.18363309704426,5.850794596525846e-23,ATAC
chr9.129883981.129892270,102.0676550029613,6.170589912520258e-23,ATAC
chr14.24270632.24272224,101.99610035065952,6.376571536213403e-23,ATAC
PADI4,101.83880660513,6.853915822292239e-23,RNA
PLAGL1,101.68357011231177,7.360121817709248e-23,RNA
chr21.33947480.33950533,101.452130551595,8.185232459585513e-23,ATAC
chr2.234494210.234498062,101.29894726979023,8.781719033190476e-23,ATAC
chr19.1880259.1886169,101.23501969159257,9.043356144989757e-23,ATAC
GRAMD1B,100.6045617333099,1.2081335493542571e-22,RNA
TMTC1,100.06743070728038,1.5464715441063284e-22,RNA
WDR49,99.89849611839873,1.6713905935102037e-22,RNA
FAR2,99.77468245231303,1.7693223384755806e-22,RNA
KLRK1,99.77411203657451,1.7697865713722403e-22,RNA
chr12.96398702.96401742,99.28273672336493,2.2186664966995577e-22,ATAC
SATB1.AS1,99.17831462066661,2.3278795761985045e-22,RNA
MITF,98.7291316770214,2.862550560207519e-22,RNA
RUFY4,98.25097842825298,3.5676398119377747e-22,RNA
chr2.190407033.190409318,98.0413082110336,3.929417060470107e-22,ATAC
chr2.99140611.99142161,98.0153754067922,3.97664581966336e-22,ATAC
chr2.43126932.43137787,97.96720119619971,4.0658957810446907e-22,ATAC
chr16.29804465.29812797,97.89476902013348,4.203879839712101e-22,ATAC
chr1.202158948.202165902,97.36583512753771,5.364439312798725e-22,ATAC
chr2.136112386.136119909,97.35207295271142,5.398583035379898e-22,ATAC
MAL,96.99588195635774,6.362226573274066e-22,RNA
chr19.6458893.6461104,96.91926528378971,6.59106172255941e-22,ATAC
DIPK1A,96.85364831601755,6.793589902050618e-22,RNA
chr1.42957198.42959708,96.0776217247378,9.718807917601582e-22,ATAC
AL589693.1,95.7196891940658,1.1465218798737505e-21,RNA
chr20.50730518.50732392,95.6806067267247,1.1674018041034793e-21,ATAC
chr4.77817589.77822277,95.56023496511311,1.2341357032679326e-21,ATAC
RPL37,95.52798555339433,1.2526552575928998e-21,RNA
chr2.263448.265557,95.31997938555473,1.3789828289986008e-21,ATAC
SEMA3C,95.22343575623911,1.4418797597954333e-21,RNA
chr2.234288845.234293221,95.17894620489582,1.4718240965729656e-21,ATAC
chr9.127903373.127907359,94.97704092318621,1.6157470132140627e-21,ATAC
chr6.33620017.33623289,94.88404513126734,1.6867009932649142e-21,ATAC
chr16.719755.730942,94.65580157617532,1.8743692294269817e-21,ATAC
TGFBR3,94.23663830274464,2.275224593438408e-21,RNA
chr1.92960062.92962960,94.14084404624411,2.3782910109551117e-21,ATAC
chr11.118607232.118611423,94.10594295350437,2.4169936033308224e-21,ATAC
SMYD3,93.8575858487296,2.711249930348215e-21,RNA
chr16.57532452.57538512,93.85395206614534,2.7158117329151718e-21,ATAC
RPS3A,93.63691873059894,3.0026951453004143e-21,RNA
chr20.57388918.57393904,93.29127227181405,3.523599553751345e-21,ATAC
chr5.134111621.134116422,93.05994533924104,3.9219045153911966e-21,ATAC
chr6.33570384.33572324,92.85439241946892,4.313546424726119e-21,ATAC
LINC01550,92.64641643137895,4.749719342896552e-21,RNA
LINC02785,92.20984050608747,5.81449343169565e-21,RNA
chr14.103846651.103848957,92.13598601627653,6.016945274417195e-21,ATAC
SAMSN1,92.10014262969692,6.117731458983528e-21,RNA
AK5,91.86393197903085,6.825587725838734e-21,RNA
TOX,91.85796381579354,6.8444980218035e-21,RNA
MOB3B,91.64752486442308,7.545937131688964e-21,RNA
