feature,score,p_value,feature_type
TLR2,526.5266876876447,2.7828300684169684e-94,RNA
CLEC7A,514.2227953711911,1.648355622810357e-92,RNA
CD36,499.216715589322,2.502419254413876e-90,RNA
VCAN,497.67120093961887,4.20967533421496e-90,RNA
ARHGAP24,496.1035631963557,7.138502732539492e-90,RNA
ANK3,490.05302104947816,5.509287371471201e-89,RNA
CTSS,483.75950737770154,4.656152603861763e-88,RNA
DOCK5,466.6315725885497,1.6240607343345628e-85,RNA
CD83,458.0189734119471,3.164269550718786e-84,RNA
FGD4,442.95554652928575,5.94575929237098e-82,RNA
PTPRE,426.5235776482487,1.9133235507665872e-79,RNA
SCLT1,424.4333454532261,4.007023416736633e-79,RNA
UBE2E2,423.8365701733425,4.9495419730723184e-79,RNA
RAB31,423.83652745954294,4.949616825411457e-79,RNA
BCL2,415.297978614797,1.0266381614925086e-77,RNA
TRBC2,414.6384106465013,1.2985740557829374e-77,RNA
STX11,413.8885677455614,1.6964496818262725e-77,RNA
SLC11A1,406.14180597482004,2.705953127058391e-76,RNA
CPPED1,405.7494651414269,3.114663535346551e-76,RNA
CD96,399.97233044591496,2.4827291826038853e-75,RNA
AC020916.1,399.845232617162,2.598989058258967e-75,RNA
KLF4,396.321996931775,9.257016452669698e-75,RNA
RAB11FIP1,393.7667057123594,2.3304738073400436e-74,RNA
TXK,390.71495008798746,7.035278139080033e-74,RNA
RNF130,388.1517922301281,1.7828081036548833e-73,RNA
NEAT1,386.2840986168195,3.5141930058950955e-73,RNA
RORA,383.1157740945295,1.1134998131289483e-72,RNA
MNDA,377.1156911217442,9.962063233665094e-72,RNA
GAS7,375.3289886472233,1.9165997717361346e-71,RNA
SYNE2,370.2921479538097,1.2179892202759105e-70,RNA
KIF13A,368.31084173106416,2.525593698536038e-70,RNA
HLA.DRB1,368.30874603331233,2.5275440485331187e-70,RNA
MLLT3,367.55334754961444,3.338664177537301e-70,RNA
NR3C2,363.56964639123265,1.4525150059908316e-69,RNA
GRAP2,361.7032217297373,2.8968719434336826e-69,RNA
PSAP,360.32835745722633,4.819912846655544e-69,RNA
ARHGAP26,359.4712535935733,6.62207194564539e-69,RNA
SRGN,358.89205491369347,8.208571214131578e-69,RNA
SULF2,354.47001094226977,4.243241186177247e-68,RNA
CPVL,353.9935204270685,5.066530877224755e-68,RNA
MAML3,352.1202795159896,1.0179722468183587e-67,RNA
BACH1,351.2644780916994,1.4005997582259802e-67,RNA
PID1,350.9488471869347,1.575598505692113e-67,RNA
WARS,350.382145123793,1.9466143601616147e-67,RNA
RTN1,346.5610476422761,8.118855733867806e-67,RNA
WDFY3,345.62018348992393,1.1547251433957293e-66,RNA
PSTPIP2,342.4802760126734,3.7479839867123245e-66,RNA
MS4A6A,341.7307119314591,4.966345224687407e-66,RNA
RASGRF2,336.21890637953146,3.953666816625751e-65,RNA
ACSL1,336.0417651470504,4.226852454884391e-65,RNA
ENTPD1,332.34478804988004,1.7079915766246652e-64,RNA
CCR7,332.23464519317673,1.7806549767187262e-64,RNA
MYOF,328.46301070315394,7.431531123544656e-64,RNA
CLEC12A,327.4449734534518,1.0936137925431335e-63,RNA
AP003086.1,322.6003868878679,6.90362210393984e-63,RNA
ITGA6,322.5799235946206,6.957661054926623e-63,RNA
LYZ,318.9980734040153,2.7289348126905654e-62,RNA
NELL2,314.09710345818684,1.7812244528563404e-61,RNA
DYSF,312.1615383071234,3.743846156903867e-61,RNA
EMILIN2,310.99579628064964,5.859232202364554e-61,RNA
PRAM1,304.0390419721411,8.556361565423697e-60,RNA
RPS27,298.90129818923816,6.255388835012296e-59,RNA
RPS27A,297.75747834828803,9.751336586610778e-59,RNA
TFEC,297.51380799706266,1.0719160451112496e-58,RNA
CREB5,296.9719109855497,1.323070411505386e-58,RNA
HLA.DQB1,293.2103957340394,5.717860080931753e-58,RNA
RGS2,291.95123136252244,9.341787111179265e-58,RNA
PDE3B,282.45551211397225,3.8452827370325654e-56,RNA
TCF7L2,281.709358849292,5.15582691109972e-56,RNA
ITGAX,276.0976693763179,4.705551182425937e-55,RNA
FTH1,275.67954318890435,5.550502832873147e-55,RNA
RIPK2,271.0120722572219,3.520078249085999e-54,RNA
SLC31A2,268.2338803986241,1.060363768426382e-53,RNA
IL15,268.1233722456972,1.1079646741349066e-53,RNA
PLCB1,267.88335081402073,1.2188592063127338e-53,RNA
ACER3,266.71748155969084,1.9377335777917036e-53,RNA
LTB,265.4948919041368,3.1523140995753008e-53,RNA
ADAMTSL4.AS1,265.4220026310389,3.245155411902204e-53,RNA
AOAH,260.7877858196556,2.0616226999980896e-52,RNA
TNFSF13B,259.0362199730667,4.1540796497369685e-52,RNA
RRP12,257.4880759901183,7.722492363857353e-52,RNA
ATP2B1.AS1,255.6028343256778,1.6448410477547785e-51,RNA
TMEM176B,255.32873598154427,1.836144433177152e-51,RNA
STAT4,254.4528648384924,2.61015044190929e-51,RNA
MTSS1,252.57543582118302,5.552192571171465e-51,RNA
CD86,252.19676222066076,6.466073720700392e-51,RNA
MEGF9,251.30567632698322,9.256441299699444e-51,RNA
FGL2,246.28948259711927,7.007971951475092e-50,RNA
EPB41L3,244.9277707326103,1.2157995533087834e-49,RNA
BACH2,244.75174809885192,1.3056011364534343e-49,RNA
RPS18,244.62190085510582,1.3760786506812745e-49,RNA
LRRK1,240.94054991214045,6.1232364093550856e-49,RNA
TAFA1,240.64313880583458,6.909452964530428e-49,RNA
RPL41,240.3782055496502,7.69463334749682e-49,RNA
IFI30,238.39553482002876,1.7231579896884252e-48,RNA
FHIT,235.7626419035467,5.036894946289174e-48,RNA
chr14.99268117.99275194,234.16154822546596,9.681279632882548e-48,ATAC
chr12.119988334.119990686,233.75481475297227,1.1430866962060535e-47,ATAC
SLC8A1.AS1,231.43661624211143,2.949434965827271e-47,RNA
GLT1D1,227.48663275682813,1.4892473242103919e-46,RNA
HLA.DRB5,227.36517527184404,1.5654037866296897e-46,RNA
APBA2,227.15132544520915,1.7091002356435793e-46,RNA
CSF2RA,226.97157633600455,1.8400593807586982e-46,RNA
EXT1,221.97202337812783,1.4406948099906797e-45,RNA
CHST15,221.3559868832222,1.857599513929863e-45,RNA
PCAT1,221.138023204811,2.0324496554963906e-45,RNA
PELI2,221.13252758086858,2.0370651582399604e-45,RNA
MPEG1,220.689308467667,2.4460726856197425e-45,RNA
ADGRE5,220.11512121629255,3.10068929292309e-45,RNA
DAPK1,219.2081492798833,4.510623396073585e-45,RNA
RPL34,217.12512351513783,1.0679463046755298e-44,RNA
IRF8,216.74736476779117,1.248822299760273e-44,RNA
WDFY4,216.5133505529103,1.375959946284812e-44,RNA
CCDC88A,214.68954059928913,2.9311380205381925e-44,RNA
TRBC1,213.52003038074812,4.763245235155094e-44,RNA
TMTC2,213.03048276689339,5.837554820399855e-44,RNA
FRY,212.98121134250738,5.958307374556154e-44,RNA
RPL10,212.45931582999646,7.401690398109012e-44,RNA
PILRA,212.2281201432846,8.148495468514152e-44,RNA
MARCKS,212.04491673471182,8.793540928654669e-44,RNA
TBC1D9,211.91082425008872,9.297880626370466e-44,RNA
HLA.DQA1,211.37173971926802,1.1635426715146185e-43,RNA
PAK1,211.06436670302034,1.3223186098903615e-43,RNA
ZFHX3,210.05198564513213,2.0156354766754565e-43,RNA
chr10.8053124.8057563,208.1198223586779,4.510747146270809e-43,ATAC
TYROBP,207.65721766562012,5.471310490668175e-43,RNA
MAL,205.65256959145214,1.2641284011269338e-42,RNA
AC139720.1,203.6397591753785,2.934862915521319e-42,RNA
RPL30,202.7673708831413,4.229830661244659e-42,RNA
LINC01550,201.54418766007737,7.064530249947026e-42,RNA
RNF157,200.9611663542575,9.022796480217561e-42,RNA
CEBPD,200.40045398459125,1.1417799955829432e-41,RNA
VCAN.AS1,199.00340877181722,2.0536792709029998e-41,RNA
S100Z,198.58441537196185,2.4493700833170516e-41,RNA
STK3,198.0768347605235,3.032434369244544e-41,RNA
CLMN,196.6769685438184,5.467125217413554e-41,RNA
chr13.41456014.41466705,196.38402842756403,6.18531689046663e-41,ATAC
RPS23,195.92491814176302,7.505815861763248e-41,RNA
CST3,193.60922179666386,1.9941795740574066e-40,RNA
chr9.107486833.107491445,191.5740743206225,4.714204010896381e-40,ATAC
TMEM170B,189.84417943097114,9.806615051168579e-40,RNA
DUSP6,186.964949188534,3.3267828924296646e-39,RNA
ANXA1,186.22402106775044,4.5577854482755756e-39,RNA
ATF3,186.19689639893033,4.6106383443887364e-39,RNA
RASGEF1B,185.98994877746358,5.0346254296672954e-39,RNA
TNFRSF1B,185.81936648090473,5.413332479407853e-39,RNA
LINC01934,184.71686841732884,8.652647846096256e-39,RNA
ADGRE2,184.5825482228687,9.161732157338331e-39,RNA
FRMD4B,183.96566815876486,1.1913578971458394e-38,RNA
RIN2,182.7687487523578,1.983956241743712e-38,RNA
chr1.156813469.156817504,182.58527412518788,2.145379940754163e-38,ATAC
RPS19,182.23157201916902,2.49465660295684e-38,RNA
RPS12,181.7119027720053,3.1138025934475697e-38,RNA
ATP8B4,181.44340660387383,3.4918281592154246e-38,RNA
RPS26,180.42710204691937,5.389074718038111e-38,RNA
RPS29,179.39111807409873,8.390638984586949e-38,RNA
RPS28,178.4094719479856,1.2768782972460638e-37,RNA
chr19.3274966.3276940,176.21958244010062,3.262201081399088e-37,ATAC
chr14.22549485.22559034,175.63257365015355,4.1960149007895745e-37,ATAC
MAP3K20,172.61422420802992,1.5341390701444685e-36,RNA
MXD1,171.9940820056695,2.0032086210387362e-36,RNA
TEX14,171.84899014964844,2.132272957487593e-36,RNA
RPLP1,171.1208254303627,2.9173151716201353e-36,RNA
SLC22A15,169.79068845100653,5.1748114451820885e-36,RNA
chr13.74132018.74136793,167.394850115727,1.455337166306176e-35,ATAC
LPCAT2,167.09211334120837,1.6587267036650375e-35,RNA
NLRP3,166.31490949721004,2.321095858723752e-35,RNA
TRPS1,166.0408307463844,2.6132110244262607e-35,RNA
PLAUR,165.00344774216066,4.093953886457666e-35,RNA
TREM1,163.87250636114513,6.681866440599407e-35,RNA
LINC00877,162.92104979340684,1.0093733040976833e-34,RNA
AL034397.3,162.4093838673481,1.2602533115683875e-34,RNA
FCER1G,161.67506981145755,1.7333666522201733e-34,RNA
SHTN1,161.5448418406991,1.8342153964181088e-34,RNA
chr21.33947480.33950533,161.18454422071122,2.144935096059774e-34,ATAC
C5AR1,160.6846147449496,2.665341951972325e-34,RNA
SPECC1,160.07337389153759,3.476588856720834e-34,RNA
chr7.142807647.142809886,159.40586402375666,4.647811415634077e-34,ATAC
chr19.16368620.16372612,156.77912220662222,1.4594037635204828e-33,ATAC
RNF144B,156.39749103101573,1.7237288466508112e-33,RNA
RPS21,154.54007638644714,3.878601936853377e-33,RNA
HLA.DPA1,154.4547569302856,4.025943222533076e-33,RNA
TBC1D8,154.18186489895794,4.535936860459332e-33,RNA
CARD11,153.73956837914733,5.503625633415535e-33,RNA
PLA2G4A,152.9427155164794,7.798957701613737e-33,RNA
BCL11A,152.70499977326742,8.654045064392523e-33,RNA
DPYD,152.0250559924215,1.1654911736066931e-32,RNA
LPAR1,151.88125586532675,1.2412588285097297e-32,RNA
FCAR,151.19281307028174,1.6782834701389119e-32,RNA
GCH1,150.41808972571945,2.3571281323233637e-32,RNA
AHR,148.17457309197647,6.311877099898944e-32,RNA
RILPL2,147.8382984515783,7.31730276501457e-32,RNA
PELI1,147.6862588512434,7.82313291177173e-32,RNA
CDK14,147.0084959545244,1.0539930862417015e-31,RNA
SERPINA1,146.69316637126803,1.2108621273418658e-31,RNA
chr1.1623432.1632586,146.6125439193339,1.2545955579317327e-31,ATAC
RPL28,146.5506705202288,1.2892291697589434e-31,RNA
chr11.118917331.118930864,146.37795435519567,1.3910613848253561e-31,ATAC
TNFSF10,145.8260660477576,1.7736951146403701e-31,RNA
RPS14,144.17846084928863,3.6664780582137266e-31,RNA
PLBD1,144.06060330594153,3.862125372711149e-31,RNA
FAM198B.AS1,143.96697598108796,4.02497995720617e-31,RNA
MYO1E,143.24304267768846,5.539977878706398e-31,RNA
RPS25,142.22541092970002,8.683498414301311e-31,RNA
chr2.190407033.190409318,140.3797621849451,1.9640831225246025e-30,ATAC
NR4A2,140.10981708778561,2.2133696695832767e-30,RNA
CPED1,139.29929345472593,3.169168207926431e-30,RNA
AL157871.4,139.04612229679748,3.545376499753954e-30,RNA
ST3GAL6,138.5166109969273,4.483232434679116e-30,RNA
PPM1L,138.13834518193843,5.3019565637063306e-30,RNA
chr8.42139136.42142287,138.12383242444167,5.3361923454075176e-30,ATAC
LINC00937,137.85426872326215,6.013939125714902e-30,RNA
GCNT2,137.4065008158666,7.335730057145874e-30,RNA
GAB1,137.36226206793637,7.48117840445891e-30,RNA
ARHGEF40,136.83173682209087,9.467852278833837e-30,RNA
DGKG,136.34945330878185,1.172938953335818e-29,RNA
RPS15A,135.59797750168144,1.6379617666471215e-29,RNA
LINC02432,135.45212959236594,1.7476833023335104e-29,RNA
chr3.171457590.171461539,134.83988528163758,2.2946180336158997e-29,ATAC
CNTLN,132.94271301787103,5.340102285580098e-29,RNA
PECAM1,132.49909544429937,6.507593750093886e-29,RNA
RPL18A,132.1940566926304,7.455676249884347e-29,RNA
chr15.60590953.60593340,131.99626382365676,8.14321365724374e-29,ATAC
chr8.133497978.133501486,129.77792118139516,2.192439121648638e-28,ATAC
HLA.DPB1,129.06804129256267,3.011330352713543e-28,RNA
chr2.136135399.136137396,128.28944386274043,4.266148440892572e-28,ATAC
IGSF6,127.96240995286824,4.93866588291204e-28,RNA
FGD6,127.77152433669814,5.379299773985374e-28,RNA
chr1.226735543.226740259,127.47568311990386,6.141332410395619e-28,ATAC
RPL17,127.265870822031,6.746486849790427e-28,RNA
RPL32,127.0277835713085,7.505900002479415e-28,RNA
chr1.154951279.154956836,126.97665878528393,7.679829214389178e-28,ATAC
chr5.150396217.150413924,125.35712421414976,1.5876528413728497e-27,ATAC
ITSN1,125.00548510563324,1.859089117033253e-27,RNA
SATB1.AS1,124.92843591311994,1.9245196094509357e-27,RNA
chr13.99085133.99088604,124.43108041833052,2.406117483066714e-27,ATAC
LEF1.AS1,124.0424787499345,2.865058661092724e-27,RNA
USP6NL,123.08118574833858,4.4136883372657884e-27,RNA
CR1,121.49080954344608,9.029307041342236e-27,RNA
chr2.30230347.30233467,121.25532093476444,1.0039734428208297e-26,ATAC
TCF4,121.06961701226578,1.0915861829683306e-26,RNA
P2RX1,120.3846828552837,1.4863833160117636e-26,RNA
CD14,120.38207882092794,1.4881294627999584e-26,RNA
CD8A,120.31616281477127,1.5330209035816477e-26,RNA
chr14.91243300.91246854,119.28499325404593,2.4410204069190252e-26,ATAC
LILRB1,118.64307577019727,3.2616188326568954e-26,RNA
GK,118.0817728619424,4.2029230996222357e-26,RNA
chr22.44023618.44027636,117.95228703828494,4.456179812755457e-26,ATAC
chr19.3060042.3063414,117.28012431865143,6.038416476707885e-26,ATAC
LST1,116.86130005978194,7.297768165558645e-26,RNA
APOBEC3A,116.09167399401007,1.0338277994178537e-25,RNA
chr11.1562985.1575096,116.08595129131383,1.036509602137645e-25,ATAC
IFI44L,115.91951481039816,1.1176313966691053e-25,RNA
NLRP12,115.84341110864543,1.1568154208851e-25,RNA
chr1.24501192.24504480,115.81815358645474,1.1701218668935005e-25,ATAC
TENT5A,115.79349788172058,1.1832591895565335e-25,RNA
chr22.50467590.50471805,115.40165661897983,1.4130406818304236e-25,ATAC
RPL38,115.09075535008759,1.6267810414910034e-25,RNA
CD68,115.03268230025365,1.6701591067629547e-25,RNA
chr1.9714168.9722497,113.94650300489096,2.7329648171418163e-25,ATAC
chr14.99603087.99605941,112.70553916633497,4.800210265227714e-25,ATAC
chr17.65558685.65562286,112.24931234249826,5.905647643279573e-25,ATAC
chr17.75032083.75037407,111.81357054018531,7.198966753374502e-25,ATAC
AK5,111.6345575112705,7.809307223997054e-25,RNA
RPL35A,111.45461254946677,8.47510259343981e-25,RNA
chr4.148441843.148446242,110.46507081173793,1.3293906979291827e-24,ATAC
chr19.29712841.29716990,110.43678505385991,1.3466164073285105e-24,ATAC
CD69,109.54312364508847,2.022893808796151e-24,RNA
chr9.133130572.133135937,109.52061332296155,2.0437447791204528e-24,ATAC
ICOS,108.91270455544891,2.6960971450859374e-24,RNA
ZNF804A,108.83368317537919,2.7949853878054177e-24,RNA
chr19.1079454.1092137,108.52969309598922,3.2104961144318264e-24,ATAC
PLCL1,108.2435577112691,3.658015539910474e-24,RNA
SWAP70,108.23154210850583,3.678118859360148e-24,RNA
CFD,107.55643141519265,5.005014428016179e-24,RNA
chr17.40560033.40566173,107.27110928880026,5.70126110983082e-24,ATAC
chr20.32534389.32540802,107.1259599607898,6.091903865836702e-24,ATAC
FCHSD2,106.5128855085202,8.060578707608764e-24,RNA
chr6.90294506.90298245,105.98566122147516,1.025669880994919e-23,ATAC
chr19.510363.513174,105.4685906782713,1.2992294677562213e-23,ATAC
chr2.43126932.43137787,105.15041412705088,1.5027754106221817e-23,ATAC
chr17.2814036.2816096,104.508090597654,2.0163056653826418e-23,ATAC
AC009093.2,104.49597415041114,2.027520680815983e-23,RNA
chr2.12715857.12719363,103.06307230918783,3.908840433798216e-23,ATAC
CD8B,103.05240981654079,3.927993813425553e-23,RNA
TSHZ2,102.95963227365012,4.09867338604556e-23,RNA
GLUL,101.1244936148135,9.514270763610947e-23,RNA
chr22.31343608.31348028,100.89950036809174,1.0550201913338321e-22,ATAC
chr22.50620086.50622874,99.87833449339719,1.6869592053865923e-22,ATAC
chr18.32017947.32020686,99.7044279478911,1.827427140730804e-22,ATAC
chr22.37228258.37232670,98.45652989138635,3.245386009661773e-22,ATAC
chr10.31318114.31322031,98.44731579322827,3.259186364592729e-22,ATAC
chr10.91161978.91164484,98.26947334143006,3.537376483019979e-22,ATAC
UGGT2,98.19640806618366,3.658454330560272e-22,RNA
chr11.67403255.67412295,97.88923039853604,4.2146221344736244e-22,ATAC
chr2.234288845.234293221,97.82549791135094,4.340230312457667e-22,ATAC
MS4A7,97.12518906986378,5.993930385159224e-22,RNA
SLC24A4,96.85678635869655,6.783763765386807e-22,RNA
chr5.134111621.134116422,95.31960671123885,1.3792202563135283e-21,ATAC
chr12.106954724.106957483,95.20362703918761,1.4551361532316288e-21,ATAC
INSR,95.13644978237411,1.5010087392253738e-21,RNA
chr10.72085708.72090053,94.7103927246026,1.8276612333844087e-21,ATAC
chr6.142942826.142948328,94.32253624977606,2.1866176348912367e-21,ATAC
CLIC4,93.83943915460425,2.7341078894945207e-21,RNA
DOCK4,93.83585787886884,2.738641707092785e-21,RNA
TMEM144,93.3062596288143,3.499238710938552e-21,RNA
RPS20,92.70314646197987,4.6265373966339705e-21,RNA
PIP5K1B,92.69950298316687,4.6343516364247255e-21,RNA
RPS8,92.63353114335621,4.7781530555670074e-21,RNA
chr19.1880259.1886169,92.62791317121764,4.7906034666770634e-21,ATAC
chr11.66256608.66259014,92.43144417097275,5.2470828278948386e-21,ATAC
chr6.107821802.107825167,92.31805598470716,5.530114385993337e-21,ATAC
SUPT3H,92.20649827463308,5.8235060080621765e-21,RNA
SGMS2,92.12239945359934,6.054951306090608e-21,RNA
chr17.78123986.78134939,91.87860450219647,6.779319711923893e-21,ATAC
RPS24,91.8307930224278,6.931255293641806e-21,RNA
BANK1,90.37409123881903,1.3624171936085113e-20,RNA
CACNA2D3,89.79824387856124,1.780132846121091e-20,RNA
MOB3B,89.35720418281136,2.1850003214360818e-20,RNA
chr11.118607232.118611423,88.52255869349497,3.220975949632955e-20,ATAC
chr19.1072992.1078154,88.4340402619272,3.3563714580491456e-20,ATAC
DPP4,88.4153061014545,3.3857501881059577e-20,RNA
chr14.24270632.24272224,88.23035624609537,3.6899842884743395e-20,ATAC
PHACTR1,87.57472900704683,5.006713937217817e-20,RNA
S100A9,86.92715212327721,6.769261633588327e-20,RNA
chr2.99140611.99142161,86.8259077731161,7.096241200735029e-20,ATAC
COTL1,86.77846034620427,7.254879752870607e-20,RNA
AIF1,86.43723290232933,8.505456232763811e-20,RNA
SOD2,86.42634874252568,8.548719396114074e-20,RNA
chr3.18443285.18446368,86.42595789266574,8.550277070458076e-20,ATAC
MTRNR2L12,86.41817051752236,8.581371865633371e-20,RNA
FAAH2,86.29471659377091,9.089737450553189e-20,RNA
NHSL1,85.70059967488518,1.1991718485475452e-19,RNA
chr17.44217859.44222793,85.67787172935162,1.2119539495498667e-19,ATAC
ARHGEF11,84.77884930516456,1.843806653511657e-19,RNA
chr4.151014446.151016652,84.73624188854193,1.8808579169338685e-19,ATAC
chr11.554119.562571,84.68991960385075,1.9219867721762428e-19,ATAC
chr9.133140822.133145250,84.4140997842728,2.186238114335927e-19,ATAC
SLC16A10,84.40630921115398,2.194208673353721e-19,RNA
MS4A4E,84.3180322743882,2.286585666911324e-19,RNA
chr19.7868301.7872860,83.88471838826811,2.7997654247011536e-19,ATAC
chr20.63638418.63643238,83.80747885617326,2.9026878947212806e-19,ATAC
chr12.4268533.4275878,83.55088965596731,3.27260740920965e-19,ATAC
chr1.117605105.117607995,83.37604633295493,3.5513963054942804e-19,ATAC
SIPA1L3,83.11351696315016,4.0153445909747805e-19,RNA
ANKRD22,82.75647897050995,4.745326223244307e-19,RNA
CSF1R,82.47799583518326,5.405890825048025e-19,RNA
chr13.114139989.114144424,82.40969870146368,5.581501637284665e-19,ATAC
chr6.96923714.96925439,82.302154465192,5.869690495772113e-19,ATAC
RPL36,82.17756180796616,6.222263970275363e-19,RNA
chr12.9647164.9651857,82.12615955720827,6.373836710963581e-19,ATAC
chr17.7883678.7889578,82.07093407710688,6.540809563486511e-19,ATAC
GASK1B,82.01138452870839,6.72577199030877e-19,RNA
chr2.263448.265557,81.85746018205948,7.228519362449962e-19,ATAC
chr9.20619937.20623994,81.43805731037982,8.797895578681964e-19,ATAC
YBX3,81.20327611819832,9.82115410720007e-19,RNA
chr14.70808058.70810361,81.09450438021283,1.033485135135084e-18,ATAC
chr1.110671353.110675630,80.78850157462276,1.1929112357732151e-18,ATAC
chr14.100141053.100151081,80.30787952856824,1.4945347597500487e-18,ATAC
chr11.67433055.67444704,80.19211565513012,1.57795049580026e-18,ATAC
RNF24,79.71721290419532,1.971909113609042e-18,RNA
chr11.286870.300468,79.4090885320225,2.2788411298293274e-18,ATAC
chr4.185469529.185472179,79.23738834520299,2.4702046866572455e-18,ATAC
MAFB,78.92155659526043,2.8652640104650302e-18,RNA
chr20.50730518.50732392,78.86214521697815,2.9463705104650724e-18,ATAC
chr12.93569320.93573792,78.12683897176915,4.1628211251644534e-18,ATAC
chr2.136112386.136119909,78.05397946527985,4.307915584731598e-18,ATAC
ANPEP,77.71586310674212,5.050480905388836e-18,RNA
CALHM6,77.57949899882863,5.385106289110179e-18,RNA
chr5.142108182.142110645,77.41366008058166,5.822151524545148e-18,ATAC
SMYD3,77.31138707303164,6.109223457817106e-18,RNA
CLEC4E,77.29865896143923,6.145928954632949e-18,RNA
LRRC25,77.20137645946207,6.433872873642704e-18,RNA
AL691403.1,77.14952093791418,6.592844010568473e-18,RNA
RPL37,77.07123335066397,6.840336886753178e-18,RNA
AC027097.2,76.65369588944452,8.326437794036735e-18,RNA
chr16.27366985.27368691,76.58131241734391,8.615187580570553e-18,ATAC
chr15.52178682.52180992,76.47966948410043,9.037680344053502e-18,ATAC
MAST4,76.31329094453008,9.774544440759394e-18,RNA
chr12.46266381.46270378,76.00661389414674,1.1294208963062466e-17,ATAC
MX1,75.63979058311747,1.342612844633422e-17,RNA
GLCCI1,75.49477826453911,1.4376245048091217e-17,RNA
chr6.26155639.26159673,75.349544577701,1.5395369498679967e-17,ATAC
chr21.42060812.42064654,75.26056901837468,1.605517694612057e-17,ATAC
AC084871.1,75.25114201757486,1.6126723641509723e-17,RNA
chr2.234494210.234498062,75.2378877709716,1.622785825022896e-17,ATAC
chr19.49588562.49594075,74.83394792687503,1.9634722383094266e-17,ATAC
RPL26,74.77494008023776,2.0189146225306254e-17,RNA
chr9.129883981.129892270,74.61479304329903,2.1774224823594882e-17,ATAC
chr2.43217679.43222474,74.37470791521628,2.43872441122283e-17,ATAC
chr12.96398702.96401742,74.36517618026251,2.4497236635242234e-17,ATAC
ADAM28,74.31504792177384,2.5083933933855866e-17,RNA
SAMD4A,74.30193807331055,2.5239680311387065e-17,RNA
ABHD5,74.2322401859465,2.608411984357568e-17,RNA
chr19.45766403.45772532,74.11390194480967,2.7583238203885282e-17,ATAC
chr19.54206106.54211615,74.0559030940431,2.834920714589364e-17,ATAC
chr17.67376595.67380219,73.88713058806256,3.0701579368772015e-17,ATAC
chr10.35194839.35196564,73.75071690355941,3.274518776434186e-17,ATAC
HNMT,73.64711009065688,3.438795374396954e-17,RNA
RPS3A,73.51478962724423,3.6606680942064384e-17,RNA
chr20.63735412.63741716,73.47036009624932,3.7383399772437345e-17,ATAC
FBXO32,73.46246270920558,3.75231813101865e-17,RNA
DGKH,73.40495503443854,3.855697251429847e-17,RNA
JDP2,73.1830139616119,4.2821569453816566e-17,RNA
chr19.49495574.49501998,73.08754600981617,4.47984981007414e-17,ATAC
chr7.131101934.131111669,73.02980164241953,4.603839249096096e-17,ATAC
SETBP1,72.9011240322476,4.892651844463868e-17,RNA
FNIP2,72.48713202158083,5.950910907095394e-17,RNA
TTN,72.46444196923554,6.0151350285137e-17,RNA
chr19.49468248.49471047,72.31891627594919,6.443889151939502e-17,ATAC
