feature,score,p_value,feature_type
chr4.153465142.153469459,60.49847750114827,1.796174604901582e-14,ATAC
PLCB1,60.36972293272166,1.9105833136550765e-14,RNA
LINC02550,60.306365438932865,1.9695353679671358e-14,RNA
ADAMTSL4.AS1,60.24280680759795,2.030506935882215e-14,RNA
AL079338.1,59.854265193704215,2.4466286586379564e-14,RNA
GRAMD1C,59.515560952345645,2.878571408931055e-14,RNA
CPED1,59.08922269348263,3.532606054077462e-14,RNA
chr2.28389317.28397013,59.03787697475272,3.620820933398235e-14,ATAC
GLYATL1,58.7181271998384,4.2221007856998265e-14,RNA
TNFAIP2,58.371921918472474,4.9865399975372124e-14,RNA
TNFRSF13B,58.2327415209822,5.331652090783015e-14,RNA
VCAN,58.2049171435504,5.403466206201336e-14,RNA
ARID5B,57.59463461512196,7.247165866010378e-14,RNA
EPB41L4A,57.464329291924116,7.71618756577368e-14,RNA
CD247,57.09181105464749,9.231768695889824e-14,RNA
AC006230.1,56.885481209918744,1.0196174753631486e-13,RNA
DMXL2,56.406121322506664,1.284498407569437e-13,RNA
FCN1,55.9907732207307,1.5692208399009656e-13,RNA
L3MBTL4,55.96229986477293,1.5909128859685984e-13,RNA
chr17.3913558.3917750,55.758652895784174,1.7550771606448789e-13,ATAC
TXNDC5,54.600356176313475,3.0695983520055654e-13,RNA
DIPK1A,53.44341113418787,5.369470681670778e-13,RNA
chr5.150396217.150413924,52.67131059878103,7.801817382502272e-13,ATAC
AC007381.1,52.406458981740045,8.869379700865862e-13,RNA
LINC01320,52.33088253025409,9.200049427553377e-13,RNA
AC009570.2,51.918395900405116,1.1235187772949847e-12,RNA
TP63,51.54885334728683,1.3439200696942703e-12,RNA
CLEC7A,51.478184601608525,1.390766524292427e-12,RNA
CORO2B,51.11168129916962,1.6613103963987946e-12,RNA
IRF4,50.70434448658723,2.024373778206129e-12,RNA
GEN1,50.16370879493843,2.6320306810818596e-12,RNA
S100A4,49.974703672648396,2.885120975240618e-12,RNA
PSTPIP2,49.102598837201846,4.408319575097602e-12,RNA
MAP2,48.97473066190356,4.691209650999773e-12,RNA
MCTP1,48.683557728843844,5.405193100519814e-12,RNA
PTPRK,48.42152430756689,6.140453673843457e-12,RNA
TBXAS1,48.04794154787658,7.365504607208956e-12,RNA
LINC01572,47.58751073651041,9.217739819843582e-12,RNA
CSF3R,46.82210785692248,1.3387762319280877e-11,RNA
MEGF9,46.74103651541042,1.3927900042628464e-11,RNA
LTB,46.672322212189655,1.4402786257055155e-11,RNA
AC108879.1,45.983493501656426,2.015985994329977e-11,RNA
PLD5,45.818266600897566,2.1854367110203908e-11,RNA
PLPP3,45.38828411403909,2.696439020473653e-11,RNA
DPF3,45.28609899980758,2.834553228150055e-11,RNA
LINC01374,45.2199833911041,2.927673642264567e-11,RNA
IGHG1,44.784442362209234,3.622691229752596e-11,RNA
STX11,44.75918212636864,3.667737897369844e-11,RNA
IL32,44.384749611456236,4.405295794455308e-11,RNA
TYMP,44.321342577909746,4.544172998568162e-11,RNA
TLR2,43.53296631608817,6.685855585881026e-11,RNA
DOCK5,43.35854971589598,7.28255568488113e-11,RNA
PDE4D,43.33128967971302,7.380525650655109e-11,RNA
chr22.44023618.44027636,43.30154864900259,7.488920446230278e-11,ATAC
IL6,43.085724402413035,8.324854260601735e-11,RNA
JAK2,42.803906981885746,9.558899082632197e-11,RNA
CAMK4,42.49439084014864,1.1126722527311276e-10,RNA
CPVL,42.271379620492844,1.2413956510135772e-10,RNA
chr1.26286905.26291269,41.90837100042819,1.4836501016572724e-10,ATAC
TPST1,41.72510979714769,1.62342534137944e-10,RNA
PTPRG,41.71402526885286,1.6322912916561908e-10,RNA
GAS7,41.63740826911153,1.694915749726899e-10,RNA
INPP4B,41.34188660743246,1.959887128234415e-10,RNA
ACSL1,41.174750001580314,2.1277501884610495e-10,RNA
IGLC1,40.966182522064514,2.357596494232147e-10,RNA
WDFY3,40.71518207867466,2.6674724603966446e-10,RNA
TYROBP,39.73072840946253,4.331502360060527e-10,RNA
TC2N,39.64883870588261,4.509888239247628e-10,RNA
GALNTL6,39.45943748533254,4.951223097572618e-10,RNA
TBC1D9,39.42841789388244,5.027524895098281e-10,RNA
BICD1,39.35177705656861,5.221141456790348e-10,RNA
KCNQ5,39.208594993594744,5.60312608684924e-10,RNA
LEF1,39.08465960315578,5.956329589773613e-10,RNA
THEMIS,39.05811858371972,6.034825998848031e-10,RNA
IRAK3,38.946405700991235,6.376761286224898e-10,RNA
CD36,38.75704517489259,7.00134649997313e-10,RNA
SEMA3D,38.2360475596789,9.055166632429643e-10,RNA
ITK,37.70950871229959,1.1746036714003296e-09,RNA
AC020916.1,37.53162552810376,1.2825846182382065e-09,RNA
chr7.150404151.150409375,37.43945287285459,1.3423981258358452e-09,ATAC
SAT1,37.37693882671153,1.3845501869784872e-09,RNA
FUT8,37.32666381246358,1.4194111543203762e-09,RNA
TRAC,37.21202304268735,1.5022328809003345e-09,RNA
SLC11A1,37.12148061945888,1.5710581748152968e-09,RNA
SDK2,37.05917191474869,1.6202508896292937e-09,RNA
DYSF,37.02301731111507,1.6495003827157878e-09,RNA
ITM2C,36.83570845937876,1.8097350408776575e-09,RNA
chr16.67528018.67532122,36.78617959758317,1.854656045544376e-09,ATAC
CLEC12A,36.57745228724373,2.0565898144743477e-09,RNA
NAMPT,36.31716940200404,2.339588601066883e-09,RNA
chr19.13102200.13105761,36.198535290780775,2.481234246974145e-09,ATAC
CAMK2D,36.137966525415,2.556837592275927e-09,RNA
TCF7L2,36.12642663902394,2.5715019505440845e-09,RNA
CR1,36.06709885792957,2.6482357008078116e-09,RNA
WARS,35.97951091126518,2.765740410152182e-09,RNA
PTK2,35.709284329251716,3.162271908297899e-09,RNA
RTN1,35.5010675154538,3.506323921337721e-09,RNA
HDAC9,35.37642502611944,3.730002566406905e-09,RNA
MS4A6A,35.2995992035778,3.87494709119939e-09,RNA
PID1,35.277785289025566,3.917123393833596e-09,RNA
CLIC4,35.22502931392866,4.021038787439908e-09,RNA
TCF4.AS1,35.0672407191861,4.348644602188407e-09,RNA
S100A11,34.9114584369808,4.698354836930172e-09,RNA
MYOF,34.88952250338568,4.749814390815687e-09,RNA
AC008014.1,34.781510085446016,5.01156917848357e-09,RNA
CREB5,34.766534266791,5.048986174111844e-09,RNA
IL7R,34.46760991135742,5.857367999596242e-09,RNA
PRAM1,33.67592978422428,8.68319836134881e-09,RNA
TXK,33.59852908318134,9.024189234493917e-09,RNA
chr20.57396998.57401745,33.41890084329829,9.868236062940661e-09,ATAC
chr19.16583790.16589174,33.282393641541056,1.0562268620790323e-08,ATAC
CEBPD,33.198624589454205,1.1012210495274898e-08,RNA
MOXD1,33.052428737848246,1.184403287526735e-08,RNA
EMILIN2,33.00865023168519,1.2105182663003363e-08,RNA
C12orf74,32.69173267532395,1.4176208229543876e-08,RNA
MYBL2,32.419665378162,1.6235764883518585e-08,RNA
SLC31A2,32.37485682563252,1.6602680070074265e-08,RNA
EPB41L3,32.318583000223754,1.707529041322055e-08,RNA
AC007368.1,31.948715134118313,2.0536127106931722e-08,RNA
FRY,31.87859759170014,2.1267627353123975e-08,RNA
CPPED1,31.61451774438519,2.4265272051536e-08,RNA
chr6.109453722.109456545,31.3970322297547,2.705003959781227e-08,ATAC
chr13.41456014.41466705,30.994908302585802,3.30717323876291e-08,ATAC
chr1.226121077.226123553,30.915075942307496,3.441865339215096e-08,ATAC
ID2,30.894763600924453,3.477006072423701e-08,RNA
chr7.102284335.102289625,30.535718030031454,4.161146919175518e-08,ATAC
CARD11,30.39810275665647,4.457853549095144e-08,RNA
FGD4,30.38466849193043,4.4879328678171635e-08,RNA
PRKD1,30.348538058507785,4.569843536074431e-08,RNA
IL7,29.808738807563383,5.988544539466821e-08,RNA
RAPGEF5,29.76147047638047,6.132098399099777e-08,RNA
IGHV4.39,29.693090932618368,6.345902661161878e-08,RNA
RNF130,29.65209444524668,6.477659614676576e-08,RNA
TIAM1,29.5927141488276,6.673384557963264e-08,RNA
TMEM176B,29.53065824187157,6.884276309344112e-08,RNA
AL160262.1,29.34165165972363,7.568727981638073e-08,RNA
KLF4,28.786727209807047,9.999323685682868e-08,RNA
IRF8,28.766781713198313,1.0099974799719631e-07,RNA
STAT4,28.68509703775876,1.0522905744220388e-07,RNA
RGS2,28.579813556626004,1.109435983538136e-07,RNA
GBP1,28.56812689998061,1.115968347387917e-07,RNA
MTCL1,28.540143298684995,1.131767412322633e-07,RNA
ACTB,28.45727757763176,1.1798814806408464e-07,RNA
RIPK2,28.325806496547983,1.2604667890670042e-07,RNA
TIMP3,28.158766607251525,1.3708760406227604e-07,RNA
MNDA,28.137519718896538,1.385598866605466e-07,RNA
ACSM3,28.113038359746582,1.402759955766442e-07,RNA
PAK1,28.110702229681575,1.4044086627472407e-07,RNA
IGHE,28.087926129801094,1.4205850381972756e-07,RNA
LINC01781,27.995793566296804,1.4879525024720922e-07,RNA
AC132153.1,27.65731351060535,1.7641929386974663e-07,RNA
FTH1,27.52204153388116,1.8885005902505357e-07,RNA
LINC02161,27.436742048723676,1.9713704594943357e-07,RNA
AC025887.2,27.40547751290185,2.00265070906142e-07,RNA
SERPINA1,26.965698507398763,2.4993334531827154e-07,RNA
LYN,26.934499304428016,2.538947135102381e-07,RNA
RPL18A,26.88528497240334,2.602720422493536e-07,RNA
MAML3,26.815631258759915,2.695739027171792e-07,RNA
LINC02324,26.66147765466118,2.913647981168456e-07,RNA
EXT1,26.351486788291623,3.406891002664931e-07,RNA
ALCAM,26.324071937761197,3.4543570342643157e-07,RNA
LINC01362,26.310596089147914,3.4779320134951225e-07,RNA
PLD4,26.235544177498586,3.612216969618908e-07,RNA
SCT,26.100826223124987,3.8664574202123607e-07,RNA
TRPS1,26.095220843941686,3.877416948366777e-07,RNA
ITGAX,25.94583502791766,4.181275210823288e-07,RNA
chr19.46715592.46720758,25.875096298184058,4.333395691605793e-07,ATAC
chr2.218892042.218894714,25.846905001655262,4.3955578870551266e-07,ATAC
S100A10,25.80920861272791,4.4800808084784014e-07,RNA
AZIN1.AS1,25.77810903454965,4.5510400128408786e-07,RNA
LINC00996,25.72298578408982,4.679598802256296e-07,RNA
LINC01013,25.7177021547775,4.692111285230621e-07,RNA
MRVI1.AS1,25.537666677318644,5.139155758023476e-07,RNA
PAM,25.426687410442426,5.435796801524559e-07,RNA
S100A6,25.34341461694688,5.66962358891491e-07,RNA
chr11.65636572.65642410,25.175206562148308,6.173223205462608e-07,ATAC
RBM47,25.114440948073018,6.365998900582693e-07,RNA
ATP8B4,25.108868417213497,6.383977364752962e-07,RNA
AL589693.1,24.83299004068253,7.340843021939415e-07,RNA
chr13.25286271.25287898,24.79809293073914,7.471730031164367e-07,ATAC
chr3.42012375.42015562,24.76186285626963,7.610097760513851e-07,ATAC
ADGRE2,24.662543941001307,8.002756340444563e-07,RNA
ATF3,24.65809037509814,8.020832765737002e-07,RNA
PTCRA,24.60633754167641,8.233922891988221e-07,RNA
MIR3681HG,24.565861759109676,8.40453652627648e-07,RNA
TNFRSF1B,24.508912128227163,8.650622496143771e-07,RNA
GCH1,24.502787701313448,8.677514274384562e-07,RNA
CD69,24.32656623023532,9.48832938134608e-07,RNA
DERL3,24.294302190952855,9.644823846068732e-07,RNA
SGPP1,24.07705676312679,1.0768272153310672e-06,RNA
S100A9,24.057370076363597,1.0876359557598255e-06,RNA
chr19.43667733.43670605,24.021965387430203,1.1073495313036816e-06,ATAC
VCAN.AS1,24.018941362920895,1.1090498799564788e-06,RNA
RORA,23.746668428882877,1.2734069977389988e-06,RNA
IGHV3.23,23.64485646183264,1.3409713515065387e-06,RNA
IGHG3,23.448131420958656,1.4818988192321321e-06,RNA
RIN2,23.23341824062686,1.6527610285486827e-06,RNA
NIBAN1,23.20562364613685,1.6762806998674152e-06,RNA
NLRP3,23.176617019311784,1.7011847549000482e-06,RNA
AC025569.1,23.160207865184365,1.7154373897617201e-06,RNA
chr12.107317679.107322483,23.14815815536395,1.7259798655059836e-06,ATAC
chr17.1484429.1489134,22.95986190963314,1.8994434536512709e-06,ATAC
SULF2,22.893376623973797,1.964790697542494e-06,RNA
TMEM170B,22.855516691761313,2.0030074082610152e-06,RNA
STK3,22.7875072287337,2.073544071487457e-06,RNA
PLAUR,22.751712001684993,2.1116668086523292e-06,RNA
FGL2,22.62583294892437,2.2514136013131577e-06,RNA
CSF2RA,22.616593086891537,2.2620303618479173e-06,RNA
chr19.50803771.50805516,22.49793978774902,2.4029222693327447e-06,ATAC
ST18,22.32415843666742,2.6253530353131945e-06,RNA
GBP5,22.287299382179317,2.6751293283974983e-06,RNA
DISP1,22.129229164367107,2.899581962002271e-06,RNA
LINC01473,22.091703543719227,2.9555904246575294e-06,RNA
chr13.32425950.32429158,22.041351808442663,3.0324548940012628e-06,ATAC
FNIP2,21.91199162161517,3.2392708928199363e-06,RNA
chr3.45592830.45597770,21.872452252753263,3.305271251524463e-06,ATAC
PDE7B,21.759498001980223,3.501361382433707e-06,RNA
SLC8A1.AS1,21.75886039404048,3.5025008417728578e-06,RNA
PLCL1,21.70501647507018,3.6000818151076865e-06,RNA
GAB2,21.64754627276073,3.707252390332625e-06,RNA
WWOX,21.438044712785885,4.125822974531754e-06,RNA
MXD1,21.295018846857133,4.438568566163403e-06,RNA
chr17.29929110.29931875,21.181687311160665,4.703228655939376e-06,ATAC
ZNF331,21.10216145811923,4.898364049636074e-06,RNA
BX284613.2,21.097819203547147,4.909250183782959e-06,RNA
TNFAIP3,21.0612363048272,5.001935556653383e-06,RNA
SLC2A3,20.99877302605309,5.164276325485605e-06,RNA
TNFSF10,20.95605834869457,5.278331177794363e-06,RNA
APBA2,20.94873237883364,5.298145594030873e-06,RNA
chr17.3963123.3965745,20.84897496111837,5.575521358073367e-06,ATAC
chr22.50189220.50194111,20.781364353045692,5.7717708705250545e-06,ATAC
DUSP6,20.725264876812865,5.939871084662424e-06,RNA
MARK1,20.70552532718964,6.0001837487272494e-06,RNA
chr15.91852514.91855197,20.57456089842954,6.416237938777058e-06,ATAC
chr12.52005278.52011851,20.53901264386151,6.534094630825661e-06,ATAC
SYT17,20.52542050632855,6.579731238159132e-06,RNA
CFD,20.516692033303844,6.609206614203671e-06,RNA
UGCG,20.468189949254636,6.775430228697026e-06,RNA
C5AR1,20.34695090865738,7.209561003358269e-06,RNA
RASSF6,20.296067725631406,7.399998120826553e-06,RNA
RASGRF2,20.269769738446502,7.500396747809131e-06,RNA
PTPRB,20.25879645689671,7.542693822205426e-06,RNA
S100Z,20.252702952081222,7.566285059487965e-06,RNA
AC104024.1,20.239942560216555,7.6159281048947926e-06,RNA
COCH,20.238080329673856,7.623200270683339e-06,RNA
chr12.121534383.121538815,20.23556743531023,7.633024404785372e-06,ATAC
PF4,20.18431023572456,7.836216314749349e-06,RNA
SOX7,20.11108145327738,8.135982811979399e-06,RNA
chr17.39753353.39756736,20.101488481611874,8.176097424254944e-06,ATAC
CD14,20.0853632182366,8.243976674281935e-06,RNA
FRMD4B,20.00358218120262,8.597061294321397e-06,RNA
chr13.74132018.74136793,19.88997412760312,9.112946462171266e-06,ATAC
IGLV3.21,19.870630776888856,9.203835651132313e-06,RNA
SPECC1,19.792650883473588,9.579584923838802e-06,RNA
APOBEC3A,19.76696382847691,9.706707811436537e-06,RNA
PSAP,19.753879236120067,9.772113236337639e-06,RNA
AHR,19.636045787271865,1.038146421570663e-05,RNA
COLCA2,19.351328681044187,1.2016376765406002e-05,RNA
chr2.202634196.202636468,19.314657830359028,1.2244982846254029e-05,ATAC
chr9.127914706.127918686,19.276200585781183,1.248942783246137e-05,ATAC
BCL2,19.20960897283191,1.2924372344332635e-05,RNA
chr2.241880754.241882801,19.180369455879323,1.3120135417373895e-05,ATAC
KIF13A,19.103369254937412,1.3650057613389933e-05,RNA
chr16.28923764.28926161,19.09049045194364,1.3740769953086421e-05,ATAC
GLT1D1,18.996667204844158,1.442018401580129e-05,RNA
chr5.139387693.139394784,18.95923071042874,1.470062215529689e-05,ATAC
LINC00937,18.800098672348863,1.595525828143721e-05,RNA
RFX2,18.79542069295931,1.599372799518404e-05,RNA
BACH1,18.74467211271324,1.6417109856576983e-05,RNA
FLNB,18.714002713115388,1.6678425789445516e-05,RNA
CD1C,18.661375585560304,1.7136622812789284e-05,RNA
RGCC,18.643024397244417,1.729935854497452e-05,RNA
FCAR,18.546837569910863,1.817811906530435e-05,RNA
DAPK1,18.41188495564881,1.948731873070326e-05,RNA
AP001341.1,18.375099856956624,1.986036125399171e-05,RNA
TUBA1A,18.355665804200186,2.0060337710031595e-05,RNA
chr19.40283541.40286102,18.317613531926398,2.0457784193650172e-05,ATAC
LST1,18.266051073159414,2.100901876507348e-05,RNA
GAPDH,18.192603038011512,2.1820142191440613e-05,RNA
chr19.36488714.36490519,18.184632265457157,2.1910042228210178e-05,ATAC
chr6.26204064.26206510,18.121013761693604,2.2641070876840782e-05,ATAC
chr9.93056913.93062742,18.034610688287078,2.3673394709074095e-05,ATAC
LPAR1,17.985334088228537,2.4283224305982474e-05,RNA
ALOX5AP,17.980901224928473,2.4338853174179976e-05,RNA
MIR181A1HG,17.95190811644339,2.47058703929503e-05,RNA
CST3,17.8955581554585,2.543520675400955e-05,RNA
ABHD5,17.858755714284037,2.5923202596983412e-05,RNA
PLBD1,17.857529763974366,2.5939619776814146e-05,RNA
ARHGEF40,17.82294434493235,2.6407104581140595e-05,RNA
chr3.196638860.196643983,17.811421827875993,2.6564728563109668e-05,ATAC
chr4.139554853.139557699,17.71371258341069,2.794000970576143e-05,ATAC
