feature,importance,feature_type
LYST,0.016350749765210042,RNA
MYOF,0.016329556069486682,RNA
AOAH,0.01631548794109292,RNA
PID1,0.016278639552687355,RNA
GAB2,0.01625780968605987,RNA
HDAC9,0.01624769616707772,RNA
PTGDR,0.016188137340792552,RNA
KYNU,0.01612161219619892,RNA
MCTP1,0.01611907139622898,RNA
ITGAX,0.016115163746339634,RNA
TBXAS1,0.016076788793991974,RNA
RTN1,0.016056968936800513,RNA
KLF4,0.016056011025559674,RNA
RAB31,0.01603652312361457,RNA
MAML3,0.016027008590369537,RNA
STAT4,0.015937604877076503,RNA
FCER1G,0.01593284899689633,RNA
ADGRA1,0.01593252349898514,RNA
BANK1,0.015895281135120835,RNA
GRK3,0.015884903896620384,RNA
PTPRE,0.015828103941928615,RNA
TYROBP,0.01582482324905426,RNA
AC020916.1,0.01582380708418818,RNA
HCK,0.015644693705356223,RNA
ITGA6,0.015482270719507646,RNA
NAMPT,0.015481300126351218,RNA
CD83,0.015453695766718728,RNA
UBE2E2,0.015449698890642414,RNA
MPEG1,0.015443256796643927,RNA
WDFY3,0.015405675172511601,RNA
MNDA,0.015399407142751701,RNA
SCLT1,0.01538735346070392,RNA
NKG7,0.015369796714778386,RNA
MS4A1,0.015303019306383578,RNA
LRRK2,0.015278718065306238,RNA
RNF130,0.015277901771395009,RNA
BACH1,0.015224947853540132,RNA
PAX5,0.01519235979462054,RNA
WARS,0.015134874048708703,RNA
PLCB1,0.015130317804609694,RNA
CTSS,0.015121658260790066,RNA
CST3,0.015106314920880692,RNA
FGL2,0.015106133116012924,RNA
GRAP2,0.015019357934620258,RNA
TMEM176B,0.014981159775823899,RNA
RORA,0.014962230277696865,RNA
CCDC88A,0.01492990787753408,RNA
PDE3B,0.014927510741335906,RNA
ENTPD1,0.014925837340589667,RNA
GAS7,0.01490958342833112,RNA
RALGPS2,0.014854945806960276,RNA
NEAT1,0.014849935943591202,RNA
FAM49A,0.014836199706466208,RNA
LTB,0.01481587740493672,RNA
GNLY,0.01477907326513745,RNA
ADGRE5,0.014716921452583971,RNA
PILRA,0.014583657169106904,RNA
OSBPL10,0.014521287200840755,RNA
FCRL1,0.014513301570676436,RNA
FHIT,0.014461793664101219,RNA
ATP8B4,0.01445202225423141,RNA
RAB11FIP1,0.014434709822372513,RNA
EPB41L3,0.014421566378394817,RNA
STX11,0.014360042455855399,RNA
SULF2,0.014345404077227867,RNA
HLA.DRB5,0.014318632789041455,RNA
CST7,0.014249002059988808,RNA
HLA.DPB1,0.014235022385132438,RNA
DPYD,0.014225824327348926,RNA
CPPED1,0.014158235895122695,RNA
AP003086.1,0.01411884722160261,RNA
MEGF9,0.014112010428014863,RNA
LINC00926,0.013976450280135276,RNA
IGFBP7,0.013968228503182287,RNA
CD96,0.013959969280679408,RNA
CEBPD,0.013926329439420184,RNA
KLRD1,0.013844381241959539,RNA
CREB5,0.013810646854504505,RNA
RPS27,0.01380934898557081,RNA
TCF4,0.013769517804251797,RNA
SAMD3,0.01374980112589772,RNA
SLC31A2,0.013737295727297365,RNA
ANXA1,0.013698733720034786,RNA
ACSL1,0.01369401898449967,RNA
TXK,0.013666129069609373,RNA
chr12.119988334.119990686,0.013656884743398998,ATAC
CARD11,0.013621853621981416,RNA
PLEKHG1,0.01362075451840244,RNA
PCAT1,0.013619691707513135,RNA
IFI30,0.013590284994475317,RNA
PRAM1,0.013561660674985487,RNA
CLEC12A,0.013560231400034527,RNA
MARCKS,0.01354157172971239,RNA
GZMB,0.013519763945822931,RNA
SH2D1B,0.013494698253083142,RNA
MAP3K20,0.01343110080526746,RNA
ZFHX3,0.013430613676471468,RNA
GFOD1,0.013387445717302937,RNA
EXT1,0.01338196927278791,RNA
HLA.DPA1,0.013307654476876872,RNA
DYSF,0.013300019025094742,RNA
BLK,0.013277923727212535,RNA
TAFA1,0.013271319388262292,RNA
NCALD,0.013263956360869302,RNA
NELL2,0.013189661233094145,RNA
WDFY4,0.013171964454025069,RNA
PSTPIP2,0.013159902382591486,RNA
SPECC1,0.013127414100505814,RNA
KIF13A,0.013100994039288915,RNA
BLNK,0.013070519990359075,RNA
VCAN.AS1,0.013069802175802156,RNA
CCR7,0.013025738180668564,RNA
CPED1,0.013012675094072895,RNA
RGS2,0.012976788922293344,RNA
ADGRG1,0.012952570390188512,RNA
ADAMTSL4.AS1,0.012947066285459441,RNA
TNFRSF1B,0.012939037900152627,RNA
CD79A,0.01292758351951622,RNA
EBF1,0.012920913735595752,RNA
LRRC25,0.012912479382040097,RNA
KLRK1,0.012884256650004096,RNA
LINC01550,0.012879297596822199,RNA
FTH1,0.012878351142675529,RNA
SPON2,0.012835025656798636,RNA
AC139720.1,0.012768519839128292,RNA
ATP2B1.AS1,0.01276110943577199,RNA
CD22,0.012748227740922193,RNA
RPL41,0.012733192888618678,RNA
LRRK1,0.012678120824035901,RNA
chr5.150396217.150413924,0.012658658876202359,ATAC
AC092969.1,0.012654192260533473,RNA
TNFSF13B,0.012649873317863734,RNA
FRMD4B,0.012631862341618937,RNA
SHTN1,0.012605692559922383,RNA
ADGRE2,0.012596359266733385,RNA
SLC11A1,0.012591182134210814,RNA
SLC8A1.AS1,0.012575339557373612,RNA
MS4A6A,0.012573812659583454,RNA
MAL,0.012568073461899212,RNA
DENND5B,0.01256107383419539,RNA
PYHIN1,0.012543262656685648,RNA
LINC00877,0.012527746871512821,RNA
PLA2G4A,0.012506880664504777,RNA
MTSS1,0.012477634644580704,RNA
TFEC,0.012456929824100174,RNA
CCL4,0.012452538331902166,RNA
COTL1,0.012429368080051772,RNA
MLLT3,0.012426377386375082,RNA
C1orf21,0.012359861031162133,RNA
CNTLN,0.01228331196688208,RNA
SERPINA1,0.012282379743158073,RNA
chr11.72735641.72740414,0.012267516493882474,ATAC
GLOD5,0.012255144210879872,RNA
TRBC1,0.012253792585014264,RNA
S100A11,0.012251217038630635,RNA
CLIC3,0.012250620375586023,RNA
TNFSF10,0.012194177404331203,RNA
NIBAN3,0.012144675007046858,RNA
GZMA,0.012126108905268359,RNA
TMEM170B,0.012104555627310228,RNA
IL2RB,0.012099620713807014,RNA
FGD6,0.012073106840644221,RNA
PPM1L,0.0120728834823599,RNA
C5AR1,0.012071111601841952,RNA
SIPA1L3,0.012050746622374634,RNA
RPL10,0.012028365986165338,RNA
DAPK1,0.012010412306012934,RNA
FCGR3A,0.011999550090892706,RNA
CD8A,0.011994426375089249,RNA
KLRC2,0.011971044228548956,RNA
PDGFD,0.011968660625512842,RNA
CSF1R,0.011966681260601353,RNA
AFF3,0.011953810909514646,RNA
FAM198B.AS1,0.011937351817799861,RNA
EMILIN2,0.011926007094190949,RNA
chr22.44023618.44027636,0.011923239714982001,ATAC
RPL34,0.011903927354704483,RNA
COL19A1,0.011897011136394015,RNA
PLAUR,0.011882037339291732,RNA
CFD,0.011868893540040816,RNA
TMTC2,0.011855434291613952,RNA
PAK1,0.011828324573747174,RNA
MIAT,0.011798563089719225,RNA
AC120193.1,0.011791677777882016,RNA
LINC02432,0.01177794024240495,RNA
chr8.129938911.129940726,0.01175259917471432,ATAC
MIR646HG,0.011740787002847086,RNA
BCL11A,0.011722288190109025,RNA
TMEM144,0.011693310581615239,RNA
FRY,0.011675712726813515,RNA
RASGRF2,0.011674397491553884,RNA
CDK14,0.011653294677669594,RNA
TBC1D9,0.011651070442361864,RNA
AP000446.1,0.011647438342246104,RNA
RPS18,0.011627738771704177,RNA
AP002075.1,0.011624908805371691,RNA
PLCL1,0.011609247500906061,RNA
ATF3,0.011553990390762298,RNA
SGMS2,0.0115532409449208,RNA
TRPS1,0.011540831299355734,RNA
AL034397.3,0.01153929403595022,RNA
TRDC,0.011501057765939827,RNA
RPS27A,0.011479745801689341,RNA
NR4A2,0.01145818379180408,RNA
CD160,0.011439906149009707,RNA
FNIP2,0.01143683360071679,RNA
RIN2,0.011393404613762011,RNA
CD86,0.011381889998382787,RNA
RRP12,0.011362532925115396,RNA
AL157871.4,0.011349228888951226,RNA
RNF165,0.01134831459670304,RNA
PELI2,0.011323214072072992,RNA
RIPK2,0.011320837708561923,RNA
S100A9,0.011318698919175337,RNA
TENT5A,0.011261519543109786,RNA
ACER3,0.011261211690167755,RNA
GNG7,0.011254793438459204,RNA
SEL1L3,0.011234951925641742,RNA
IRF8,0.011226125234581127,RNA
MIR181A2HG,0.011212949217664274,RNA
CD14,0.011191189994997167,RNA
CD68,0.011176561874527946,RNA
TTN,0.011174503909001618,RNA
IGSF6,0.01114663162751438,RNA
RNF144B,0.011122785360374437,RNA
ID2,0.011113894623083419,RNA
STK3,0.011110589056096527,RNA
LPCAT2,0.011107813844689762,RNA
RILPL2,0.011092793656692237,RNA
AC009093.2,0.011088791910817221,RNA
CTSW,0.011080256321599079,RNA
MXD1,0.011063479682685522,RNA
CPNE5,0.011052737565429585,RNA
chr6.116278408.116280690,0.011051909856047731,ATAC
IGHM,0.01104628009307639,RNA
CD79B,0.01103714995684199,RNA
IGHD,0.010987591688852405,RNA
GCH1,0.010978289133985264,RNA
RASGEF1B,0.010922452033914502,RNA
TLE1,0.010913780824549373,RNA
chr14.91243300.91246854,0.01087256860233679,ATAC
LINC02397,0.010857439104454034,RNA
ADAM28,0.010855728110041651,RNA
DGKH,0.010839716374339956,RNA
chr9.107486833.107491445,0.010833071297463885,ATAC
DUSP6,0.010819200455239063,RNA
YES1,0.010810156082958005,RNA
IFNG.AS1,0.010791021803920912,RNA
CHST15,0.01068215614380696,RNA
chr19.16896056.16898208,0.010642043151471695,ATAC
FBXO32,0.010626836732794012,RNA
RPL30,0.010623439949789594,RNA
RASGRP3,0.010619021257478468,RNA
MYO1E,0.010612315091466243,RNA
GAB1,0.010609764316546135,RNA
INSR,0.010596633503501022,RNA
AC124254.2,0.010592092814726159,RNA
CCL5,0.010544189906818761,RNA
PZP,0.010534654125140604,RNA
UGGT2,0.010533625847460157,RNA
CD38,0.010486093369906066,RNA
CD8B,0.010480402606205879,RNA
AL355612.1,0.010480281413607703,RNA
RNF157,0.010476735413704454,RNA
AIF1,0.010476559082248775,RNA
TEX14,0.010448737691316011,RNA
AC244502.1,0.010429433868993967,RNA
CCSER1,0.010400312518032008,RNA
IL15,0.01038646465743376,RNA
SWAP70,0.010381660392722291,RNA
CACNA2D3,0.010372391306232099,RNA
FCRL2,0.01035061570718825,RNA
HOPX,0.010335866891828778,RNA
MAFB,0.010330495620573954,RNA
TPD52,0.010307353985879597,RNA
LINC02384,0.010246130810802279,RNA
ADGRG5,0.010215263875184222,RNA
USP6NL,0.010205491534759102,RNA
SLC22A15,0.010191680376069075,RNA
ST3GAL6,0.010155240187699486,RNA
CX3CR1,0.0101544044933397,RNA
MCTP2,0.010127102366002423,RNA
KHDRBS2,0.010126699245081318,RNA
SLC15A4,0.010112482212102458,RNA
RPS15A,0.010062792642250991,RNA
RPS12,0.010047645610281188,RNA
chr13.74132018.74136793,0.010028597966119473,ATAC
A2M,0.009998385336739812,RNA
CCL3,0.009998207722885568,RNA
FGFBP2,0.009952564692269348,RNA
KCNQ5,0.009951774764272966,RNA
P2RX1,0.009938472519970246,RNA
S100Z,0.009937263197598663,RNA
RPS21,0.009929870951790131,RNA
TBC1D8,0.009927003699354665,RNA
NCAM1,0.009924655232326225,RNA
TREM1,0.009923627322015465,RNA
PPP2R2B,0.009911501459533456,RNA
SSPN,0.009902727713561278,RNA
chr1.1066652.1070939,0.009901163635364743,ATAC
STRBP,0.009899320750944305,RNA
chr19.54206106.54211615,0.009882255104563337,ATAC
AC008592.2,0.00987911070108744,RNA
FCHSD2,0.009876952132807959,RNA
CD69,0.00986258758482079,RNA
S100A10,0.00984393017732838,RNA
RPS23,0.009799052907867542,RNA
KLRB1,0.009795624463006155,RNA
LINC00299,0.00977715211881483,RNA
LST1,0.00977398070824946,RNA
ZNF804A,0.009768615360366271,RNA
LILRB1,0.009762628704045106,RNA
RPS19,0.009759608196061746,RNA
MOB3B,0.009739179343880513,RNA
ZDHHC14,0.009732476648383686,RNA
ITSN1,0.009729283689890329,RNA
COBLL1,0.00968495653648339,RNA
PLBD1,0.009678814364149961,RNA
HIP1,0.009677981884034787,RNA
SLAMF7,0.009651845141391148,RNA
CSF2RA,0.009648482160500254,RNA
chr22.41935645.41941883,0.009647536260034487,ATAC
AL359762.1,0.009645881469678838,RNA
chr10.91161978.91164484,0.009599462677341747,ATAC
LMNA,0.009597160790577588,RNA
APBA2,0.009591727167851635,RNA
ADAM19,0.009577411156170454,RNA
PIP5K1B,0.009576700185451727,RNA
PDE4D,0.009568770076202748,RNA
chr4.1200231.1204285,0.009528414245181185,ATAC
GLT1D1,0.009527736279493467,RNA
GCNT2,0.009497630058482054,RNA
NCAM2,0.009495568548876841,RNA
AHR,0.009488688924329858,RNA
STAP1,0.009477696977849547,RNA
CALHM6,0.009474181652389543,RNA
TGFBR3,0.009466743187986874,RNA
chr10.8053124.8057563,0.009426537521817291,ATAC
S100A8,0.009410475153818454,RNA
FCAR,0.009384017433846863,RNA
MIR181A1HG,0.009377564527464485,RNA
NEGR1,0.009376583732825176,RNA
TUBA1A,0.009366485742952698,RNA
AL163932.1,0.009358582681903073,RNA
GLCCI1,0.00935301448406889,RNA
RUBCNL,0.009328414532985628,RNA
MYBL1,0.009317312359626751,RNA
DIPK1A,0.009313597084046941,RNA
chr2.218367006.218372241,0.009308537713663516,ATAC
SLC16A10,0.009306326924791431,RNA
NLRP3,0.009303795042443481,RNA
ARHGEF40,0.009293432742905214,RNA
RPS25,0.00926840832807709,RNA
ICAM1,0.009261529548386289,RNA
RNF24,0.009249317116348311,RNA
chr19.46859774.46862519,0.009206002984167584,ATAC
GRAMD1B,0.00919148043887348,RNA
SEZ6L,0.009169075083321406,RNA
IGKC,0.009158850266452188,RNA
ANGPTL1,0.009158530268377787,RNA
IFI44L,0.009143163305197028,RNA
SGCD,0.009124475328798771,RNA
DOCK4,0.009113674938078424,RNA
chr1.156813469.156817504,0.009083316335068987,ATAC
ZNF331,0.009064373569459779,RNA
CLEC4E,0.009054498180960172,RNA
LINC01934,0.009044514064531937,RNA
L3MBTL4,0.009042269269145678,RNA
LPAR1,0.009035627172119011,RNA
MICAL3,0.009033908389898683,RNA
CDK6,0.009022840530192046,RNA
RPS28,0.009004326815588028,RNA
SETBP1,0.008964865806347122,RNA
LINC02785,0.008956360263623129,RNA
PDGFC,0.008933555988201001,RNA
PECAM1,0.008930804548089602,RNA
JUN,0.008922458099370497,RNA
AUTS2,0.008903190531450923,RNA
ZBTB16,0.00890092421966696,RNA
APOBEC3A,0.008895879425553794,RNA
ACTG1,0.008893865358392162,RNA
chr14.100544659.100550146,0.008892826416620295,ATAC
EVA1C,0.008864294316977807,RNA
MS4A7,0.00883751073120746,RNA
RPL18A,0.00882805886542744,RNA
MTRNR2L12,0.00882755256530473,RNA
chr16.50547228.50550476,0.008823472608145514,ATAC
chr5.134111621.134116422,0.008818981911459862,ATAC
YBX3,0.008767243365421779,RNA
SLCO4C1,0.00876715026615314,RNA
TCL1A,0.008766841232140018,RNA
MCOLN2,0.008740261902163917,RNA
LARGE1,0.008736953679704833,RNA
chr20.32534389.32540802,0.008735117873729223,ATAC
TFDP2,0.008708861505005688,RNA
chr19.29712841.29716990,0.008704802883442378,ATAC
RPLP1,0.00869951630341168,RNA
AC011313.1,0.008698538018899775,RNA
chr16.3003447.3005113,0.008692903657305165,ATAC
chr2.96866287.96871311,0.008676236756744803,ATAC
NR6A1,0.008670349178870487,RNA
GREB1,0.008668792172930163,RNA
TNFAIP3,0.008661886942984835,RNA
SEMA3C,0.008661131294576198,RNA
ANKRD22,0.008649591845828324,RNA
chr21.33947480.33950533,0.008637788445753932,ATAC
chr8.140596493.140599312,0.008637759110598046,ATAC
LINC00937,0.008616331093718099,RNA
chr19.1880259.1886169,0.008614991911828029,ATAC
DGKG,0.008598666269955616,RNA
chr6.90294506.90298245,0.00856249959317012,ATAC
MS4A4E,0.008533381738813852,RNA
STEAP1B,0.008533359671384239,RNA
GPM6A,0.008533170699178833,RNA
AK5,0.008521563831773682,RNA
EAF2,0.008518397419589218,RNA
GPRIN3,0.008498793312664106,RNA
AL355076.2,0.008498010383460148,RNA
EPB41L4A,0.008490705244252971,RNA
SASH1,0.008488447428493572,RNA
chr6.81751428.81754508,0.008487270603935025,ATAC
chr13.41456014.41466705,0.008485072355562456,ATAC
HTR3A,0.008482110487788247,RNA
chr20.33666217.33668543,0.00848131555158463,ATAC
RPL28,0.008477593296181057,RNA
chr17.49215882.49220082,0.008476798951899773,ATAC
ADAM23,0.008471365613817486,RNA
IKZF2,0.008446856014086183,RNA
SMYD3,0.00844431205513039,RNA
chr19.50328064.50334468,0.008427168871930459,ATAC
FCER2,0.008424621963099552,RNA
chr1.30753506.30758397,0.008399820210933747,ATAC
GASK1B,0.008394000943365384,RNA
chr9.133130572.133135937,0.008373687391476,ATAC
AC100843.1,0.00837042144543535,RNA
PCDH9,0.008367823347748812,RNA
POU2AF1,0.008366606372957877,RNA
AC103591.3,0.008363364086881885,RNA
AC109361.1,0.008356087596934032,RNA
GK,0.008335382176496473,RNA
chr20.34875531.34877232,0.00832970963796577,ATAC
LIX1.AS1,0.008307679046497724,RNA
chr1.9714168.9722497,0.008296073940382467,ATAC
ACTB,0.008293100122701532,RNA
chr5.56814278.56817440,0.008288119141703144,ATAC
TOX,0.008284063052789876,RNA
NRG1,0.0082816867080772,RNA
KLRG1,0.008277223319836727,RNA
chr14.100374892.100376898,0.008251753845795838,ATAC
SNED1,0.00823606619270788,RNA
LINC01340,0.008223342572677489,RNA
chr19.49468248.49471047,0.008209700752983676,ATAC
RPL17,0.008194734622580795,RNA
chr9.123267256.123269619,0.008176919258743197,ATAC
chr6.136791050.136793575,0.00817461615544944,ATAC
IFIT2,0.008172738968216483,RNA
ICOS,0.008165080771533707,RNA
chr2.190407033.190409318,0.008158871537538534,ATAC
PKIA,0.00814904797691131,RNA
EML6,0.00814622254118461,RNA
chr19.13829695.13845207,0.008134006309093285,ATAC
GBP1,0.008129986867135982,RNA
chr11.67414905.67421901,0.008125850604060188,ATAC
PLD1,0.008124751438465598,RNA
AC116362.1,0.00810640664310379,RNA
PFN1,0.008105281541507631,RNA
AC007100.1,0.008104512222506936,RNA
chr6.30066067.30067792,0.008096863797023748,ATAC
PTK2,0.00808887583326172,RNA
TRGC1,0.008087627298822531,RNA
DTHD1,0.008061499070690842,RNA
chr4.40196314.40201614,0.00806046042318195,ATAC
SDF2L1,0.008057099854702864,RNA
AR,0.008046046897340403,RNA
chr22.50467590.50471805,0.008041203967941729,ATAC
SCT,0.00803402885110842,RNA
BAALC.AS1,0.008022875177000016,RNA
PPP1R9A,0.008011178992434932,RNA
chr1.24501192.24504480,0.008006931494913879,ATAC
chr19.49495574.49501998,0.008002764654868055,ATAC
chr11.68036301.68041216,0.007998099078770164,ATAC
CLMN,0.007980525363059978,RNA
chr15.63502352.63506899,0.007978998855078115,ATAC
chr16.71881043.71885478,0.00797600733684638,ATAC
AL078459.1,0.007955181470782545,RNA
KCNH8,0.007937764655507969,RNA
JDP2,0.007934678279204344,RNA
TIAM1,0.007933970554913433,RNA
RPL36,0.007929654485426747,RNA
SLC4A8,0.007926739671647724,RNA
EPDR1,0.007921401014001503,RNA
DOCK3,0.007915380023830562,RNA
PRSS23,0.007899218443080702,RNA
AC092546.1,0.007889612847680328,RNA
ARHGAP42,0.007881351376512477,RNA
chr22.50620086.50622874,0.007874619009364642,ATAC
AL359915.1,0.007873962423310761,RNA
AL589693.1,0.007867914715726173,RNA
ST3GAL4,0.007857934049818808,RNA
chr7.142807647.142809886,0.007855178159661943,ATAC
chr1.167713179.167716928,0.007853105779045225,ATAC
PADI4,0.007852784530944996,RNA
DHRS7B,0.007851535655857774,RNA
GAPDH,0.007840463772065183,RNA
AC243829.2,0.007840325648854075,RNA
PELI1,0.007836141334478519,RNA
chr20.63638418.63643238,0.00781874190344345,ATAC
SUPT3H,0.007817137735254298,RNA
chr1.226735543.226740259,0.007808813217080629,ATAC
SPIB,0.0078012259420779185,RNA
AC007381.1,0.007794640673535952,RNA
chr20.57396998.57401745,0.007794103667866213,ATAC
ITGB1,0.007790592598859347,RNA
TESK2,0.007784193691385724,RNA
FLT3,0.007775795959470637,RNA
chr19.14030565.14032886,0.007772305312555773,ATAC
BTLA,0.0077663974222079895,RNA
chr2.30230347.30233467,0.00776044972666344,ATAC
SMIM25,0.007752749257818897,RNA
chr2.44360923.44363053,0.0077465420387040395,ATAC
chr6.37048630.37052378,0.00774204184226585,ATAC
RPL27,0.007741343071879086,RNA
EPHA4,0.007732445362701845,RNA
AC027097.2,0.0077295554637669085,RNA
chr13.99085133.99088604,0.007727875369633215,ATAC
FBN2,0.00772664703945818,RNA
chr5.50665263.50668585,0.007718803028633411,ATAC
TSPAN13,0.007713018557319978,RNA
RPS20,0.0077015467964705936,RNA
P2RX5,0.007699861091119764,RNA
APP,0.007692030167375258,RNA
TSHZ3,0.007691661714511654,RNA
DTNA,0.007689919747100747,RNA
PTCRA,0.007684722574949916,RNA
RPS14,0.007676877901269262,RNA
TUBA1B,0.007674776505167372,RNA
ARHGEF11,0.007673281274187299,RNA
FCRL3,0.0076632224509679825,RNA
chr1.156122742.156127831,0.0076370198596436125,ATAC
FLVCR2,0.007636222998995179,RNA
chr19.1079454.1092137,0.007632394352652775,ATAC
chr3.157088398.157090267,0.007632346018450462,ATAC
chr11.62024956.62026384,0.007621086821764353,ATAC
S100A6,0.007615288854585233,RNA
MEF2C.AS1,0.007606794937032985,RNA
chr1.155061112.155064554,0.0075979939070362395,ATAC
SLC7A11,0.0075957631783435675,RNA
PTX3,0.007591886943563338,RNA
CR1,0.00758594462259799,RNA
AC068633.1,0.007585101295862887,RNA
LRIG1,0.007580084103004386,RNA
chr13.110913406.110916832,0.007569864884019224,ATAC
DPF3,0.0075575027037295866,RNA
chr2.168246298.168248188,0.007553039416001245,ATAC
chr15.50906865.50909366,0.007551988525957158,ATAC
FGF13,0.007548268630642992,RNA
chr18.50878118.50880394,0.0075475748328021,ATAC
PALM2.AKAP2,0.0075335890820996815,RNA
chr10.128062278.128065478,0.00752095087403011,ATAC
chr19.41261805.41265888,0.007520801234905333,ATAC
ZNF608,0.007508038173198919,RNA
SOD2,0.007495435305945645,RNA
chr10.68074083.68075874,0.007493079718051066,ATAC
chr19.6458893.6461104,0.007480017065048537,ATAC
ZRANB2.AS2,0.007473977294218802,RNA
chr8.133497978.133501486,0.007470196166962703,ATAC
chr7.74655978.74661436,0.007464721431003993,ATAC
MAST4,0.0074565121888434645,RNA
STXBP6,0.007451279609615812,RNA
KIAA1671,0.007433575516342564,RNA
RAB27B,0.007430606230770996,RNA
chrX.136496422.136498073,0.007429718782222189,ATAC
MCF2L2,0.00742693615774568,RNA
ABCB1,0.007394676128808924,RNA
chr22.38200761.38205443,0.007376021042370233,ATAC
LIN7A,0.007375941460730028,RNA
CLIC4,0.007364104691772344,RNA
chr11.118434281.118439079,0.007363481151444838,ATAC
chr20.10433377.10435684,0.007344779219328325,ATAC
chr17.51119438.51122287,0.007337303123507835,ATAC
GZMH,0.007330763264325142,RNA
IFNLR1,0.007328785339728223,RNA
chr6.26025853.26027828,0.007328124328952012,ATAC
RPS29,0.007326841675963002,RNA
ZNF365,0.0073253474421374,RNA
chr19.3274966.3276940,0.0073241058819117745,ATAC
IGLC3,0.007316392778611313,RNA
chr5.79235219.79238071,0.0073145258877224464,ATAC
chr1.33126777.33128813,0.007309256424758837,ATAC
CYYR1,0.007309060289067211,RNA
chr11.1562985.1575096,0.007294941077013755,ATAC
RPS24,0.0072788244012965886,RNA
RRAS2,0.007278125801645181,RNA
CYP1B1.AS1,0.007277276660719569,RNA
LINGO2,0.00727395382194061,RNA
chr12.124916303.124918378,0.007270095589376715,ATAC
chr12.57753868.57757198,0.0072672413161978125,ATAC
PLD4,0.007266754373471362,RNA
GLUL,0.007263225059006597,RNA
chr19.39397194.39399038,0.007262840244291036,ATAC
chr11.63837140.63841034,0.007257507777428222,ATAC
chr12.6469766.6471540,0.0072474610394455226,ATAC
TMEM156,0.007245867238480655,RNA
chr18.54268831.54270705,0.0072348672682918695,ATAC
ARHGAP31,0.007230924328063157,RNA
chr16.2903922.2906385,0.007210735789644155,ATAC
chr6.31265551.31273643,0.007205977087761501,ATAC
PRICKLE1,0.007205893798059239,RNA
RPL32,0.007205826403294741,RNA
PLEKHA5,0.007200936710696756,RNA
NRGN,0.007200109800641588,RNA
CDHR3,0.00719508793921048,RNA
ARHGAP22,0.007191811215042489,RNA
COL4A4,0.007183578158610098,RNA
TSBP1.AS1,0.007178481348032439,RNA
chr14.99268117.99275194,0.007174763504652518,ATAC
chr17.76491356.76494438,0.007169434019653496,ATAC
chr4.185425028.185426670,0.00716687344805373,ATAC
chr14.24270632.24272224,0.007159048483669945,ATAC
RPS26,0.0071580776010036614,RNA
JCHAIN,0.007158072195504131,RNA
chr9.32550256.32552942,0.007146763811980734,ATAC
WDR49,0.007142053957804993,RNA
chr8.18082946.18085246,0.007134883742565276,ATAC
chr17.75032083.75037407,0.007128261053755597,ATAC
DST,0.007127966758095239,RNA
chr15.63832908.63834799,0.007126006500230421,ATAC
ABCB4,0.007122073105331646,RNA
FRMD3,0.0071132619961031965,RNA
CPM,0.007110582653284159,RNA
CDA,0.00710595635394002,RNA
PLAGL1,0.007100734867395326,RNA
chr4.56906723.56909768,0.007099606768340365,ATAC
chr1.150610834.150614236,0.0070909006154260415,ATAC
FMNL2,0.007089197260164363,RNA
LEF1.AS1,0.007075281866529254,RNA
CNR2,0.007074206255195375,RNA
RPL38,0.007074181434545777,RNA
